Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,PlayerId
Lars Nootbaar,STL,OF,191.3200073,429.605,-1.493409074,-4.048067257,-4.594756712,-1.162182061,-1.890109012,-13.18852412,12.55672875,0.368204639,21454
Leody Taveras,TEX,OF,358.5899963,496.858,-2.767577241,-4.530366818,-4.773286714,2.5664706,-3.687442256,-13.19220243,12.55672875,0.364526326,18900
Trent Grisham,SDP,OF,315.1799927,491.829,-5.066145122,-3.592311837,-3.029574508,0.315461924,-1.918751384,-13.29132093,12.55672875,0.265407827,18564
Danny Jansen,TOR,C,182.5,425.099,-2.526223389,-3.090998829,-4.335697103,-2.426146662,-0.411870019,-12.790936,11.87087657,0.079940572,16535
Mark Canha,NYM,OF,347.6799927,528.407,-2.447769754,-3.535020951,-3.0588342,-1.639506972,-2.892347311,-13.57347919,12.55672875,-0.016750434,11445
Miguel Vargas,LAD,1B/3B/OF/DH,999,397.294,0.529473902,-4.798708645,-5.405263568,-0.92233922,-3.168175267,-13.7650128,12.55672875,-0.208284043,20178
DJ LeMahieu,NYY,1B/2B/3B,257.6400146,463.927,2.046898167,-6.217389167,-3.252446678,-1.724692377,-4.531160926,-13.67879098,12.36268108,-0.316109898,9874
Trey Mancini,CHC,1B/OF/DH,288.4100037,519.803,-2.09913961,-3.069705747,-3.67172754,-3.069623695,-2.025223834,-13.93542043,12.55672875,-0.378691671,15149
Cody Bellinger,CHC,OF,187.4100037,483.68,-4.933026416,-3.449178376,-4.651083117,0.61800379,-1.63418173,-14.04946585,12.55672875,-0.492737095,15998
Andrew McCutchen,PIT,OF/DH,422.5,497.809,-3.04405359,-3.58580646,-3.869749777,-0.851087014,-2.724803995,-14.07550084,12.55672875,-0.518772082,9847
Spencer Torkelson,DET,1B,999,509.031,-3.794964532,-2.890449209,-3.710195775,-2.485788054,-1.180578515,-14.06197608,12.24404145,-0.817934638,27465
Cal Raleigh,SEA,C,164.2700043,452.573,-4.639532989,-2.61650205,-4.621542737,-2.421076505,0.588716677,-13.7099376,11.87087657,-0.839061029,21534
Bryson Stott,PHI,2B/SS,999,456.191,-0.857844296,-4.7723951,-5.07935667,0.240029832,-3.860867028,-14.33043326,12.36268108,-0.967752179,26294
Ramon Urias,BAL,2B/3B,385.0899963,516.284,-1.792771962,-3.365615436,-4.280296476,-2.430907144,-2.547471698,-14.41706272,12.36268108,-1.054381634,18795
Wilmer Flores,SFG,1B/2B/3B/DH,329.8200073,488.417,-1.22933078,-3.545834256,-4.313235482,-2.950689205,-2.495504814,-14.53459454,12.36268108,-1.171913453,5827
Kerry Carpenter,DET,OF,999,394.074,-0.790718129,-4.218246746,-6.074267462,-1.835847553,-1.833992953,-14.75307284,12.55672875,-1.196344088,25961
Santiago Espinal,TOR,2B,500,472.322,1.363729715,-5.166341855,-4.9327767,-0.458676588,-5.44916405,-14.64322948,12.36268108,-1.280548394,19997
Tyrone Taylor,MIL,OF,403.1400146,457.953,-3.584603958,-3.480469297,-4.871415963,-1.319548699,-1.623184111,-14.87922203,12.55672875,-1.322493273,13675
Spencer Steer,CIN,1B/2B/3B/DH,999,453.611,-2.373127278,-3.558802721,-5.106852623,-2.092913299,-1.656539638,-14.78823556,12.36268108,-1.425554475,26323
Oscar Colas,CHW,OF,999,374.387,0.548196809,-4.923477361,-6.227409956,-2.288402456,-2.222778366,-15.11387133,12.55672875,-1.557142575,sa3018099
Chris Taylor,LAD,2B/OF,316.8599854,540.284,-4.876310227,-3.38291417,-3.31501142,-0.156482969,-3.299059466,-15.02977825,12.36268108,-1.66709717,13757
Eric Hosmer,CHC,1B,477.4500122,441.619,1.631110082,-4.554818834,-5.601694418,-2.553053968,-3.913881579,-14.99233872,12.24404145,-1.748297271,3516
Alex Kirilloff,MIN,OF,333,436.606,-0.413506539,-4.119812321,-5.660429654,-2.565942057,-2.549082961,-15.30877353,12.55672875,-1.752044777,20325
Ji-Man Choi,PIT,1B,518.1400146,508.855,-3.416120931,-2.877271691,-3.260278043,-3.094703287,-2.457113416,-15.10548737,12.24404145,-1.861445922,5452
Joey Votto,CIN,1B,385.6799927,517.354,-4.932954898,-2.450945663,-3.469208546,-2.985289761,-1.426394103,-15.26479297,12.24404145,-2.020751525,4314
Josh Jung,TEX,3B,999,497.835,-3.26618312,-2.884488008,-4.573091194,-1.556179253,-0.877719449,-13.15766102,9.970805717,-2.186855308,26299
Luis Rengifo,LAA,2B/3B,290.269989,409.489,-0.288211053,-5.271720509,-5.813614825,-0.707227632,-3.750044476,-15.83081849,12.36268108,-2.468137412,19858
Aledmys Diaz,OAK,2B/OF,412.6799927,475.829,-1.33961894,-3.616700818,-5.332995386,-2.58475182,-2.967276423,-15.84134339,12.36268108,-2.478662304,15937
Jeimer Candelario,WSN,3B,394.5499878,557.135,-2.99348236,-2.449397714,-3.399436191,-2.784962703,-1.994486128,-13.6217651,9.970805717,-2.650959379,13621
Kevin Newman,CIN,2B/SS,470.0899963,493.956,1.155038985,-5.362039371,-5.443280403,-0.556633999,-5.903734254,-16.11064904,12.36268108,-2.747967959,17696
James Outman,LAD,OF/DH,999,371.917,-2.256266413,-5.139923783,-5.728997183,-1.086207944,-2.251662773,-16.4630581,12.55672875,-2.906329343,24770
Joey Wendle,MIA,2B/3B/SS,398.269989,478.277,0.191859064,-5.445413206,-5.916735728,0.725443594,-5.88069154,-16.32553781,12.36268108,-2.962856731,13853
Carlos Santana,PIT,1B/DH,443.4100037,487.994,-3.947846219,-3.726137654,-4.010715164,-2.948483134,-1.856713529,-16.4898957,12.24404145,-3.245854253,2396
Jurickson Profar,,OF,377.1400146,475.357,-2.375621902,-5.397179419,-3.96803004,-1.165433104,-3.906751145,-16.81301561,12.55672875,-3.256286856,10815
Yonathan Daza,COL,OF,564.3599854,463.536,3.03030362,-6.98710624,-4.359212536,-1.907409527,-6.591511547,-16.81493623,12.55672875,-3.258207476,15794
Trayce Thompson,LAD,OF,430.8599854,394.318,-4.448412184,-4.112679784,-5.832010571,-1.771523191,-0.770965778,-16.93559151,12.55672875,-3.378862753,9952
Nick Senzel,CIN,OF,509.1799927,449.585,-1.101344343,-5.927545205,-5.674715205,0.613204737,-4.882280663,-16.97268068,12.55672875,-3.415951925,19293
Myles Straw,CLE,OF,401.269989,486.766,-0.767765374,-7.291989249,-4.818102441,3.549644558,-7.652282896,-16.9804954,12.55672875,-3.423766648,17620
Garrett Mitchell,MIL,OF,999,425.24,-2.013573396,-5.917819455,-6.463018969,1.717673817,-4.372520665,-17.04925867,12.55672875,-3.492529913,27555
Marcell Ozuna,ATL,OF/DH,335.1799927,382.574,-1.276314954,-4.779695197,-6.221773211,-2.690759465,-2.272449373,-17.2409922,12.55672875,-3.684263447,10324
David Peralta,,OF,657.5,452.448,-1.086691744,-4.608511935,-5.418796514,-2.386205121,-4.022528888,-17.5227342,12.55672875,-3.966005448,2136
Brandon Marsh,PHI,OF,292.0899963,485.665,-3.870176164,-5.335872642,-5.035380545,0.878862327,-4.426582498,-17.78914952,12.55672875,-4.232420768,20202
Jack Suwinski,PIT,OF,999,384.057,-3.663119917,-4.903585413,-6.319622593,-1.604132319,-1.631523185,-18.12198343,12.55672875,-4.565254672,22244
Dominic Smith,WSN,1B,501.8599854,436.908,-0.80681985,-5.02910656,-5.780288437,-2.430055628,-3.802575341,-17.84884581,12.24404145,-4.604804369,15653
Rodolfo Castro,PIT,2B/3B,999,397.017,-3.089453326,-4.921824885,-6.264049614,-1.180798231,-2.517822383,-17.97394844,12.36268108,-4.611267354,21987
Travis d'Arnaud,ATL,C,228.2299957,410.954,-1.0031171,-4.619409818,-6.003096591,-3.028134029,-2.995072824,-17.64883036,11.87087657,-4.777953787,7739
Eddie Rosario,ATL,OF,472.769989,418.208,-2.35579283,-4.971355278,-6.473453675,-1.32732806,-3.29261403,-18.42054387,12.55672875,-4.863815118,12155
Jarred Kelenic,SEA,OF,318.4100037,380.064,-3.796487466,-5.78840689,-6.437071725,0.120630782,-2.556656743,-18.45799204,12.55672875,-4.901263288,22558
Adam Frazier,BAL,2B/OF,468.8599854,457.594,0.677559032,-6.785342996,-5.490268592,-0.259084964,-6.521376269,-18.37851379,12.36268108,-5.015832706,15223
Jordan Walker,STL,3B,999,394.092,-0.193862953,-5.516091461,-5.986551581,-0.549086989,-3.848902804,-16.09449579,9.970805717,-5.12369007,sa3014464
Oswaldo Cabrera,NYY,OF,999,365.298,-2.373390557,-6.080405215,-7.21849042,0.125158915,-3.248180204,-18.79530748,12.55672875,-5.238578727,21707
J.P. Crawford,SEA,SS,431.1799927,590.86,-0.503684951,-4.181935363,-2.927744606,-1.489029422,-5.395223233,-14.49761758,8.249806128,-5.247811448,15491
Christian Arroyo,BOS,2B,490.0899963,368.911,0.552486203,-6.420721106,-6.854653684,-1.261377991,-4.698824876,-18.68309145,12.36268108,-5.320410371,16434
Luke Voit,,1B/DH,388.269989,407.925,-3.385577838,-4.573915264,-5.905806123,-2.915237226,-2.092700182,-18.87323663,12.24404145,-5.629195188,14811
Bryce Harper,PHI,DH,170.2700043,341.723,0.782604813,-4.987858494,-5.751695173,-0.518472818,-2.331828683,-12.80725035,6.033740274,-5.773510081,11579
Nolan Gorman,STL,2B,999,355.175,-2.177924755,-5.424371466,-6.807148439,-2.562845852,-2.175524637,-19.14781515,12.36268108,-5.785134065,22263
Elvis Andrus,,SS,367.3599854,484.318,-1.140862275,-5.267997451,-5.063414894,1.059489719,-4.807552863,-15.22033777,8.249806128,-5.970531637,8709
A.J. Pollock,SEA,OF,433.1400146,389.987,-1.355891184,-5.801668189,-6.890777106,-2.110368368,-3.538873349,-19.6975782,12.55672875,-6.140849442,9256
Matt Carpenter,SDP,1B/3B/OF/DH,440.269989,420.66,-4.762302976,-4.79948262,-5.477811617,-2.339142143,-2.459530695,-19.83827005,12.55672875,-6.281541296,8090
Juan Yepez,STL,OF,999,313.517,-0.77147903,-5.939028756,-7.549431649,-3.03119157,-2.570232614,-19.86136362,12.55672875,-6.304634865,18400
Joey Gallo,MIN,OF,396.6400146,453.235,-8.712971829,-4.220129021,-4.788885426,-2.133358017,-0.408486136,-20.26383043,12.55672875,-6.707101676,14128
Akil Baddoo,DET,OF,449.8599854,379.338,-2.641574469,-7.774016722,-6.988604328,2.49057381,-5.406543183,-20.32016489,12.55672875,-6.763436137,22168
Michael A. Taylor,KCR,OF,589.5499878,445.765,-2.098069912,-5.956264455,-6.467752094,-1.086285456,-4.754538312,-20.36291023,12.55672875,-6.806181474,11489
Adam Duvall,,OF,520.7299805,391.756,-5.312566932,-4.563603846,-6.719927455,-2.498869737,-1.361656979,-20.45662495,12.55672875,-6.899896194,10950
Kyle Stowers,BAL,OF,999,362.077,-1.945588606,-5.899789035,-7.23658496,-2.419838078,-2.987177097,-20.48897778,12.55672875,-6.932249023,26151
Victor Robles,WSN,OF,495.4100037,438.491,-4.089688417,-6.889738623,-6.395268882,1.91877488,-5.264983309,-20.72090435,12.55672875,-7.164175596,18363
Jonah Heim,TEX,C,250.3200073,415.144,-2.95026278,-5.189559501,-6.392320835,-2.440428108,-3.106660669,-20.07923189,11.87087657,-7.208355319,16930
Ji Hwan Bae,PIT,2B/OF,999,333.372,0.51857222,-8.445068772,-7.720776198,1.599590613,-6.54075311,-20.58843525,12.36268108,-7.225754164,23818
Corey Dickerson,WSN,OF/DH,673.8599854,373.448,0.578326583,-6.504848968,-7.562921918,-2.363873395,-5.029197968,-20.88251567,12.55672875,-7.325786912,10762
Royce Lewis,MIN,SS/OF,447.3599854,275.467,0.813493874,-7.959527294,-8.663964855,-0.41939297,-4.692137788,-20.92152903,12.55672875,-7.364800279,20437
Chas McCormick,HOU,OF,415.769989,416.684,-3.769446117,-5.856470387,-6.061208075,-1.473199966,-3.761283746,-20.92160829,12.55672875,-7.364879537,19599
Jon Berti,MIA,2B/3B,265.5499878,340.421,-1.855859363,-9.414917757,-7.666838104,4.969543408,-6.761028603,-20.72910042,12.36268108,-7.366419335,12037
Brandon Crawford,SFG,SS,430.769989,498.418,-2.21710583,-4.108914437,-4.984196807,-1.886471158,-3.588785623,-16.78547386,8.249806128,-7.535667728,5343
LaMonte Wade Jr.,SFG,1B/OF,506.3200073,408.729,-3.497248527,-6.146836982,-5.895006194,-2.047979019,-3.563527134,-21.15059786,12.55672875,-7.593869101,18126
Eduardo Escobar,NYM,3B,381.4500122,435.412,-3.265449573,-4.171183497,-5.789217112,-2.8595048,-2.609227947,-18.69458293,9.970805717,-7.723777212,6153
Matt Vierling,DET,OF,500.4100037,345.879,0.046263023,-7.777907341,-8.019186321,-0.110116853,-5.546974711,-21.4079222,12.55672875,-7.85119345,21558
Gio Urshela,LAA,3B,371.3599854,427.019,0.075477556,-5.19579279,-6.253937452,-2.962919371,-4.491279283,-18.82845134,9.970805717,-7.857645624,10681
Bubba Thompson,TEX,OF,361.5899963,311.413,-1.84164128,-8.782791449,-8.855188201,3.829815942,-5.843549313,-21.4933543,12.55672875,-7.936625547,22261
Yuli Gurriel,,1B,574,398.172,0.217613677,-6.549777802,-7.085959633,-2.255659678,-5.656065175,-21.32984861,12.24404145,-8.085807165,19198
Kyle Isbel,KCR,OF,643.1799927,350.729,-1.726393607,-7.588715203,-8.011377116,0.952243324,-5.272798357,-21.64704096,12.55672875,-8.090312205,21614
Matthew Mervis,CHC,1B,999,289.001,-0.032957474,-7.056717687,-8.233302169,-2.873941037,-3.360976688,-21.55789505,12.24404145,-8.313853609,sa3015051
Josh Donaldson,NYY,3B/DH,411.230011,434.201,-3.989234443,-4.690045784,-5.272215722,-2.664789694,-2.727140595,-19.34342624,9.970805717,-8.372620522,5038
Calvin Mitchell,PIT,OF,999,302.782,0.672224924,-7.577921846,-8.524161616,-1.77744468,-4.819356114,-22.02665933,12.55672875,-8.469930578,22169
Evan Longoria,ARI,3B,485.5899963,408.932,-2.481245835,-5.078219645,-6.502993235,-2.816041249,-2.89355595,-19.77205591,9.970805717,-8.801250198,9368
Brian Anderson,,3B/OF,559.0900269,430.215,-4.006045254,-5.714570499,-6.271493596,-2.551273608,-3.830371742,-22.3737547,12.55672875,-8.817025944,18289
Jonathan Aranda,TBR,1B/2B/3B/OF/DH,999,344.492,-0.082961405,-6.984596008,-7.885536884,-2.654030257,-4.702611767,-22.30973632,12.36268108,-8.947055238,21837
Kyle Lewis,ARI,OF/DH,557.4500122,320.417,-1.732999289,-6.851711728,-7.955846814,-2.57921724,-3.615252752,-22.73502782,12.55672875,-9.17829907,19508
Trevor Story,BOS,2B,103.1399994,299.096,-1.765359891,-7.689533789,-8.356646574,-0.290395814,-4.475648802,-22.57758487,12.36268108,-9.214903787,12564
Kevin Kiermaier,TOR,OF,544.2700195,388.485,-3.550714595,-7.137205473,-7.073115275,-0.015681589,-5.210115843,-22.98683278,12.55672875,-9.430104022,11038
Miguel Rojas,LAD,SS,509.230011,424.987,-0.311868624,-6.516812862,-5.985776816,-0.481163152,-5.554749613,-18.85037107,8.249806128,-9.600564938,7802
Hunter Dozier,KCR,1B/3B/OF/DH,501.6799927,393.905,-3.224947848,-6.502568535,-7.33798398,-1.78549496,-4.427468424,-23.27846375,12.55672875,-9.721734993,15117
Brandon Belt,TOR,1B,455.4500122,346.262,-3.514948114,-6.499076074,-7.203860985,-2.652211235,-3.120115907,-22.99021231,12.24404145,-9.746170868,10264
Elias Diaz,COL,C,350.6400146,347.85,-0.639944999,-6.829122039,-7.737277709,-2.903084432,-4.582725187,-22.69215437,11.87087657,-9.821277791,11680
Conner Capel,OAK,OF,999,329.553,-1.573676513,-7.908051591,-8.773152562,-0.333820562,-4.983837877,-23.57253911,12.55672875,-10.01581035,19983
Gavin Sheets,CHW,OF,489.1400146,295.439,-0.892234969,-7.32614627,-8.573150734,-3.087310999,-3.71628594,-23.59512891,12.55672875,-10.03840016,19901
Shea Langeliers,OAK,DH,999,458.708,-3.78970506,-4.016043853,-5.625167173,-2.411826553,-1.342199651,-17.18494229,6.033740274,-10.15120202,25816
Nick Allen,OAK,2B/SS,999,452.791,-3.365739062,-7.026179197,-6.97575997,-0.212177008,-6.033691996,-23.61354723,12.36268108,-10.25086615,22277
Alex Call,WSN,OF,999,316.045,-1.836429275,-8.01261478,-8.183366755,-1.283438797,-4.637713286,-23.95356289,12.55672875,-10.39683414,19296
Drew Waters,KCR,OF,999,322.119,-1.844020689,-8.036731673,-8.771732707,-0.267251327,-5.207738904,-24.1274753,12.55672875,-10.57074654,20505
Michael Massey,KCR,2B,999,312.553,-0.312807115,-7.922003084,-8.77650851,-1.792306722,-5.149326583,-23.95295201,12.36268108,-10.59027093,27684
Tommy Pham,,OF,384.230011,356.895,-3.140128613,-7.704322292,-7.344115622,-1.1455786,-4.825962908,-24.16010803,12.55672875,-10.60337928,2967
Edward Olivares,KCR,OF,351.269989,285.36,0.122847362,-8.533714412,-9.362766428,-1.217604996,-5.17772692,-24.16896539,12.55672875,-10.61223664,19698
Logan O'Hoppe,LAA,C,999,286.007,-1.025509726,-7.668575032,-8.457315149,-2.478550627,-4.001016951,-23.63096748,11.87087657,-10.76009091,24729
Nick Gordon,MIN,2B/OF,277.269989,320.936,-0.766820702,-8.313523389,-8.656886096,-0.552841116,-5.945469003,-24.23554031,12.36268108,-10.87285922,16337
Oswald Peraza,NYY,2B/SS,999,257.882,-0.754081131,-8.923833184,-9.667437868,0.382186182,-5.325369946,-24.28853595,12.36268108,-10.92585486,22823
Josh Smith,TEX,3B/OF,999,347.863,-1.806240373,-8.649781498,-7.84924111,-0.083372892,-6.130415228,-24.5190511,12.55672875,-10.96232235,26396
Brice Turang,MIL,SS,999,389.837,-1.627597353,-7.420899129,-6.780061207,1.237330028,-5.664162406,-20.25539007,8.249806128,-11.00558394,sa3008294
Robbie Grossman,,OF,676.5,393.392,-4.289641912,-7.963480949,-6.463233999,-0.70711155,-5.191101479,-24.61456989,12.55672875,-11.05784113,5254
Gabriel Moreno,ARI,C/2B/3B/OF/DH,999,292.176,1.517767183,-8.395621362,-9.015839514,-2.217382322,-5.961099484,-24.0721755,11.87087657,-11.20129892,22664
Mauricio Dubon,HOU,SS/OF,727.9500122,304.873,-0.724412482,-8.239770778,-8.827908099,-1.554282811,-5.468057396,-24.81443157,12.55672875,-11.25770281,16530
Nolan Jones,COL,OF,999,267.51,-0.292494516,-8.464417343,-9.153792836,-2.211305994,-4.85400096,-24.97601165,12.55672875,-11.41928289,20529
Christian Vazquez,MIN,C,250.6399994,356.105,-0.550514976,-7.690265475,-8.356173836,-1.921807055,-5.7839685,-24.30272984,11.87087657,-11.43185327,9774
Aaron Hicks,NYY,OF,656.7700195,357.737,-3.55283146,-7.890230225,-7.511544488,-1.112061633,-5.003899524,-25.07056733,12.55672875,-11.51383858,5297
Ezequiel Duran,TEX,3B,999,326.244,-1.417682049,-7.481621037,-8.557724374,-0.615656224,-4.634208769,-22.70689245,9.970805717,-11.73608674,23733
David Fletcher,LAA,2B/SS,571.9099731,348.89,0.894832143,-9.296591383,-7.850079892,-1.405159862,-7.48377288,-25.14077187,12.36268108,-11.77809079,17992
Nick Maton,DET,OF,999,425.877,-4.254766196,-6.838032323,-7.192414323,-2.016281259,-5.072262182,-25.37375628,12.55672875,-11.81702753,21635
Josh Harrison,CHW,2B/3B,733.3200073,350.386,-0.168129534,-8.246108594,-8.252751727,-2.061950881,-6.455229002,-25.18416974,12.36268108,-11.82148865,8202
Christian Bethancourt,TBR,C/1B,330.5899963,286.757,-1.013513854,-7.796146814,-9.2061814,-2.257362619,-4.492568217,-24.7657729,11.87087657,-11.89489633,10028
Dylan Moore,SEA,SS/OF,449.8200073,290.897,-4.171231184,-9.345578398,-9.19626334,2.593059539,-5.598136156,-25.71814954,12.55672875,-12.16142079,18042
Nicky Lopez,KCR,2B/3B/SS,515.8200073,355.855,-0.409861266,-9.339617197,-8.420330786,0.375993403,-7.857733827,-25.65154967,12.36268108,-12.28886859,19339
Ryan Noda,OAK,1B/OF,999,315.274,-3.900161613,-8.103497765,-8.331711286,-1.559043293,-3.96367322,-25.85808718,12.55672875,-12.30135842,sa873960
Patrick Wisdom,CHC,3B,413.3200073,339.368,-5.206013797,-6.373512637,-7.749519653,-1.592753669,-2.371710325,-23.29351008,9.970805717,-12.32270437,13602
Joey Bart,SFG,C,345.730011,365.357,-4.107035655,-7.170609265,-7.72557416,-2.120624674,-4.069782617,-25.19362637,11.87087657,-12.3227498,21524
Jace Peterson,OAK,3B,472.5899963,399.633,-3.316097994,-7.389399155,-7.387962893,0.170906048,-5.418467067,-23.34102106,9.970805717,-12.37021535,12325
Orlando Arcia,ATL,2B,650.0900269,286.96,-0.818143266,-8.318334001,-8.978640942,-2.595356372,-5.052361892,-25.76283647,12.36268108,-12.40015539,13185
Endy Rodriguez,PIT,C,999,257.933,0.313218238,-8.493261067,-9.265906841,-2.792664598,-5.060015968,-25.29863024,11.87087657,-12.42775366,sa3008272
Tyler Naquin,,OF,692.3599854,291.331,-1.352107816,-8.35792959,-9.082643304,-2.025840886,-5.190980846,-26.00950244,12.55672875,-12.45277369,13359
Jose Iglesias,,SS,596.8200073,413.731,1.259698928,-6.954999055,-7.277635198,-2.114741848,-6.626760521,-21.71443769,8.249806128,-12.46463156,10231
Brad Miller,TEX,3B/OF/DH,701.5,318.3,-3.369449115,-7.919179273,-8.746022653,-1.920607292,-4.131538866,-26.0867972,12.55672875,-12.53006845,12775
Yasmani Grandal,CHW,C/DH,293.8200073,337.081,-3.076993588,-7.529917858,-7.808405903,-3.015555523,-4.036870052,-25.46774292,11.87087657,-12.59686635,11368
Mitch Garver,TEX,DH,405.0499878,414.578,-4.236784577,-5.04956343,-6.000278218,-2.248189994,-2.181164442,-19.71598066,6.033740274,-12.68224039,15161
Nick Pratto,KCR,1B,999,298.747,-3.583478642,-7.826810576,-8.61512593,-2.21664698,-3.784930972,-26.0269931,12.24404145,-12.78295165,22117
Anthony Volpe,NYY,SS,999,289.001,-1.564882039,-8.166038913,-8.409552195,0.943032036,-4.842278003,-22.03971911,8.249806128,-12.78991299,sa3010868
Will Brennan,CLE,OF/DH,999,250.52,1.354345179,-9.557507441,-9.932178129,-1.561520331,-6.663459592,-26.36032031,12.55672875,-12.80359156,25660
Jose Trevino,NYY,C,365.1400146,315.895,-1.255542749,-8.048905417,-8.848777512,-2.279152412,-5.381566684,-25.81394477,11.87087657,-12.9430682,16725
J.D. Davis,SFG,3B/DH,406.6400146,339.578,-1.598276035,-7.328238395,-7.814472707,-2.715606846,-4.480644332,-23.93723832,9.970805717,-12.9664326,16219
David Villar,SFG,3B,999,324.573,-2.754331091,-7.034168691,-8.014948094,-2.752374717,-3.482394237,-24.03821683,9.970805717,-13.06741111,24782
Austin Slater,SFG,OF,632.2700195,261.111,-1.277502251,-10.04233758,-9.266336901,-0.291401983,-6.139559742,-27.01713846,12.55672875,-13.4604097,16153
Trevor Larnach,MIN,OF,559.6400146,328.305,-3.020075038,-7.946433557,-8.565168356,-2.886596961,-4.781368109,-27.19964202,12.55672875,-13.64291327,21501
Austin Nola,SDP,C,406.9100037,302.073,0.179211301,-8.682725693,-8.878596939,-2.714987587,-6.42864124,-26.52574016,11.87087657,-13.65486358,15941
Jesus Aguilar,,1B/DH,658.2700195,267.366,-1.291310672,-8.357427704,-9.442564768,-3.132787096,-4.70510934,-26.92919958,12.24404145,-13.68515813,11342
Gary Sanchez,,C/DH,346.730011,318.191,-4.981366064,-7.132812967,-8.411530965,-2.923093912,-3.110246248,-26.55905016,11.87087657,-13.68817358,11442
Mike Zunino,CLE,C,459.230011,316.166,-5.86955785,-6.804774549,-8.524892883,-2.941942293,-2.497075737,-26.63824331,11.87087657,-13.76736674,13265
Lenyn Sosa,CHW,2B/SS,999,257.534,-0.262980947,-9.0486019,-9.85235804,-2.581229764,-5.423502937,-27.16867359,12.36268108,-13.8059925,22896
Carson Kelly,ARI,C,416.5,311.585,-2.2417798,-8.065178037,-8.662587677,-2.846345744,-4.900529351,-26.71642061,11.87087657,-13.84554404,13620
Emmanuel Rivera,ARI,3B,999,305.016,-1.423421835,-7.713441629,-8.70066935,-2.486794316,-4.634369742,-24.95869687,9.970805717,-13.98789116,19890
Cesar Hernandez,,2B,708.8200073,344.158,-1.305579943,-9.42962208,-8.056192023,-1.80465297,-6.784151996,-27.38019901,12.36268108,-14.01751793,10556
Elly  De La Cruz,CIN,3B/SS,999,223.319,-0.247339801,-9.16353994,-10.22144496,-0.378948344,-4.992176567,-25.00344961,9.970805717,-14.03264389,sa3009289
Ben Gamel,,OF/DH,748.7299805,315.934,-1.956125132,-8.833096216,-8.690599866,-1.998710015,-6.113052466,-27.5915837,12.55672875,-14.03485494,12160
Josh Lowe,TBR,OF,426.730011,260.138,-2.266508163,-9.365072987,-9.753454436,-0.674330017,-5.623233289,-27.68259889,12.55672875,-14.12587014,19953
Martin Maldonado,HOU,C,607.7299805,380.719,-6.601051911,-6.833346983,-7.304313708,-2.615172397,-3.645546342,-26.99943134,11.87087657,-14.12855477,6887
Stone Garrett,WSN,OF/DH,999,211.675,-1.366602896,-9.540209106,-10.58504574,-1.676313553,-4.657251291,-27.82542258,12.55672875,-14.26869383,19273
Jesus Sanchez,MIA,OF,403.5499878,235.892,-1.006762727,-8.944540998,-10.21088099,-2.86349123,-4.902583961,-27.9282599,12.55672875,-14.37153115,19913
Eric Haase,DET,C,288.0499878,287.73,-2.758039215,-8.098644864,-9.487014452,-2.983819031,-3.952635261,-27.28015282,11.87087657,-14.40927625,14111
Adam Engel,SDP,OF,744.9099731,277.851,-2.385974173,-9.511699707,-9.900809172,0.308688918,-6.509049184,-27.99884332,12.55672875,-14.44211456,15082
Michael Toglia,COL,1B/OF,999,217.309,-1.188020257,-9.229866782,-10.32333929,-2.581578104,-4.739069187,-28.06187362,12.55672875,-14.50514486,25845
Nick Fortes,MIA,C,324,253.368,-0.930324846,-9.131746335,-10.00223035,-1.940578062,-5.453152252,-27.45803185,11.87087657,-14.58715527,21538
Romy Gonzalez,CHW,2B,999,251.62,-2.180236397,-9.475827574,-10.01840932,-1.049440119,-5.380922025,-28.10483543,12.36268108,-14.74215435,21562
Donovan Solano,,1B/DH,740.3200073,282.973,1.033546825,-9.328719713,-9.810791155,-3.039551434,-6.902950953,-28.04846643,12.24404145,-14.80442498,8623
Yan Gomes,CHC,C,458.5499878,281.823,-1.185656368,-8.645807497,-9.86690212,-2.819872842,-5.369118774,-27.8873576,11.87087657,-15.01648103,9627
Connor Joe,PIT,1B/OF/DH,580.4500122,278.709,-1.695210593,-10.0004831,-8.721000368,-2.088152817,-6.092708829,-28.59755571,12.55672875,-15.04082695,16572
Keston Hiura,MIL,1B/DH,494.3599854,252.52,-3.136158179,-8.913228533,-9.888567227,-1.979474678,-4.432906917,-28.35033554,12.24404145,-15.10629409,20003
Jacob Stallings,PIT,C,577,360.342,-2.327048284,-8.35947754,-8.430722815,-2.721257462,-6.251993749,-28.09049985,11.87087657,-15.21962328,13723
Luis Campusano,SDP,C/DH,999,252.102,-1.005847625,-8.948536143,-9.831316274,-3.038622545,-5.323153979,-28.14747657,11.87087657,-15.27659999,22217
Chad Pinder,,OF,725.6400146,279.93,-2.327402143,-8.71698724,-9.830348228,-2.84375267,-5.206288613,-28.9247789,12.55672875,-15.36805014,15191
Miguel Sano,,1B/DH,676,251.782,-3.568449691,-8.597217842,-9.807434797,-2.752993977,-3.90050702,-28.62660333,12.24404145,-15.38256188,12164
Sean Bouchard,COL,OF,999,188.425,-0.026380408,-10.15602051,-10.76422124,-2.307986224,-5.688010752,-28.94261913,12.55672875,-15.38589037,21270
Jorge Mateo,BAL,SS,217.0899963,295.037,-2.864960882,-9.124237184,-9.431398794,2.839598059,-6.109064455,-24.69006326,8.249806128,-15.44025713,17273
