Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
JesÃºs Luzardo,MIA,9,9,13,3.85213,26,26,0,0,146,624,133,68,63,18,55,6,155,9.54901,3.38866,2.81793,1.109,0.248911,0.088331,0.1605799198150634,0.235596,1.28206,0.294172,0.737955,0.415409,,3.8492,1.85593,2.01072,141.13999938964844,,,,19959
Justin Steele,CHC,9,9,12,3.845,26,26,0,0,143,606,132,66,61,15,57,6,138,8.71651,3.60619,2.41709,0.972,0.227985,0.094322,0.1336631551384925,0.243756,1.32868,0.300302,0.732786,0.478044,,3.9025,1.85528,2.20375,280.5899963378906,,,,17312
Lance McCullers Jr.,HOU,10,8,13,3.87792,26,26,0,0,148,633,138,70,64,16,59,7,146,8.82902,3.55116,2.48624,0.979,0.229947,0.0924879,0.1374588832259178,0.244022,1.32776,0.301493,0.729199,0.496517,,3.89058,1.84399,1.8529,198.5,,,,14120
Tyler Mahle,MIN,10,10,14,4.18461,29,29,0,0,166,711,159,83,77,23,55,7,162,8.76072,2.99202,2.92803,1.262,0.227584,0.0777261,0.1498579978942871,0.244742,1.28772,0.29218,0.722869,0.378666,,4.11043,1.7776,1.4339,296.3599853515625,,,,16358
Alex Wood,SFG,8,7,9,3.63791,41,19,0,1,127,533,121,56,51,14,33,8,125,8.87668,2.32229,3.82238,0.966,0.2351,0.0615062,0.1735940128564834,0.247091,1.21499,0.305701,0.727195,0.469176,,3.50214,1.77364,1.93786,358.45001220703125,,,,13781
Jeffrey Springs,TBR,9,8,12,3.74129,26,26,0,0,141,588,128,63,59,19,43,4,140,8.95538,2.75296,3.253,1.185,0.238412,0.07329,0.1651221513748169,0.236949,1.21551,0.286836,0.743378,0.393433,,3.83812,1.77319,1.83835,167.41000366210938,,,,17677
MartÃ­n PÃ©rez,TEX,10,12,16,4.13813,31,31,0,0,184,800,188,92,85,22,64,8,153,7.51185,3.13649,2.39498,1.059,0.191886,0.0801199,0.1117660105228424,0.258063,1.37049,0.300647,0.721226,0.472629,,4.14119,1.77211,1.70555,315.6400146484375,,,,6902
JT Brubaker,PIT,9,11,13,4.30145,29,29,0,0,163,706,163,84,78,22,55,8,151,8.29813,3.00835,2.75836,1.208,0.213354,0.0773481,0.1360061168670654,0.254133,1.33469,0.300724,0.714409,0.435826,,4.16792,1.76429,1.59438,497.8200073242188,,,,17578
Tyler Anderson,LAA,10,11,15,4.40227,31,31,0,0,185,791,192,97,91,30,47,7,147,7.11254,2.29241,3.10264,1.435,0.185321,0.0597301,0.125590980052948,0.260199,1.2881,0.289212,0.717893,0.374326,,4.48326,1.73893,1.50775,277.0899963378906,,,,12880
Graham Ashcraft,CIN,8,10,12,4.4907,26,26,0,0,150,651,162,81,75,18,51,7,117,7.04855,3.07111,2.29512,1.1,0.180208,0.078518,0.1016900464892387,0.272735,1.41984,0.313632,0.70285,0.529517,,4.30848,1.72455,1.69223,999.0,,,,27552
Brayan Bello,BOS,7,7,9,3.87616,27,19,0,1,115,491,111,54,49,11,43,4,112,8.80015,3.37696,2.60593,0.828,0.228955,0.0878591,0.1410959362983703,0.250074,1.34075,0.312961,0.717079,0.526633,,3.58196,1.71637,1.68418,999.0,,,,23920
Trevor Rogers,MIA,8,8,10,3.77862,33,23,0,1,130,547,118,59,55,15,45,5,134,9.28245,3.13045,2.96521,1.051,0.244951,0.0826082,0.1623424813151359,0.237549,1.25566,0.295887,0.734053,0.41038,,3.73457,1.71313,1.85323,246.41000366210935,,,,22286
Carlos Carrasco,NYM,9,9,12,3.95162,28,28,0,0,150,633,145,71,66,20,43,6,141,8.4659,2.57162,3.29205,1.18,0.222559,0.067605,0.1549540534615516,0.249033,1.25758,0.297006,0.728015,0.442628,,3.90779,1.67632,1.57227,313.7699890136719,,,,6632
Spencer Turnbull,DET,7,8,9,3.90181,41,19,0,1,132,560,127,62,57,13,43,7,117,8.0134,2.90997,2.75378,0.903,0.209801,0.0761868,0.133614532649517,0.249636,1.28812,0.300777,0.711027,0.471878,,3.77341,1.67545,1.44431,445.6799926757813,,,,16207
Grayson Rodriguez,BAL,8,8,11,3.82738,23,23,0,0,129,545,117,59,55,17,43,5,134,9.3548,2.99303,3.12553,1.161,0.246551,0.0788831,0.1676681935787201,0.234814,1.23524,0.289137,0.735228,0.413256,,3.82534,1.65666,1.74352,195.7700042724609,,,,sa3008130
Mitch Keller,PIT,9,11,13,4.37521,29,29,0,0,164,713,165,86,80,19,63,8,142,7.76823,3.46736,2.24039,1.053,0.198953,0.0888029,0.1101499497890472,0.257163,1.38871,0.303386,0.704609,0.462815,,4.21643,1.65066,1.45096,398.6400146484375,,,,17594
Corey Kluber,BOS,9,11,12,4.70349,29,29,0,0,165,713,179,92,86,26,38,9,132,7.2105,2.10068,3.43245,1.393,0.18539,0.054011,0.1313791051506996,0.268269,1.31622,0.301276,0.689249,0.394009,,4.37788,1.63801,1.10416,416.7300109863281,,,,2429
Patrick Corbin,WSN,9,11,12,4.39136,29,29,0,0,163,700,169,86,80,23,51,5,132,7.31199,2.8196,2.59327,1.286,0.189218,0.072965,0.116252914071083,0.262261,1.34863,0.298237,0.715637,0.449236,,4.38286,1.60623,1.63726,706.0900268554688,,,,9323
Michael Wacha,,9,10,12,4.4358,28,28,0,0,159,679,164,84,78,24,44,6,133,7.52134,2.49556,3.01389,1.379,0.195722,0.0649399,0.1307819113135337,0.260233,1.3068,0.295326,0.711794,0.416,,4.37406,1.55316,1.25295,405.1799926757813,,,,14078
Steven Matz,STL,8,7,9,3.74253,39,19,0,1,124,515,115,56,51,16,34,5,118,8.59478,2.45154,3.50587,1.135,0.229595,0.0654886,0.164106085896492,0.241984,1.20363,0.290947,0.732609,0.4377,,3.77506,1.53443,1.69619,337.5899963378906,,,,13361
Taijuan Walker,PHI,9,11,12,4.47064,29,29,0,0,161,693,165,86,80,24,51,6,132,7.35895,2.86119,2.57198,1.353,0.189779,0.073787,0.1159920766949653,0.259775,1.3443,0.293675,0.714548,0.421621,,4.50364,1.48132,1.41291,310.67999267578125,,,,11836
Aaron Civale,CLE,8,8,11,4.17887,24,24,0,0,134,570,135,67,62,19,35,6,120,8.02595,2.31905,3.46088,1.291,0.209923,0.060656,0.1492670029401779,0.254342,1.26089,0.295541,0.716741,0.431525,,4.10488,1.45462,1.27623,322.04998779296875,,,,19479
Kenta Maeda,MIN,8,9,11,4.14107,28,24,0,1,140,595,136,69,64,19,41,5,129,8.32034,2.63165,3.16164,1.235,0.217426,0.06877,0.148655965924263,0.248666,1.26736,0.293012,0.718195,0.400161,,4.04091,1.44249,1.2788,330.32000732421875,,,,18498
Zach Eflin,TBR,9,9,12,4.04936,26,26,0,0,146,615,146,71,66,20,35,6,123,7.61336,2.17051,3.50764,1.213,0.200739,0.057229,0.143509816378355,0.254787,1.24335,0.293767,0.717664,0.428471,,4.01473,1.43739,1.26717,300.2300109863281,,,,13774
Nick Pivetta,BOS,10,12,13,4.73227,31,31,0,0,178,775,178,100,93,27,69,7,169,8.54961,3.48278,2.45482,1.363,0.218015,0.0888109,0.1292039528489112,0.254697,1.38884,0.300274,0.703559,0.387979,,4.45259,1.43622,1.11529,402.3200073242188,,,,15454
Tony Gonsolin,LAD,9,9,12,4.36717,28,28,0,0,153,658,151,79,74,23,51,5,148,8.70598,3.03349,2.86995,1.343,0.224324,0.078163,0.1461610198020935,0.250235,1.32318,0.296328,0.720867,0.38992,,4.23189,1.42784,1.32468,175.41000366210938,,,,19388
Matthew Boyd,DET,8,10,13,4.18596,26,26,0,0,153,651,148,76,71,22,46,8,141,8.2665,2.69518,3.06714,1.289,0.216123,0.0704641,0.1456590071320533,0.247629,1.26539,0.289788,0.720771,0.362851,,4.18483,1.40194,1.51832,453.0499877929688,,,,15440
Kyle Bradish,BAL,9,10,13,4.12664,28,28,0,0,155,661,149,77,71,20,55,6,144,8.38805,3.18644,2.63242,1.175,0.217996,0.0828121,0.1351839080452919,0.24793,1.31679,0.295043,0.723815,0.442204,,4.12229,1.40027,1.44999,999.0,,,,24586
Ross Stripling,SFG,8,9,10,4.26241,38,24,0,1,144,610,149,73,68,20,35,4,119,7.44362,2.20499,3.3758,1.229,0.195076,0.0577864,0.1372891776263713,0.261961,1.28344,0.30058,0.708341,0.417551,,4.06045,1.38209,1.302,303.04998779296875,,,,13273
Edward Cabrera,MIA,8,9,11,4.08219,24,24,0,0,132,572,120,65,60,16,57,7,138,9.42457,3.88094,2.42842,1.1,0.242002,0.0996541,0.1423480734229087,0.235795,1.33714,0.293235,0.726343,0.423031,,4.06232,1.38043,1.44192,213.4499969482422,,,,21690
James Paxton,BOS,8,9,10,4.28955,35,23,0,1,139,593,134,71,66,20,48,5,138,8.94895,3.1235,2.86504,1.275,0.23315,0.0813777,0.1517725065350532,0.247375,1.30808,0.298069,0.719213,0.383958,,4.10506,1.36169,1.43244,516.27001953125,,,,11828
Edwin DÃ­az,NYM,4,2,0,2.447,64,0,34,1,64,256,41,19,17,5,22,3,100,13.9994,3.0458,4.59631,0.733,0.389495,0.0847409,0.3047540709376335,0.178694,0.982792,0.285886,0.788493,0.398965,,2.22308,1.36076,1.29874,21.36000061035156,,,,14710
Kyle Gibson,BAL,10,11,14,4.23166,29,29,0,0,172,745,179,88,81,22,53,8,141,7.39858,2.79487,2.6472,1.166,0.189979,0.071766,0.1182129681110382,0.261688,1.34939,0.301272,0.717806,0.479616,,4.22456,1.34466,1.34332,462.9100036621094,,,,10123
Hunter Brown,HOU,6,5,5,3.40763,54,10,0,1,100,419,87,42,38,9,39,3,108,9.80964,3.51661,2.78952,0.824,0.258835,0.0927885,0.1660468056797981,0.231081,1.2657,0.300746,0.745422,0.516418,,3.3966,1.33042,1.35369,999.0,,,,25880
Eric Lauer,MIL,9,10,12,4.29963,28,28,0,0,156,666,148,79,74,24,59,5,150,8.68835,3.39305,2.56063,1.394,0.225704,0.0881441,0.1375600695610046,0.244824,1.3241,0.288263,0.735141,0.354941,,4.42135,1.32593,1.76597,272.2699890136719,,,,19316
Kyle Freeland,COL,8,13,11,5.43412,31,31,0,0,178,798,214,115,108,29,55,9,130,6.57955,2.77642,2.3698,1.454,0.163246,0.068886,0.0943600833415985,0.291514,1.50863,0.322111,0.674554,0.436171,,4.83459,1.30971,1.00377,634.0499877929688,,,,16256
AndrÃ©s MuÃ±oz,SEA,4,2,0,2.40765,65,0,10,10,65,259,44,19,17,5,22,3,96,13.228,3.02394,4.37443,0.701,0.368328,0.0842002,0.2841273173689842,0.185882,1.00795,0.287365,0.792168,0.437376,,2.31179,1.29582,1.32073,149.0,,,,20373
Adam Wainwright,STL,10,10,14,4.36116,28,28,0,0,167,720,177,87,81,22,49,7,121,6.52381,2.63716,2.4738,1.181,0.167662,0.0677751,0.0998869389295578,0.266415,1.3559,0.297325,0.709205,0.447716,,4.3701,1.26607,1.33964,352.32000732421875,,,,2233
MacKenzie Gore,WSN,7,9,10,4.26075,23,23,0,0,129,560,121,66,61,17,58,6,124,8.65501,4.01528,2.15552,1.204,0.221376,0.102702,0.1186739653348922,0.242984,1.38276,0.290968,0.729981,0.412299,,4.39638,1.26013,1.51205,380.2699890136719,,,,22201
Mike Clevinger,CHW,9,10,11,4.53912,28,28,0,0,151,647,152,81,76,26,44,7,132,7.87758,2.64035,2.98354,1.524,0.204292,0.068473,0.1358189433813095,0.254592,1.29801,0.287892,0.716676,0.366818,,4.57849,1.25429,0.883474,340.4100036621094,,,,12808
JosÃ© Suarez,LAA,8,9,10,4.35287,26,26,0,0,141,605,139,73,68,20,49,7,124,7.94054,3.13039,2.5366,1.306,0.205307,0.080938,0.124369092285633,0.253986,1.33903,0.294272,0.720772,0.420244,,4.41857,1.23767,1.24018,358.45001220703125,,,,19911
Luis Ortiz,PIT,5,6,6,4.13133,25,15,0,1,91,391,88,45,42,11,33,4,83,8.23088,3.22662,2.55093,1.076,0.212644,0.0833593,0.1292843595147133,0.249459,1.33071,0.297801,0.716389,0.45027,,4.04833,1.23024,0.975176,999.0,,,,27646
Jhoan Duran,MIN,4,3,0,2.61129,68,0,11,9,68,276,51,22,20,5,24,3,91,12.0886,3.14423,3.84469,0.619,0.331093,0.086117,0.2449761033058166,0.203581,1.09595,0.300538,0.772687,0.505233,,2.48873,1.22927,1.21727,999.0,,,,21029
Ken Waldichuk,OAK,7,7,9,3.83907,27,19,0,1,117,498,104,54,50,14,44,6,118,9.143,3.41455,2.67766,1.103,0.238064,0.0889076,0.1491568014025688,0.232236,1.26956,0.284873,0.73621,0.394803,,3.9767,1.22518,1.22954,999.0,,,,27681
Drew Smyly,CHC,7,8,7,4.26831,47,19,0,1,131,558,129,67,62,20,38,5,120,8.22593,2.63464,3.12222,1.379,0.215389,0.0689859,0.1464033126831054,0.250835,1.27508,0.291014,0.723572,0.378243,,4.2578,1.20179,1.03254,408.2699890136719,,,,11760
Jack Flaherty,STL,9,9,11,4.13142,31,26,0,1,145,617,137,72,66,20,50,7,135,8.38306,3.13611,2.67307,1.239,0.218458,0.0817254,0.1367326527833938,0.244733,1.29473,0.289052,0.726405,0.403646,,4.23076,1.19408,1.47769,226.58999633789065,,,,17479
Paul Blackburn,OAK,8,10,12,4.24565,26,26,0,0,148,636,155,76,70,18,43,6,109,6.61887,2.59077,2.55479,1.088,0.171061,0.066957,0.1041039824485778,0.264805,1.33946,0.298792,0.706003,0.48194,,4.19718,1.18842,0.838234,584.3599853515625,,,,14739
Josiah Gray,WSN,8,12,12,4.81958,29,29,0,0,170,740,162,96,91,30,69,7,171,9.06718,3.67266,2.46883,1.613,0.231213,0.093653,0.1375601440668106,0.244667,1.36394,0.285518,0.715842,0.327787,,4.77885,1.18294,1.09312,381.2699890136719,,,,24580
Noah Syndergaard,LAD,9,10,10,4.81991,28,28,0,0,153,663,168,88,82,24,39,6,113,6.6623,2.27805,2.92456,1.415,0.171221,0.058546,0.1126749292016029,0.27196,1.34986,0.299663,0.687092,0.424074,,4.54778,1.16421,0.422697,301.3599853515625,,,,11762
Nick Martinez,SDP,8,8,9,4.22455,41,21,0,1,138,596,135,70,65,18,51,5,122,7.97897,3.3416,2.38777,1.19,0.205444,0.08604,0.1194036528468132,0.250083,1.34767,0.292556,0.722095,0.446241,,4.29143,1.16324,1.02801,428.8200073242188,,,,12730
Yusei Kikuchi,TOR,8,7,7,3.85519,42,18,0,1,117,493,104,54,50,15,46,5,121,9.29688,3.51407,2.64562,1.149,0.245085,0.0926381,0.1524469554424286,0.235824,1.28226,0.291544,0.740902,0.457939,,4.00555,1.1299,1.30046,535.9500122070312,,,,20633
Emmanuel Clase,CLE,4,3,0,2.76499,70,0,35,2,70,283,59,24,22,5,19,2,79,10.1761,2.40863,4.22486,0.654,0.279504,0.066157,0.2133466452360153,0.225267,1.11157,0.303287,0.759788,0.555941,,2.6925,1.12986,1.1483,26.63999938964844,,,,21032
Cal Quantrill,CLE,9,11,13,4.60811,29,29,0,0,169,731,179,93,87,25,49,8,127,6.78549,2.61012,2.59969,1.345,0.174387,0.06708,0.1073070839047432,0.265073,1.34633,0.294285,0.699967,0.424533,,4.56252,1.12435,0.751715,323.95001220703125,,,,19312
Rich Hill,PIT,6,8,8,4.42482,21,21,0,0,111,480,112,58,55,16,36,6,93,7.57898,2.92544,2.59071,1.26,0.194443,0.075054,0.1193891465663909,0.256175,1.3382,0.293712,0.709987,0.386845,,4.37609,1.11401,1.00072,575.0900268554688,,,,4806
Danny Duffy,,6,6,7,3.95538,37,15,0,0,103,435,95,49,45,14,34,4,105,9.13718,2.92659,3.12213,1.241,0.241133,0.0772337,0.1638996303081512,0.238911,1.24407,0.290009,0.73573,0.361,,3.96687,1.09918,1.13617,746.780029296875,,,,3542
Josh Hader,SDP,4,3,0,2.90023,66,0,32,1,66,268,44,23,21,7,26,3,97,13.2682,3.57978,3.70645,1.002,0.362812,0.0978869,0.2649255916476249,0.183734,1.06271,0.272246,0.789385,0.321775,,2.94404,1.09889,1.08056,33.90999984741211,,,,14212
Braxton Garrett,MIA,6,7,7,3.98687,38,16,0,1,111,473,108,53,49,13,37,6,100,8.17084,2.99435,2.72875,1.043,0.21219,0.0777607,0.1344290599226951,0.250352,1.30762,0.299269,0.721599,0.454728,,3.95643,1.08265,1.14973,366.6400146484375,,,,21844
Tylor Megill,NYM,5,4,4,3.49481,42,8,0,1,78,322,68,33,30,9,22,3,87,10.0962,2.51501,4.01437,1.092,0.271435,0.0676158,0.2038192451000213,0.229416,1.15535,0.293054,0.745899,0.412309,,3.39077,1.07989,0.89137,389.0899963378906,,,,21318
Adrian Morejon,SDP,6,5,5,3.77362,51,10,0,1,95,398,84,43,40,12,33,4,97,9.16982,3.15332,2.90799,1.178,0.243103,0.0835981,0.1595044657588005,0.233718,1.23935,0.285653,0.745364,0.392725,,3.93864,1.07176,0.989943,577.5499877929688,,,,20039
Cade Cavalli,WSN,7,9,10,4.41173,23,23,0,0,129,559,122,68,63,17,55,7,119,8.32279,3.86062,2.15582,1.204,0.212786,0.098703,0.1140829846262931,0.246548,1.38088,0.291937,0.714811,0.427274,,4.45687,1.07133,1.30791,999.0,,,,27473
JosÃ© Urquidy,HOU,9,10,12,4.60521,28,28,0,0,157,667,161,85,80,27,39,6,131,7.52465,2.2523,3.34088,1.555,0.196477,0.05881,0.1376669928431511,0.259067,1.27825,0.289001,0.707824,0.356,,4.54819,1.06808,0.847701,284.3599853515625,,,,18413
Matt Manning,DET,7,10,10,4.5571,24,24,0,0,136,588,142,74,69,18,46,5,101,6.66726,3.07193,2.17038,1.202,0.171571,0.079051,0.0925198420882225,0.264221,1.38259,0.296005,0.701037,0.419559,,4.49775,1.06659,0.686687,460.4100036621094,,,,20369
Tarik Skubal,DET,4,4,6,3.73988,13,13,0,0,71,297,65,32,30,9,21,2,73,9.17665,2.7121,3.38359,1.127,0.244099,0.072142,0.1719573885202407,0.239495,1.2213,0.294741,0.738203,0.408081,,3.70868,1.0639,1.05586,440.0499877929688,,,,22267
Antonio Senzatela,COL,7,11,8,5.37025,26,26,0,0,145,644,182,93,86,22,38,6,88,5.48736,2.35566,2.32943,1.335,0.137306,0.058944,0.0783620625734329,0.303068,1.51479,0.327177,0.669387,0.491574,,4.73924,1.06002,0.874695,999.0,,,,15488
Michael Kopech,CHW,8,9,9,4.56827,36,24,0,1,141,609,132,76,71,22,59,5,140,8.99692,3.7565,2.39503,1.433,0.230803,0.0963673,0.1344352886080742,0.242511,1.35799,0.287302,0.720032,0.360886,,4.5409,1.04778,0.649465,288.2699890136719,,,,17282
JP Sears,OAK,5,6,6,3.79904,41,13,0,1,99,419,94,45,42,12,31,4,90,8.12945,2.77829,2.92606,1.094,0.213991,0.0731329,0.1408584043383598,0.244,1.25425,0.289082,0.734757,0.414528,,3.92365,1.0434,0.896752,999.0,,,,23429
Wade Miley,MIL,7,8,9,4.37998,21,21,0,0,116,509,125,62,57,15,40,4,81,6.23916,3.07283,2.03043,1.142,0.158128,0.0778791,0.0802490040659904,0.269235,1.41974,0.298724,0.716822,0.477141,,4.51235,1.04168,0.981793,554.3599853515625,,,,8779
Seth Lugo,SDP,8,8,9,4.16569,49,19,0,1,139,596,133,70,64,19,51,6,128,8.26556,3.26976,2.52788,1.198,0.214672,0.0849218,0.1297500133514404,0.247443,1.32158,0.292487,0.723878,0.431267,,4.22235,1.03948,0.981614,495.9100036621094,,,,12447
Kyle Muller,OAK,6,7,8,3.78945,32,16,0,1,105,446,96,48,44,12,39,4,101,8.67291,3.38136,2.56492,1.01,0.22702,0.0885097,0.1385106071829795,0.237986,1.28735,0.290195,0.734094,0.431633,,3.88649,1.03326,1.06163,454.8200073242188,,,,20167
Mike Soroka,ATL,6,6,7,4.21157,32,16,0,1,108,464,114,55,51,13,31,5,85,7.1228,2.55469,2.78812,1.055,0.184106,0.0660324,0.1180740445852279,0.26628,1.34147,0.306999,0.707218,0.486854,,4.03417,1.02295,1.01602,389.2699890136719,,,,18383
Michael Lorenzen,DET,7,10,10,4.33559,41,23,0,1,145,631,145,76,70,17,59,6,118,7.33251,3.62817,2.021,1.04,0.187461,0.0927567,0.0947042629122734,0.256294,1.40333,0.297633,0.710288,0.451204,,4.31589,0.99728,0.822464,463.6799926757813,,,,14843
Daniel Lynch,KCR,6,8,8,4.32408,21,21,0,0,111,478,111,58,53,14,41,5,94,7.5977,3.32239,2.28682,1.14,0.196527,0.085939,0.1105879321694374,0.256439,1.36555,0.298399,0.71375,0.421306,,4.30077,0.979213,1.18566,574.8599853515625,,,,21537
Stephen Strasburg,WSN,4,6,6,4.50895,15,15,0,0,81,349,83,44,41,12,26,3,68,7.55833,2.92831,2.58113,1.309,0.195089,0.0755829,0.1195061728358268,0.260336,1.35045,0.297952,0.707936,0.432265,,4.42523,0.97221,0.691739,674.5,,,,10131
Zack Greinke,,7,9,10,4.55963,23,23,0,0,129,554,145,70,65,20,27,4,86,5.98843,1.85276,3.23216,1.378,0.154568,0.0478219,0.1067460104823112,0.276353,1.33061,0.298829,0.703071,0.431,,4.4765,0.949652,0.830139,677.1400146484375,,,,1943
Ryan Helsley,STL,4,3,0,3.07203,68,0,30,3,68,279,51,25,23,7,26,2,88,11.6319,3.50612,3.31759,0.911,0.315482,0.0950939,0.2203884646296501,0.203439,1.13761,0.28328,0.77118,0.369591,,3.10257,0.949512,0.985859,66.5,,,,18138
Johnny Cueto,MIA,8,11,12,4.59319,26,26,0,0,157,681,172,86,80,23,42,6,109,6.22865,2.40986,2.58465,1.313,0.159592,0.061746,0.0978460498154163,0.272042,1.36403,0.297755,0.702692,0.420016,,4.54506,0.918658,0.825077,493.8599853515625,,,,6893
Mike Minor,,6,8,8,4.61293,21,21,0,0,117,505,120,64,60,19,36,5,95,7.29717,2.77777,2.62699,1.435,0.187294,0.0712961,0.1159979254007339,0.259312,1.34,0.289957,0.709661,0.37,,4.61879,0.911493,0.701768,999.0,,,,10021
Bailey Ober,MIN,6,6,6,4.17303,35,15,0,1,99,418,97,49,46,15,24,4,93,8.50132,2.21627,3.83587,1.359,0.223346,0.0582256,0.1651202924549579,0.248635,1.22771,0.291205,0.720713,0.350542,,4.03195,0.911388,0.704286,264.54998779296875,,,,21224
Cole Irvin,OAK,9,12,15,4.40812,29,29,0,0,177,757,187,93,87,26,43,8,125,6.35262,2.20011,2.88741,1.315,0.165027,0.057154,0.1078729592263698,0.265212,1.3027,0.290653,0.707532,0.385351,,4.46115,0.904643,0.783341,456.8200073242188,,,,19244
JosÃ© Alvarado,PHI,4,3,0,2.85732,65,0,6,12,65,272,47,23,21,5,34,3,89,12.3678,4.6405,2.6652,0.685,0.32816,0.123128,0.2050324380397796,0.199122,1.23784,0.296827,0.782566,0.493049,,3.03507,0.90338,1.13214,474.5499877929688,,,,17780
Brad Keller,KCR,6,7,7,4.28473,32,16,0,1,106,460,110,55,51,11,41,4,82,6.96362,3.46922,2.00725,0.924,0.178742,0.0890481,0.0896940901875495,0.265493,1.42228,0.308417,0.707685,0.490521,,4.17025,0.886139,0.991445,741.1400146484375,,,,15734
Andrew Painter,PHI,5,6,7,4.38058,16,16,0,0,92,394,90,48,45,14,30,4,85,8.2996,2.8838,2.87801,1.408,0.215974,0.075043,0.1409312710165977,0.248713,1.29259,0.288225,0.71882,0.385268,,4.38502,0.885766,0.92187,999.0,,,,sa3017880
Luke Weaver,CIN,6,8,6,4.77721,38,18,0,1,118,511,122,67,63,20,39,5,109,8.32369,2.9518,2.81987,1.562,0.21322,0.0756135,0.1376065537333488,0.260695,1.36272,0.299986,0.71261,0.378427,,4.62414,0.857301,0.802206,741.9099731445312,,,,16918
David Peterson,NYM,4,3,2,3.13594,43,5,0,1,64,266,53,24,22,6,23,3,74,10.4408,3.30401,3.16004,0.854,0.277938,0.087954,0.1899837777018547,0.222632,1.20436,0.296268,0.76539,0.480511,,3.26547,0.85517,0.982223,390.5499877929688,,,,20302
Jordan Lyles,KCR,8,12,12,4.95076,29,29,0,0,169,739,184,99,93,26,55,7,120,6.40234,2.94071,2.17715,1.374,0.162833,0.074792,0.0880410298705101,0.272525,1.41766,0.298904,0.689699,0.395622,,4.77155,0.852411,0.756783,552.5499877929688,,,,7593
Pete Fairbanks,TBR,4,3,0,2.92174,65,0,16,9,65,264,49,23,21,6,23,2,84,11.6805,3.23664,3.60885,0.805,0.319267,0.0884679,0.2307995334267616,0.204015,1.1086,0.288774,0.766151,0.430474,,2.86116,0.838999,0.879843,195.91000366210935,,,,17998
Tanner Houck,BOS,4,4,2,3.6689,51,5,0,4,72,306,66,32,30,7,25,4,79,9.83942,3.08251,3.19201,0.876,0.258533,0.0809937,0.1775393486022949,0.238193,1.25504,0.308734,0.724946,0.476477,,3.38425,0.831394,0.82661,364.0899963378906,,,,19879
Trevor Williams,WSN,7,9,7,4.80383,41,21,0,1,132,575,140,75,70,21,42,6,103,7.01476,2.84159,2.4686,1.458,0.17878,0.0724216,0.1063585877418518,0.266127,1.38012,0.295078,0.702497,0.390336,,4.73984,0.810299,0.580392,592.9500122070312,,,,16977
Dean Kremer,BAL,9,11,12,4.53236,28,28,0,0,159,684,163,86,80,24,50,7,128,7.22067,2.8399,2.54258,1.371,0.186534,0.073364,0.1131700128316879,0.259692,1.33966,0.291668,0.710433,0.395288,,4.56067,0.804823,0.776036,515.4500122070312,,,,19350
FÃ©lix Bautista,BAL,4,3,0,3.14138,66,0,29,2,66,275,50,25,23,7,27,2,87,11.8355,3.72702,3.17559,0.913,0.315876,0.0994701,0.2164060547947883,0.20456,1.1733,0.286622,0.769292,0.401875,,3.15673,0.803518,0.79226,999.0,,,,20666
A.J. Minter,ATL,4,3,0,3.24697,68,0,2,13,68,282,56,27,25,7,23,2,83,11.0475,3.09142,3.57361,0.934,0.296442,0.0829533,0.2134892120957374,0.218615,1.16572,0.295682,0.759201,0.394881,,3.14562,0.791908,0.854296,459.3599853515625,,,,18655
Ryan Pressly,HOU,4,3,0,3.10878,62,0,30,3,62,254,52,24,21,6,19,2,72,10.4594,2.69557,3.88022,0.855,0.283567,0.0730801,0.2104865238070488,0.223881,1.14345,0.298094,0.755688,0.479602,,3.00943,0.779875,0.728305,52.95000076293945,,,,7005
Ryne Nelson,ARI,6,8,9,4.70532,21,21,0,0,121,523,124,67,63,18,42,5,100,7.44364,3.1149,2.38968,1.377,0.190888,0.07988,0.1110080033540725,0.259318,1.37016,0.293386,0.702704,0.372827,,4.5984,0.779476,0.84225,999.0,,,,26253
Bailey Falter,PHI,5,6,5,4.25464,37,13,0,1,94,400,93,48,44,16,23,4,87,8.28871,2.23014,3.71669,1.485,0.216957,0.0583738,0.1585833430290222,0.250486,1.23773,0.287826,0.727986,0.359956,,4.29413,0.759969,0.793392,411.4100036621094,,,,20070
Aaron Bummer,CHW,4,3,0,3.00479,66,0,2,12,66,276,57,25,22,5,26,3,71,9.74993,3.56819,2.73246,0.642,0.25924,0.0948743,0.1643660068511963,0.229684,1.25517,0.304713,0.762666,0.574048,,3.19372,0.756448,0.817143,653.6400146484375,,,,16258
