playerid,Name,Team,G,PA,AB,H,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA
13414,Andrew Toles,LAD,43,149,141,33,3,16,16,6,34,1,2,2,0.234,0.268,0.362,0.63,0.269
sa3004157,Cody Bohanek,NYM,103,382,334,56,8,34,25,32,130,11,9,5,0.168,0.261,0.275,0.536,0.243
sa738445,Luis Aviles Jr.,MIA,81,328,301,61,8,30,28,19,97,2,13,3,0.203,0.252,0.332,0.585,0.254
18316,Edwin Ríos,LAD,114,403,364,78,21,50,60,29,149,6,1,2,0.214,0.28,0.448,0.728,0.308
sa917141,Kelvin Melean,SDP,98,375,346,75,6,45,32,21,74,5,5,3,0.217,0.27,0.318,0.588,0.259
sa872817,Yorman Rodriguez,SDP,75,297,281,70,7,28,24,13,58,2,3,3,0.249,0.286,0.37,0.656,0.283
17171,Yasmany Tomás,,87,336,318,77,15,39,48,15,99,1,1,0,0.242,0.277,0.443,0.72,0.304
sa3003969,Chandler Seagle,SDP,46,163,147,25,2,16,11,9,50,4,0,0,0.17,0.235,0.252,0.486,0.219
sa3004693,Heliot Ramos,SFG,120,515,477,110,13,57,44,33,150,4,12,5,0.231,0.285,0.367,0.652,0.284
13608,Mallex Smith,TOR,119,475,431,105,5,56,34,34,105,7,33,8,0.244,0.309,0.357,0.666,0.293
20003,Keston Hiura,MIL,124,493,440,100,19,58,60,37,166,12,8,4,0.227,0.303,0.414,0.717,0.31
20078,Evan White,SEA,83,341,316,67,13,36,42,21,104,2,2,1,0.212,0.264,0.377,0.641,0.276
19952,Khalil Lee,NYM,121,468,406,83,11,50,36,47,165,13,15,9,0.204,0.306,0.337,0.644,0.289
12990,Erick Castillo,CHC,57,186,165,36,2,20,9,12,32,5,0,0,0.218,0.288,0.279,0.567,0.257
4243,Jose Lobaton,,59,222,200,38,6,23,23,20,70,1,0,0,0.19,0.266,0.33,0.596,0.263
sa3011224,Antoine Duplantis,NYM,101,442,413,88,7,42,29,24,99,2,5,4,0.213,0.259,0.305,0.564,0.248
sa829117,Stone Garrett,ARI,114,454,431,108,17,48,49,14,136,5,11,4,0.251,0.281,0.422,0.703,0.3
sa3014427,Alika Williams,TBR,85,384,355,80,5,46,30,16,80,3,4,4,0.225,0.261,0.304,0.565,0.247
sa3002878,Irving Lopez,STL,91,337,308,64,4,34,24,18,77,8,1,1,0.208,0.269,0.302,0.571,0.253
sa874806,Blake Perkins,NYY,97,390,345,64,7,42,30,39,118,2,10,5,0.186,0.271,0.287,0.558,0.251
sa924293,Jonathan Lopez,CLE,27,87,79,14,0,6,3,5,28,2,1,0,0.177,0.244,0.215,0.459,0.213
sa829044,Trace Loehr,,86,333,311,66,3,30,22,18,82,2,5,3,0.212,0.259,0.289,0.548,0.242
8392,Daniel Descalso,,66,191,164,28,4,19,17,24,60,1,1,0,0.171,0.277,0.293,0.57,0.258
sa3004933,Olivier Basabe,SDP,102,389,357,75,7,36,31,26,90,4,4,2,0.21,0.271,0.317,0.587,0.26
3256,Welington Castillo,WSN,57,204,190,41,8,16,30,11,58,2,0,0,0.216,0.265,0.389,0.654,0.281
sa3010393,Michael Toglia,COL,115,495,448,101,17,61,54,38,134,3,6,2,0.225,0.289,0.388,0.677,0.292
sa3002634,Wilmer Perez,WSN,38,125,116,25,2,12,9,6,24,1,1,1,0.216,0.258,0.302,0.56,0.246
sa913367,Gavin Stupienski,KCR,38,131,118,26,3,16,13,10,28,1,0,0,0.22,0.285,0.339,0.624,0.275
sa874244,Garrett Whitley,MIL,99,383,341,71,10,32,27,34,148,4,8,5,0.208,0.286,0.343,0.629,0.278
17423,Yermín Mercedes,CHW,115,456,419,105,15,49,57,28,84,3,2,1,0.251,0.299,0.403,0.702,0.302
sa3009888,Nic Gaddis,NYM,47,180,160,28,5,19,17,14,50,3,1,1,0.175,0.253,0.306,0.559,0.249
10953,Phil Gosselin,,107,366,333,79,6,38,37,27,83,2,2,2,0.237,0.296,0.345,0.641,0.282
sa3010721,Cam Coursey,ARI,87,331,295,69,3,33,24,24,51,2,11,4,0.234,0.291,0.319,0.61,0.269
sa3006733,David Hensley,HOU,108,449,415,96,7,51,37,30,122,1,7,5,0.231,0.283,0.34,0.623,0.272
sa3007826,Nick Meyer,NYM,66,250,229,47,4,23,15,15,58,3,6,3,0.205,0.262,0.297,0.559,0.248
sa918963,Chavez Young,TOR,98,395,358,75,7,44,31,27,114,4,14,6,0.209,0.27,0.316,0.586,0.259
13176,Blake Swihart,,73,214,194,39,6,24,22,17,59,1,1,1,0.201,0.268,0.335,0.603,0.265
8385,Pedro Florimón,,103,372,333,63,6,40,29,33,127,2,5,1,0.189,0.264,0.288,0.552,0.247
sa3011656,Kameron Misner,TBR,97,438,397,79,8,47,38,34,140,4,13,2,0.199,0.268,0.305,0.573,0.255
sa917935,Delvin Pérez,STL,109,469,442,99,3,38,21,19,106,5,18,6,0.224,0.263,0.283,0.546,0.242
6547,Jordy Mercer,,73,251,234,57,5,22,19,15,55,2,0,0,0.244,0.295,0.363,0.658,0.286
sa830303,Micker Adolfo,CHW,94,387,353,74,16,44,49,26,145,5,3,2,0.21,0.272,0.402,0.674,0.289
sa876102,Collin Theroux,,74,283,255,39,7,23,20,24,144,3,0,0,0.153,0.233,0.259,0.492,0.223
13744,David Dahl,MIL,103,392,361,87,11,44,42,22,102,3,4,2,0.241,0.287,0.399,0.686,0.295
sa3005360,Joe Dunand,MIA,103,400,361,70,7,37,31,25,119,8,0,0,0.194,0.258,0.296,0.555,0.245
sa918293,Darick Hall,PHI,123,490,433,90,16,59,57,41,137,11,1,1,0.208,0.291,0.376,0.667,0.29
sa3004813,Logan Warmoth,TOR,102,406,359,68,7,44,30,35,144,7,10,3,0.189,0.272,0.295,0.568,0.255
8418,Ehire Adrianza,,95,224,198,48,4,29,22,19,46,3,1,1,0.242,0.314,0.379,0.693,0.3
15817,Erick Mejia,,106,447,408,96,6,50,38,30,90,2,9,5,0.235,0.289,0.338,0.627,0.274
sa3004176,JJ Muno,CHW,67,231,204,36,5,22,19,14,72,10,8,3,0.176,0.261,0.289,0.55,0.248
14938,Jack Reinheimer,,95,363,330,69,4,40,24,24,88,3,12,3,0.209,0.266,0.282,0.548,0.244
8203,Dee Strange-Gordon,WSN,89,346,327,84,4,33,25,11,48,3,11,5,0.257,0.285,0.352,0.637,0.276
sa858026,Connor Marabell,,113,438,413,106,8,51,43,18,76,3,4,2,0.257,0.291,0.38,0.671,0.29
15181,Ryan Cordell,,76,250,225,45,9,23,28,17,84,3,6,1,0.2,0.263,0.356,0.619,0.269
sa738683,Buddy Reed,OAK,97,350,316,60,7,34,30,26,127,3,14,6,0.19,0.256,0.304,0.56,0.246
sa872542,Leonardo Rivas,CIN,76,313,280,60,3,39,19,31,82,1,6,3,0.214,0.295,0.293,0.588,0.266
sa1115752,Seth Gray,MIN,108,478,433,81,12,56,43,33,146,10,4,1,0.187,0.26,0.305,0.565,0.252
sa548189,Kellin Deglan,TOR,54,197,179,35,6,20,18,12,65,4,1,0,0.196,0.26,0.335,0.595,0.262
sa917056,Juan Martinez,CIN,102,396,364,80,10,44,39,23,92,5,0,1,0.22,0.274,0.36,0.634,0.276
sa875016,Jalen Miller,ATL,111,434,398,83,12,42,42,27,118,3,10,5,0.209,0.262,0.352,0.614,0.267
13795,Eric Stamets,,76,265,244,51,4,23,18,17,71,2,6,1,0.209,0.265,0.303,0.568,0.252
sa3004065,Jancarlos Cintron,ARI,98,399,374,88,6,39,30,18,68,4,8,4,0.235,0.276,0.329,0.605,0.265
18054,Sam Haggerty,SEA,78,282,248,49,4,32,18,28,90,3,14,3,0.198,0.286,0.302,0.588,0.263
sa735839,José Azocar,SDP,131,542,504,119,9,60,48,26,138,4,17,6,0.236,0.276,0.341,0.618,0.269
sa598265,Logan Moore,,35,114,100,17,2,12,8,11,33,1,0,0,0.17,0.257,0.25,0.507,0.232
sa918686,Brandon Martorano,SFG,59,224,196,38,6,23,18,22,76,2,3,0,0.194,0.279,0.327,0.606,0.269
sa829030,Roy Morales,MIN,91,380,349,93,1,58,26,23,53,4,4,2,0.266,0.317,0.318,0.636,0.283
sa657706,Santiago Chávez,MIA,66,219,203,33,3,13,9,13,75,2,1,0,0.163,0.22,0.232,0.452,0.203
sa918131,Tyler Neslony,CHW,79,301,274,58,7,30,26,22,82,2,3,2,0.212,0.273,0.343,0.616,0.268
sa922180,Alfredo Rodriguez,CIN,119,465,431,107,3,55,29,21,88,5,5,4,0.248,0.289,0.316,0.604,0.265
sa3010022,Marco Luciano,SFG,110,470,433,90,18,54,54,29,139,4,4,3,0.208,0.263,0.372,0.635,0.274
sa3010018,Aaron Bracho,CLE,82,326,292,53,10,38,32,26,103,1,1,1,0.182,0.248,0.318,0.566,0.247
1744,Miguel Cabrera,DET,117,473,428,106,14,42,63,34,106,4,0,0,0.248,0.304,0.374,0.678,0.295
sa3010148,Michael Amditis,CLE,39,141,129,24,3,15,12,11,36,1,1,0,0.186,0.255,0.31,0.565,0.251
sa829787,Andrew Bechtold,MIN,108,421,381,73,10,38,35,36,151,1,2,1,0.192,0.262,0.315,0.577,0.255
sa917074,Pedro Castellanos,BOS,105,439,403,100,10,49,42,23,86,7,4,5,0.248,0.297,0.375,0.672,0.292
13369,Erik González,MIA,87,265,250,58,3,23,23,11,57,1,3,2,0.232,0.265,0.316,0.581,0.254
sa857824,Anderson Miller,,78,294,272,58,7,30,26,17,81,2,7,3,0.213,0.264,0.342,0.606,0.263
sa3010280,Jake Hoover,,46,163,146,26,1,15,10,13,52,2,4,1,0.178,0.253,0.26,0.513,0.232
15982,Ryder Jones,,77,300,275,63,8,33,31,13,74,4,1,1,0.229,0.27,0.375,0.645,0.277
sa917302,Yonathan Perlaza,CHC,105,420,389,95,14,53,55,23,101,2,4,2,0.244,0.288,0.404,0.691,0.296
17005,Gavin Cecchini,,84,327,307,70,4,35,25,14,63,0,5,1,0.228,0.258,0.309,0.568,0.246
sa3007505,Ruben Cardenas,TBR,114,474,439,97,12,50,49,25,133,3,5,5,0.221,0.265,0.353,0.618,0.267
sa877337,Gilbert Lara,WSN,126,480,454,97,11,50,46,20,128,3,2,2,0.214,0.251,0.335,0.586,0.254
sa918418,Jim Haley,TBR,104,415,384,75,11,38,37,20,135,6,14,3,0.195,0.245,0.32,0.565,0.247
19250,Trent Giambrone,CHC,98,370,335,67,10,39,33,30,111,2,10,4,0.2,0.269,0.334,0.603,0.265
sa3007028,Chris Williams,MIN,59,229,199,31,6,21,19,25,83,1,1,0,0.156,0.25,0.291,0.541,0.242
sa828685,Jake Gatewood,LAA,110,458,425,76,20,44,58,25,190,4,3,1,0.179,0.23,0.358,0.587,0.251
1177,Albert Pujols,,103,324,301,71,13,29,55,16,50,4,2,0,0.236,0.281,0.395,0.676,0.287
sa873599,Stevie Berman,MIN,44,159,143,29,3,19,14,12,34,2,0,0,0.203,0.272,0.308,0.58,0.258
20040,Jorge Oña,SDP,43,174,155,33,5,18,16,14,60,3,1,1,0.213,0.287,0.342,0.629,0.278
sa507143,Ali Castillo,PHI,105,364,336,82,5,39,31,19,60,2,4,4,0.244,0.285,0.345,0.631,0.274
sa3006075,Victor Nova,CLE,107,407,370,78,5,52,28,32,109,2,8,4,0.211,0.276,0.292,0.568,0.254
sa3014945,Zack Mathis,SDP,87,355,329,69,8,36,26,20,86,6,2,2,0.21,0.268,0.322,0.59,0.259
3353,Matt Joyce,PHI,57,134,113,23,3,14,14,17,34,1,0,0,0.204,0.308,0.31,0.618,0.276
19634,Jack Kruger,TEX,73,297,278,62,4,28,22,15,66,3,2,2,0.223,0.269,0.309,0.579,0.254
sa3014448,Trevor Hauver,TEX,105,465,421,94,13,62,47,40,129,2,1,0,0.223,0.293,0.359,0.652,0.286
sa659290,David Thompson,,92,338,307,60,9,35,33,21,99,8,9,2,0.195,0.263,0.332,0.596,0.262
sa917320,Leonel Valera,LAD,109,461,430,83,16,48,54,24,161,5,11,3,0.193,0.243,0.344,0.588,0.254
13329,Jake Lamb,,72,242,211,42,7,29,29,26,68,3,0,1,0.199,0.293,0.351,0.644,0.285
sa918694,Ben Ruta,,94,390,355,73,7,40,31,27,95,2,12,6,0.206,0.263,0.318,0.581,0.255
sa3011423,Ethan Paul,PIT,52,179,160,29,1,20,9,17,61,2,3,0,0.181,0.268,0.231,0.499,0.233
7996,José Martínez,,94,286,259,60,6,30,27,25,68,1,2,0,0.232,0.301,0.344,0.644,0.285
sa3007742,Blaze Alexander,ARI,100,425,386,75,13,47,38,33,137,4,13,2,0.194,0.264,0.334,0.598,0.263
sa1053018,TJ Hopkins,CIN,72,285,261,59,5,32,24,18,78,2,4,1,0.226,0.279,0.345,0.624,0.272
sa3010023,Jairo Pomares,SFG,88,375,356,81,19,41,51,12,114,4,1,0,0.228,0.259,0.447,0.706,0.297
sa3007976,Levi Jordan,CHC,74,281,255,53,5,31,23,17,78,4,2,2,0.208,0.266,0.31,0.576,0.255
sa876814,Nash Knight,,86,333,297,57,7,35,28,29,92,5,1,3,0.192,0.274,0.31,0.584,0.261
3892,Josh Reddick,,103,372,342,80,8,38,35,25,68,0,2,1,0.234,0.283,0.348,0.631,0.274
sa917039,Seuly Matias,KCR,76,315,289,55,12,32,34,19,100,5,4,1,0.19,0.252,0.367,0.618,0.268
sa829494,Michael Cantu,SDP,48,149,134,23,3,16,12,12,55,1,0,0,0.172,0.243,0.261,0.504,0.228
sa829122,Zack Zehner,,89,327,296,62,9,35,32,26,101,1,3,2,0.209,0.273,0.351,0.624,0.272
13157,Nicky Delmonico,,41,154,138,31,4,16,16,13,41,2,0,1,0.225,0.299,0.384,0.683,0.297
17023,Magneuris Sierra,,147,452,423,99,3,46,25,24,90,2,20,6,0.234,0.278,0.31,0.587,0.257
sa829387,Cristian Santana,CIN,104,419,402,98,8,44,37,10,98,2,0,1,0.244,0.264,0.351,0.615,0.265
sa3014830,Micah Pries,CLE,80,317,294,66,10,37,32,15,93,6,8,1,0.224,0.275,0.371,0.646,0.279
sa915838,Cole Freeman,WSN,110,476,433,104,5,57,36,27,68,9,13,4,0.24,0.297,0.326,0.623,0.276
sa3004165,Bligh Madris,PIT,120,451,404,91,8,51,42,36,98,3,2,3,0.225,0.291,0.347,0.637,0.279
5223,Cameron Maybin,,72,245,219,48,5,27,20,23,67,2,6,3,0.219,0.298,0.333,0.631,0.281
9393,Matt Adams,,93,261,242,52,13,29,40,17,81,2,0,0,0.215,0.272,0.417,0.689,0.293
7185,Logan Forsythe,,92,309,272,57,5,27,25,33,82,3,2,0,0.21,0.301,0.313,0.613,0.276
sa3006912,CJ Alexander,ATL,83,319,294,56,9,26,26,22,103,1,10,1,0.19,0.248,0.337,0.585,0.255
sa877608,Peter Maris,,76,243,221,46,5,24,22,17,69,1,2,1,0.208,0.266,0.33,0.596,0.261
785,Todd Frazier,,113,432,385,87,12,47,54,35,94,10,2,2,0.226,0.306,0.369,0.674,0.296
sa3008080,Connor Scott,PIT,110,485,458,109,9,49,39,23,107,2,11,6,0.238,0.277,0.367,0.644,0.278
sa657922,Clint Coulter,STL,63,178,163,31,7,17,20,11,64,2,0,0,0.19,0.249,0.356,0.604,0.262
13658,Terrance Gore,,55,112,99,18,1,10,3,10,35,2,13,4,0.182,0.27,0.263,0.533,0.244
16098,Taylor Gushue,,76,285,261,55,7,31,29,19,85,1,0,0,0.211,0.264,0.337,0.601,0.261
sa736954,Luis Castro,,93,398,349,72,12,45,38,34,129,11,5,2,0.206,0.294,0.352,0.646,0.286
sa549926,D.J. Peterson,,51,197,183,40,6,20,21,10,55,2,1,0,0.219,0.265,0.366,0.631,0.271
sa1169769,Eric Yang,CIN,73,273,237,44,4,31,17,23,71,10,1,1,0.186,0.283,0.274,0.557,0.256
sa3006730,Michael Wielansky,HOU,54,194,176,31,2,18,10,16,54,2,2,1,0.176,0.253,0.25,0.503,0.229
19577,Nick Heath,ARI,93,335,296,56,4,32,24,30,125,2,23,9,0.189,0.267,0.28,0.547,0.245
sa3014827,Elijah Dunham,NYY,101,426,394,84,11,46,41,27,106,3,14,2,0.213,0.268,0.343,0.611,0.267
sa3007074,Nathan Eaton,KCR,100,435,402,87,6,47,35,27,106,4,13,2,0.216,0.271,0.318,0.59,0.26
sa918676,Logan Davidson,OAK,111,477,433,78,7,54,37,39,150,1,3,1,0.18,0.248,0.273,0.521,0.234
5227,Jon Jay,,35,129,121,31,1,10,6,3,21,2,1,0,0.256,0.281,0.314,0.595,0.261
sa858812,Arden Pabst,,65,235,224,39,6,19,22,8,81,1,0,1,0.174,0.205,0.299,0.504,0.215
sa857222,Jason Delay,PIT,52,187,175,31,5,16,16,9,61,2,1,0,0.177,0.225,0.309,0.533,0.232
sa3008079,Carlos Cortes,NYM,101,426,384,80,11,46,44,32,108,3,2,3,0.208,0.272,0.346,0.618,0.27
13906,Sherman Johnson,,73,256,222,41,3,31,18,30,70,3,2,2,0.185,0.29,0.284,0.574,0.263
sa1169809,Simon Whiteman,SFG,94,399,356,71,3,43,21,37,120,4,20,5,0.199,0.281,0.264,0.545,0.25
sa3007869,Cody Roberts,BAL,52,188,171,34,3,19,15,14,59,1,0,0,0.199,0.261,0.287,0.547,0.244
sa873988,Camden Duzenack,ARI,94,371,342,66,10,37,34,19,113,6,6,3,0.193,0.246,0.327,0.573,0.25
20321,Stuart Fairchild,ARI,100,396,355,78,8,42,37,31,105,7,8,4,0.22,0.294,0.349,0.643,0.283
sa1115778,Dominic Fletcher,,102,446,411,95,10,46,39,21,117,6,2,2,0.231,0.276,0.36,0.636,0.276
sa3011157,Tevin Mitchell,MIA,36,108,96,15,2,8,6,8,37,3,1,1,0.156,0.243,0.271,0.514,0.233
sa3005394,Lorenzo Quintana,MIA,81,308,286,68,8,32,28,15,70,5,2,2,0.238,0.287,0.374,0.661,0.287
sa3010595,Oliver Dunn,NYY,77,278,249,46,7,25,21,26,85,1,7,3,0.185,0.264,0.305,0.569,0.254
sa3010899,Troy Johnston,MIA,112,481,440,103,10,63,46,34,113,4,3,1,0.234,0.294,0.348,0.641,0.281
12174,Jorge Bonifacio,,106,425,384,83,11,45,46,33,104,3,3,2,0.216,0.281,0.359,0.64,0.278
sa872803,Sandro Fabian,,90,330,312,73,11,36,38,11,71,4,1,0,0.234,0.267,0.378,0.646,0.278
14352,Lewis Brinson,MIA,126,438,406,87,11,40,44,25,124,5,6,2,0.214,0.268,0.347,0.615,0.268
sa3011263,Jake Guenther,TEX,89,342,308,70,6,43,29,22,72,7,2,2,0.227,0.292,0.321,0.613,0.273
sa3008756,Luis Matos,SFG,117,520,495,123,15,66,59,16,78,4,11,2,0.248,0.277,0.388,0.664,0.286
sa3006715,Coco Montes,COL,122,505,467,109,11,53,48,26,125,5,3,7,0.233,0.279,0.362,0.641,0.278
sa3004258,Cal Mitchell,PIT,125,480,446,108,12,58,51,21,98,6,4,4,0.242,0.283,0.372,0.655,0.283
sa927338,Fabricio Macias,PIT,110,430,405,103,5,52,39,16,100,7,9,7,0.254,0.293,0.343,0.636,0.279
sa549286,Ryan Casteel,ATL,96,321,294,59,13,33,38,23,103,2,0,0,0.201,0.263,0.381,0.643,0.278
sa3007301,DaShawn Keirsey,MIN,48,184,166,29,4,16,15,14,60,1,5,1,0.175,0.24,0.289,0.53,0.234
sa914242,Omar Estévez,LAD,108,418,377,77,9,45,40,31,118,2,0,1,0.204,0.265,0.326,0.591,0.259
sa3006858,Jonathan Engelmann,CLE,77,293,265,52,7,31,24,21,89,4,4,2,0.196,0.264,0.321,0.584,0.258
sa3006894,Anthony Seigler,NYY,43,184,167,32,4,21,16,14,49,1,1,1,0.192,0.257,0.299,0.556,0.247
16446,Johneshwy Fargas,,97,341,314,67,6,31,26,18,88,6,25,12,0.213,0.268,0.315,0.584,0.258
sa3006727,Chris Bec,TOR,50,188,173,32,3,21,14,14,52,1,8,2,0.185,0.25,0.266,0.516,0.233
sa3010021,Kody Hoese,LAD,74,299,277,57,6,34,27,15,71,2,2,1,0.206,0.249,0.314,0.563,0.246
sa872466,Kevin Vicuña,,103,398,366,77,4,44,26,20,100,7,11,5,0.21,0.263,0.29,0.553,0.246
sa3004517,Cam Balego,CHC,87,354,310,63,8,37,30,32,83,9,1,3,0.203,0.295,0.326,0.62,0.278
sa708444,Galli Cribbs Jr.,,70,232,211,35,2,18,13,14,88,4,3,1,0.166,0.23,0.237,0.467,0.212
sa3004163,Tyreque Reed,BOS,99,403,362,79,12,47,42,31,125,5,2,2,0.218,0.287,0.37,0.657,0.286
16448,Jacob Nottingham,BAL,77,273,244,48,10,30,35,19,96,7,3,1,0.197,0.271,0.365,0.636,0.277
19818,Josh Palacios,TOR,72,298,266,56,5,30,25,25,84,4,6,4,0.211,0.286,0.316,0.602,0.267
sa918639,Ryan Gold,TOR,92,381,351,67,8,40,35,23,111,5,1,1,0.191,0.25,0.319,0.569,0.249
sa915575,Devin Hairston,MIA,97,346,318,55,4,29,20,23,119,1,3,2,0.173,0.23,0.248,0.479,0.215
sa3010910,LT Struble,,32,97,88,15,1,11,6,9,36,0,2,1,0.17,0.247,0.227,0.475,0.219
sa875215,Nathan Lukes,TOR,91,339,308,76,5,40,32,19,61,4,3,2,0.247,0.296,0.364,0.659,0.287
sa3016920,Gabe Matthews,LAA,49,214,191,32,6,26,21,19,62,4,1,0,0.168,0.257,0.298,0.555,0.248
sa3004160,Jake Scheiner,SEA,113,480,437,95,16,52,55,30,138,6,2,4,0.217,0.275,0.378,0.652,0.281
15535,Joseph Odom,,77,283,262,47,5,23,22,17,101,2,0,0,0.179,0.234,0.279,0.513,0.227
sa915654,Donovan Casey,WSN,122,525,487,104,14,53,47,31,181,4,13,3,0.214,0.265,0.351,0.616,0.268
sa875022,Trey Cabbage,LAA,110,434,400,82,20,48,58,29,174,3,4,0,0.205,0.263,0.405,0.668,0.286
sa3006857,Jack Conley,PHI,50,171,154,27,4,15,11,14,51,2,1,0,0.175,0.253,0.286,0.539,0.24
sa3007973,Will Banfield,MIA,79,347,322,54,6,33,28,18,112,3,1,0,0.168,0.217,0.261,0.478,0.212
sa3006653,Michael Curry,SDP,86,337,305,60,8,37,31,28,104,2,2,0,0.197,0.268,0.321,0.589,0.261
sa3004390,Demetrius Sims,MIA,90,346,310,56,5,32,21,26,125,7,10,5,0.181,0.258,0.271,0.529,0.238
sa918457,Taylor Kohlwey,SDP,113,428,381,88,8,55,37,35,116,4,7,4,0.231,0.3,0.344,0.643,0.284
2830,Travis Snider,,74,248,218,44,5,27,21,27,81,1,2,1,0.202,0.291,0.321,0.613,0.272
sa3010030,Julian Escobedo,CLE,69,285,267,54,5,30,23,16,84,2,6,4,0.202,0.253,0.307,0.56,0.247
20501,Scott Hurst,STL,89,337,306,55,4,28,19,26,113,1,4,3,0.18,0.245,0.261,0.506,0.228
sa3008267,Luken Baker,STL,107,445,409,90,14,42,47,30,126,2,0,0,0.22,0.275,0.374,0.649,0.282
sa3007053,Niko Hulsizer,TBR,95,387,345,62,13,44,43,35,159,5,6,2,0.18,0.264,0.342,0.606,0.265
sa736824,Ray-Patrick Didder,MIA,104,385,342,64,5,40,23,31,113,8,13,5,0.187,0.269,0.281,0.55,0.249
sa3004056,David Bañuelos,MIN,56,197,186,31,2,14,11,7,81,2,1,1,0.167,0.204,0.242,0.446,0.197
sa1170749,Chandler Redmond,STL,91,373,342,72,13,42,41,27,135,3,2,1,0.211,0.273,0.365,0.639,0.277
sa3010689,Kerry Carpenter,DET,108,442,404,98,12,57,50,23,88,6,5,3,0.243,0.29,0.386,0.676,0.29
sa3007631,Max Burt,NYY,100,366,338,66,8,38,31,19,102,5,5,2,0.195,0.247,0.302,0.548,0.241
sa3005504,Allan Cerda,CIN,96,398,361,76,21,38,59,25,123,8,1,4,0.211,0.275,0.443,0.718,0.306
sa3007062,Christopher Proctor,DET,59,215,201,35,1,16,10,11,68,0,2,0,0.174,0.215,0.219,0.434,0.195
sa917168,Wander Javier,MIN,101,431,404,75,14,41,45,19,153,4,1,1,0.186,0.228,0.339,0.568,0.244
10286,Francisco Arcia,,63,211,199,42,2,17,14,7,46,3,2,1,0.211,0.248,0.266,0.514,0.226
22165,Ryan Vilade,COL,126,546,498,128,9,58,39,34,103,3,11,5,0.257,0.305,0.376,0.68,0.295
sa918497,Joel Booker,CHW,81,314,291,56,5,28,22,13,105,5,12,4,0.192,0.238,0.282,0.52,0.23
sa857819,Errol Robinson,,86,316,284,58,4,32,18,29,93,2,7,4,0.204,0.282,0.278,0.56,0.253
sa738955,Jacob Heyward,SFG,99,368,315,54,10,34,31,44,129,6,4,4,0.171,0.283,0.305,0.588,0.267
20047,Brian Miller,MIA,121,484,447,108,3,51,32,28,98,3,24,7,0.242,0.289,0.315,0.604,0.266
sa3015077,Aaron Palensky,NYY,44,160,142,28,4,21,15,15,45,3,0,3,0.197,0.288,0.338,0.626,0.278
16271,Alex Blandino,,86,264,221,41,2,28,15,31,74,10,1,1,0.186,0.312,0.262,0.574,0.27
sa3007295,Luis García,PHI,115,503,464,95,16,52,47,33,138,2,8,4,0.205,0.259,0.347,0.606,0.264
sa3007632,D.J. Artis,CHC,64,268,237,49,8,28,20,24,85,5,11,3,0.207,0.292,0.333,0.625,0.279
sa917095,Eduardo Torrealba,NYY,86,317,293,68,6,31,21,17,61,4,5,2,0.232,0.283,0.331,0.614,0.27
sa3007007,Dillon Paulson,TBR,98,423,371,66,10,45,40,47,146,1,2,1,0.178,0.27,0.318,0.588,0.259
sa829382,K.J. Harrison,WSN,99,376,345,73,12,38,37,26,112,3,0,0,0.212,0.272,0.368,0.64,0.277
sa857730,Brennon Lund,LAA,85,352,323,65,8,34,32,21,106,4,4,2,0.201,0.256,0.331,0.588,0.256
18136,Ka'ai Tom,SFG,107,397,353,74,11,42,45,33,120,8,4,3,0.21,0.29,0.363,0.652,0.284
sa874684,Nick Plummer,NYM,113,446,382,71,10,50,35,50,158,11,7,5,0.186,0.297,0.319,0.616,0.278
sa3007974,Aldrich De Jongh,LAD,67,232,219,44,7,23,22,11,75,1,3,1,0.201,0.241,0.342,0.584,0.252
8298,Francisco Peña,,97,382,344,72,11,41,41,22,88,5,1,0,0.209,0.263,0.346,0.609,0.262
sa829374,Rudy Martin,,91,340,306,61,7,38,28,27,111,3,14,5,0.199,0.27,0.317,0.587,0.26
sa3007303,Fabian Pena,SFG,40,149,142,28,4,11,15,5,46,1,1,0,0.197,0.228,0.331,0.559,0.241
sa1170010,Cam Devanney,MIL,84,329,295,54,6,37,26,23,97,6,4,4,0.183,0.254,0.281,0.535,0.24
sa917182,Eduardo Diaz,ARI,94,412,383,85,14,45,43,18,112,6,9,4,0.222,0.266,0.381,0.647,0.277
sa881025,Dermis Garcia,,107,428,389,69,18,37,50,32,172,2,7,2,0.177,0.242,0.352,0.594,0.257
17642,JT Riddle,,95,342,317,63,6,40,28,16,64,5,3,2,0.199,0.247,0.303,0.55,0.241
sa829483,Dom Thompson-Williams,SEA,89,352,328,61,10,33,34,19,137,3,7,3,0.186,0.236,0.329,0.565,0.244
sa829699,Tim Susnara,CHC,57,218,195,32,3,17,13,19,83,1,1,0,0.164,0.24,0.246,0.486,0.221
sa3006860,Cobie Vance,MIA,109,440,397,84,4,45,25,31,91,6,6,0,0.212,0.276,0.287,0.563,0.253
sa3006680,Doran Turchin,,85,339,304,57,10,31,30,26,122,6,5,2,0.188,0.263,0.336,0.599,0.264
sa3010008,Carter Aldrete,SFG,83,306,285,58,7,33,27,18,94,1,5,2,0.204,0.252,0.319,0.572,0.249
sa3008077,Tristan Pompey,MIA,59,202,181,35,3,25,16,18,65,1,1,1,0.193,0.269,0.282,0.55,0.248
sa918279,Brady Policelli,DET,99,386,357,71,9,39,34,24,105,3,10,4,0.199,0.255,0.328,0.582,0.255
