,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
71,Eugenio SuÃ¡rez,SEA,143,601,524,113,63,20,1,29,71,80,65,1,182,7,5,0,11,1,0,0.21581,0.107361,0.303053,0.354266,0.307833,0.42475,0.320317,0.732584,0.208941,2.29396,0.264302,-1.86228,-0.449891,73.7726,5.04557,113.878,-2.31217,-1.3643,7.074445962905884,0.252886414527893,2.77557,152.4499969482422,3.14773,0.249728,1.58807,12552
72,Nathaniel Lowe,TEX,146,612,545,148,98,26,2,23,75,76,60,2,144,4,3,0,12,4,1,0.272261,0.0973117,0.234706,0.414611,0.346714,0.453108,0.348047,0.799822,0.180847,3.50087,0.329428,-1.12693,-0.518425,88.6466,18.6251,128.598,-1.64535,-0.0522412,18.06125748157501,-11.326549354940653,2.75113,108.9499969482422,2.96946,-0.474015,0.656176,19566
73,Christian Yelich,MIL,143,615,525,131,86,25,3,17,86,60,81,4,151,5,3,2,11,15,4,0.248873,0.132028,0.244628,0.539709,0.353084,0.404727,0.33454,0.757811,0.155855,5.50194,0.315277,0.679464,0.700015,82.5295,12.1233,115.58,1.37948,0.651272,12.525296926498411,-7.120051980018616,2.73877,128.0,1.41944,0.431086,0.840542,11477
74,Nico Hoerner,CHC,132,537,490,136,100,25,4,8,65,52,34,3,68,7,4,2,11,18,5,0.277533,0.0634203,0.12706,0.499137,0.330842,0.392647,0.316463,0.723489,0.115114,5.83585,0.306273,-0.495076,1.07091,64.2423,2.86338,104.915,0.575832,2.75033,3.592683434486389,4.924931764602661,2.73661,137.9499969482422,5.16276,-1.06576,1.30587,21479
75,JosÃ© Abreu,HOU,149,636,565,155,101,31,1,22,79,84,53,2,123,12,5,0,18,0,0,0.274134,0.0828763,0.193844,0.427541,0.346175,0.449322,0.346425,0.795498,0.175188,2.31504,0.31285,-0.964587,-0.622969,91.2269,18.5203,128.084,-1.58756,-0.990423,18.50708651542664,-12.902452766895294,2.71086,91.0,3.69611,0.276442,0.994767,15676
76,Ketel Marte,ARI,137,576,516,138,85,34,3,16,72,65,49,2,97,6,4,1,12,5,1,0.266785,0.0853012,0.168931,0.504946,0.334947,0.435907,0.334938,0.770854,0.169122,4.16782,0.29894,-0.189494,-0.163969,77.4531,11.5329,114.539,-0.353463,-3.05268,9.384833425283432,-2.9286823496222496,2.71077,216.63999938964844,2.94995,-1.07352,0.477489,13613
77,Vaughn Grissom,ATL,122,484,438,121,84,21,2,14,58,51,33,1,89,8,3,2,7,16,4,0.276768,0.068376,0.184301,0.371002,0.336789,0.430595,0.335037,0.767384,0.153827,5.17892,0.316682,-0.677551,1.21861,65.1506,9.73365,113.953,0.541054,-4.46832,8.397695183753967,1.076319694519043,2.70373,999.0,5.19794,0.327006,1.02807,26031
78,Jean Segura,MIA,124,522,475,130,96,21,2,11,60,50,35,1,80,7,3,2,16,12,4,0.272823,0.0663994,0.152974,0.434057,0.330031,0.393722,0.318266,0.723752,0.120899,4.67001,0.306601,0.652117,0.190274,63.2028,3.531,107.251,0.842391,1.03301,5.238597214221954,2.896115779876709,2.69432,234.0,3.44499,-1.85153,0.925081,5933
79,Ke'Bryan Hayes,PIT,137,582,524,135,92,29,3,11,67,57,49,0,123,5,3,1,13,17,5,0.25651,0.0835683,0.211312,0.395474,0.323318,0.38535,0.312724,0.708667,0.12884,5.54247,0.314014,-0.488441,0.950703,67.922,1.37652,100.634,0.462261,3.69951,0.890763133764267,5.210396766662598,2.69278,180.91000366210935,3.16874,-0.753537,0.921254,18577
80,Masataka Yoshida,BOS,121,517,450,128,84,27,1,15,68,61,54,6,63,6,4,4,11,3,1,0.284924,0.103963,0.121384,0.856486,0.366577,0.451372,0.354254,0.817949,0.166448,3.26454,0.30146,-0.238376,-0.389724,77.4342,18.2836,127.385,-0.6281,-0.279154,15.313165664672852,-6.196395188570023,2.6839,999.0,4.21399,-0.0565798,0.897771,31837
81,Ian Happ,CHC,146,606,535,133,81,28,2,21,73,72,61,2,153,5,4,1,11,9,3,0.248365,0.100383,0.252678,0.397276,0.329123,0.426473,0.329803,0.755596,0.178108,4.08603,0.307186,0.29457,-0.19483,78.9478,9.65244,114.178,0.09974,2.22184,9.925437912344933,-4.4192845821380615,2.65803,155.36000061035156,1.77958,-1.38699,0.363165,17919
82,Ty France,SEA,144,618,552,149,100,29,1,19,74,73,41,2,102,19,4,1,16,0,0,0.269627,0.0659893,0.16483,0.400349,0.338618,0.428146,0.335677,0.766765,0.15852,2.31252,0.298235,-0.829417,-0.606931,83.3757,12.7236,124.718,-1.43635,1.10655,15.74993360042572,-10.108512878417969,2.65475,170.27000427246094,3.49329,-0.108996,0.81046,17982
83,Seiya Suzuki,CHC,137,571,501,131,81,27,2,20,72,71,59,3,128,6,4,1,10,11,4,0.261094,0.103733,0.225007,0.46102,0.343808,0.44539,0.3429,0.789198,0.184297,4.60114,0.309923,-0.635518,-0.18135,80.2918,15.027,123.273,-0.816869,-1.06537,14.373322546482086,-7.897257447242737,2.63889,999.0,2.38607,-0.0846621,0.102604,30116
84,Danny Jansen,TOR,112,425,373,89,49,18,1,20,52,57,40,1,84,6,4,3,5,1,1,0.237812,0.0934032,0.196498,0.475339,0.318044,0.455138,0.33469,0.773182,0.217326,2.791,0.250271,-0.230637,-0.366052,57.0324,8.42114,119.869,-0.596689,0.0465238,8.908545732498169,2.549457088112831,2.62207,182.5,2.44706,-0.361292,0.513144,16535
85,Jake Cronenworth,SDP,146,616,542,136,86,29,4,17,78,72,58,2,108,10,5,1,8,4,1,0.250183,0.0934555,0.174845,0.534506,0.331096,0.410041,0.324762,0.741137,0.159858,4.30427,0.281765,0.559055,-0.331172,77.8509,7.35202,110.678,0.227884,4.76997,7.7561711966991425,-3.207574844360352,2.59361,196.63999938964844,1.97252,-0.123073,0.569031,18036
86,Harrison Bader,NYY,127,503,456,112,73,21,3,15,59,53,35,1,111,8,3,1,7,20,5,0.24552,0.0688615,0.221145,0.311387,0.307458,0.403994,0.310589,0.711452,0.158474,6.07083,0.290582,-0.326997,1.52622,57.8906,0.33712,100.836,1.19922,4.31253,1.6802433729171753,6.274953246116638,2.56274,168.27000427246094,3.52794,-0.374395,1.14491,18030
87,Eloy JimÃ©nez,CHW,135,560,509,140,86,25,1,28,69,84,43,1,129,4,4,0,13,0,0,0.274276,0.0761233,0.230895,0.329688,0.333051,0.492609,0.355463,0.825661,0.218334,2.03078,0.313463,0.0373257,-0.482073,84.465,20.3547,131.997,-0.444747,-0.85743,20.07024255394936,-14.1223384141922,2.54878,77.7300033569336,4.05156,-0.276946,1.06115,17484
88,William Contreras,MIL,118,469,419,105,65,18,1,21,56,60,43,1,125,4,3,0,7,2,1,0.250103,0.0910426,0.26688,0.341137,0.323078,0.445641,0.334198,0.768719,0.195537,3.01692,0.305231,-0.957014,-0.348427,62.7092,9.10312,115.347,-1.30544,-2.85492,7.053406834602356,1.472862958908081,2.54837,121.4499969482422,2.71084,-1.73343,0.470399,20503
89,Alec Bohm,PHI,147,607,559,155,110,27,2,16,69,69,37,1,119,5,6,1,15,5,2,0.276829,0.0603502,0.196527,0.307083,0.323291,0.418505,0.322957,0.741797,0.141676,3.57689,0.323117,-0.0422606,-0.407963,75.8479,6.37413,106.693,-0.450223,-2.43276,4.274077594280243,-0.4610688686370849,2.54284,187.67999267578125,2.34024,-1.21563,0.746623,21618
90,Gavin Lux,LAD,123,493,440,114,78,21,4,11,61,51,47,1,102,2,3,1,6,7,2,0.259475,0.0960378,0.207064,0.463807,0.332468,0.401824,0.322532,0.734292,0.142349,5.26173,0.313223,0.589603,-0.109093,61.4585,5.01214,109.129,0.48051,-1.34441,5.633789509534836,2.417810797691345,2.53963,227.2700042724609,3.78151,-0.622943,0.507606,19955
91,J.P. Crawford,SEA,146,599,526,131,96,26,2,7,60,48,59,0,90,7,4,2,12,4,2,0.249529,0.0986352,0.150935,0.653496,0.330773,0.347483,0.304026,0.678256,0.0979539,3.41624,0.28708,0.228031,-0.613959,65.749,-2.71972,102.382,-0.385927,-2.84367,1.219085156917572,3.9094488620758057,2.53716,431.1799926757813,2.31043,-0.727038,0.504277,15491
92,Lars Nootbaar,STL,131,499,430,105,64,19,2,20,66,58,60,2,107,4,4,2,6,6,2,0.244237,0.119885,0.214434,0.559075,0.338419,0.436325,0.337791,0.774743,0.192088,4.581,0.277603,0.101608,-0.217393,68.2632,11.1281,119.725,-0.115785,0.873883,11.155209250748158,-3.3586514592170715,2.53352,191.32000732421875,4.919,1.12674,0.276827,21454
93,Anthony Rendon,LAA,105,445,385,98,60,23,1,14,52,55,52,1,74,5,3,0,12,2,1,0.255194,0.11587,0.166994,0.693857,0.347727,0.430515,0.340915,0.778243,0.175321,3.0243,0.279986,0.18108,-0.206405,61.9495,11.0235,121.78,-0.0253251,-1.74379,10.890407290309668,-0.9241734147071838,2.53301,242.4499969482422,6.13875,-1.10576,0.38406,12861
94,Tyler O'Neill,STL,132,537,479,119,71,21,2,26,75,74,45,0,153,8,5,1,9,16,4,0.248542,0.0835352,0.284438,0.293685,0.319751,0.460763,0.337733,0.780514,0.212221,5.62135,0.305557,0.12407,0.961131,73.4208,11.9481,119.685,1.0852,-1.30318,13.186976552009584,-6.694761872291565,2.52676,108.86000061035156,2.8275,0.300315,0.632557,15711
95,Jeremy PeÃ±a,HOU,140,585,544,135,89,23,3,21,71,68,27,0,143,7,4,2,8,12,3,0.248582,0.046853,0.244674,0.191492,0.2916,0.415246,0.306986,0.706846,0.166664,5.17658,0.297809,-0.291561,0.440813,65.6662,-1.28315,100.253,0.149253,-1.3819,0.3157409578561783,5.114851474761963,2.52453,999.0,3.7116,-1.97454,0.385065,21636
96,Rhys Hoskins,PHI,146,627,544,129,69,29,2,29,84,84,71,0,153,7,4,1,10,3,1,0.237437,0.113237,0.244168,0.463767,0.331395,0.459846,0.344157,0.791241,0.222409,3.27702,0.272994,-1.10337,-0.559125,88.8105,17.13,121.183,-1.6625,0.460026,13.765316367149351,-10.93072685599327,2.50816,128.08999633789062,2.36589,-0.321934,1.25439,16472
97,Cal Raleigh,SEA,120,455,411,90,44,21,1,24,51,62,35,1,129,4,4,1,6,2,1,0.218102,0.0779877,0.283817,0.274781,0.28395,0.451635,0.316679,0.735585,0.233534,3.01774,0.249662,-0.343075,-0.266302,54.537,2.50538,111.311,-0.609377,0.68553,5.182512998580933,4.152517199516296,2.49901,164.27000427246094,2.26572,-0.477206,0.977481,21534
98,Brendan Rodgers,COL,130,542,496,137,90,30,3,15,65,64,36,0,100,6,4,1,15,1,0,0.27623,0.0671647,0.183866,0.365292,0.330699,0.437,0.334067,0.767698,0.16077,2.98548,0.317185,0.366811,-0.452044,72.4987,10.4759,100.816,-0.0852332,2.87855,0.4292875155806541,4.878913402557373,2.47005,270.32000732421875,4.62186,-0.941545,0.854175,17907
99,MJ Melendez,KCR,130,546,474,109,61,24,3,21,64,64,62,1,133,3,5,2,5,4,2,0.231005,0.113737,0.243358,0.467364,0.320599,0.429736,0.327145,0.750335,0.198731,3.85662,0.27169,0.0473734,-0.573681,69.9607,7.54217,112.332,-0.526307,-0.153313,7.171933114528656,-1.711817353963852,2.44678,999.0,4.58948,-0.552652,0.656446,22197
100,Christian Walker,ARI,146,613,544,136,81,27,2,26,76,85,57,2,130,7,5,0,12,2,1,0.249879,0.0929172,0.211736,0.438836,0.325972,0.450114,0.336645,0.776086,0.200235,2.99895,0.279811,0.492672,-0.538616,83.2143,13.0982,115.706,-0.0459439,2.69619,11.14338332042098,-8.690013885498047,2.41989,140.5,2.86418,-0.30536,0.941783,13419
101,Starling Marte,NYM,131,564,514,140,98,25,4,14,77,61,34,1,108,12,3,2,14,26,7,0.273217,0.0601474,0.191148,0.314663,0.331331,0.41939,0.328832,0.750721,0.146173,6.46452,0.319675,0.312312,1.66417,73.0926,8.55443,113.504,1.97648,-0.684043,10.692280650138857,-6.141857743263245,2.41489,82.05000305175781,4.53313,0.512477,1.34,9241
102,YoÃ¡n Moncada,CHW,131,553,490,118,75,25,2,16,63,62,54,2,145,5,3,1,7,3,1,0.241528,0.0975894,0.262343,0.371992,0.321511,0.399852,0.316852,0.721364,0.158324,3.50707,0.307784,0.310774,-0.432065,66.4102,3.12338,105.185,-0.121291,0.589208,3.1603239327669144,1.6632255911827087,2.40601,291.17999267578125,2.72743,-0.447567,0.310406,17232
103,Javier BÃ¡ez,DET,143,596,555,135,85,27,3,20,72,70,28,1,163,8,4,1,12,11,4,0.243044,0.0475799,0.273092,0.174227,0.287611,0.410667,0.302784,0.698278,0.167623,5.43277,0.305295,0.6405,0.304149,64.8773,-3.29593,97.9515,0.944649,-2.6503,-0.4296793937683105,3.974282741546631,2.36223,168.13999938964844,2.28275,0.453516,0.540807,12979
104,DJ LeMahieu,NYY,110,477,420,114,86,19,1,9,59,44,49,0,65,3,3,2,12,4,1,0.272645,0.102888,0.136793,0.752143,0.35129,0.386291,0.327981,0.737581,0.113647,3.43617,0.30268,-0.324142,-0.40372,61.4457,6.90671,112.913,-0.727862,3.03514,6.315217554569244,0.5772750377655029,2.36067,257.6400146484375,4.36376,0.968623,0.876033,9874
105,Ha-Seong Kim,SDP,130,518,461,111,74,23,2,12,62,53,43,1,95,6,4,3,8,11,2,0.241328,0.0837778,0.182683,0.458596,0.311851,0.379752,0.304929,0.691602,0.138423,5.165,0.276233,-0.355044,0.61522,57.2205,-1.98059,96.9048,0.260176,4.78986,-1.572386473417282,7.056422710418701,2.35272,264.32000732421875,3.061,-0.128362,0.529934,27506
106,Dylan Carlson,STL,129,530,468,116,72,28,3,13,61,55,48,1,112,7,5,2,8,5,2,0.24789,0.0904086,0.210532,0.429428,0.324203,0.404544,0.319375,0.728747,0.156654,4.43391,0.295782,0.536951,-0.233793,64.6585,4.05305,106.937,0.303158,-1.15195,4.5077468156814575,0.4305750131607055,2.33758,313.67999267578125,1.69555,0.901657,0.157121,20126
107,Jonathan India,CIN,129,549,481,122,79,25,2,16,72,58,49,1,121,14,3,2,10,8,3,0.254413,0.0899412,0.219726,0.409334,0.339568,0.413546,0.332048,0.753114,0.159133,4.69741,0.307155,-0.150084,-0.294642,72.5523,9.73031,107.32,-0.444726,-2.53044,4.2276909947395325,-0.5436109304428101,2.32417,186.63999938964844,3.89049,-1.21772,0.317842,21523
108,Trent Grisham,SDP,136,539,467,102,61,21,3,18,64,58,58,1,141,6,3,4,6,11,3,0.219245,0.107263,0.262153,0.409161,0.311351,0.389024,0.309049,0.700375,0.169779,5.22167,0.271515,0.481031,0.412687,61.3404,-0.2985,99.7658,0.893718,1.32293,0.7493365257978439,3.4213513135910034,2.288,315.17999267578125,1.99216,0.318879,0.916281,18564
109,Kolten Wong,SEA,126,508,452,112,75,23,2,11,59,48,39,2,89,11,4,2,7,15,5,0.247217,0.077124,0.176166,0.437791,0.319733,0.383423,0.309829,0.703155,0.136206,5.37271,0.282493,0.227082,0.506216,58.1399,0.0336824,106.477,0.733298,-0.758582,4.437183201313019,1.184079885482788,2.2864,243.41000366210935,2.70446,0.836326,0.873807,12532
110,Mike Yastrzemski,SFG,130,535,470,107,59,26,3,19,69,61,54,1,134,6,4,1,5,5,1,0.227324,0.100188,0.250183,0.400457,0.312389,0.415052,0.31808,0.727441,0.187728,4.64139,0.273992,0.0814051,-0.133744,64.7266,3.54121,106.037,-0.052339,-1.26372,3.641851291060448,0.2425576448440551,2.24433,359.8599853515625,2.34387,0.450785,0.675211,14854
111,Bryce Harper,PHI,79,344,291,81,45,18,1,16,50,50,47,5,73,3,3,1,7,8,3,0.277551,0.135164,0.211726,0.63839,0.378923,0.514826,0.381283,0.893749,0.237274,4.53621,0.314651,-0.998132,0.154175,58.9146,19.5545,146.558,-0.843956,-1.2944,17.77586531639099,-8.39835274219513,2.19842,170.27000427246094,4.09831,0.314395,0.751794,11579
112,Anthony Rizzo,NYY,135,573,494,118,70,21,1,26,75,74,57,4,100,17,4,0,13,6,3,0.239169,0.0998615,0.17407,0.573687,0.336335,0.445861,0.340488,0.782196,0.206692,3.74242,0.247239,-1.85127,-0.52629,79.5057,13.9881,121.598,-2.37756,0.799328,11.774328708648682,-9.741194009780884,2.17998,159.9499969482422,2.17228,0.522745,0.784413,3473
113,Jose Miranda,MIN,138,568,521,137,89,30,1,18,64,70,34,1,98,9,3,1,16,2,1,0.263086,0.0600549,0.171644,0.349881,0.317434,0.426862,0.323958,0.744296,0.163776,2.50887,0.291131,-0.195477,-0.50721,71.425,6.41618,113.051,-0.702687,-2.0286,7.646677494049072,-4.982892990112305,2.17737,999.0,2.63487,-0.678804,0.561846,20538
114,Ezequiel Tovar,COL,119,476,440,120,80,24,3,14,55,53,26,1,91,4,3,3,5,10,3,0.273221,0.0540731,0.191803,0.28192,0.317897,0.432308,0.325574,0.750205,0.159087,4.97275,0.315368,-0.120136,0.444055,60.4813,5.98996,95.0118,0.323919,1.45356,-2.437860131263733,6.985234022140503,2.1579,999.0,6.69544,-0.416291,0.78136,24064
115,Keibert Ruiz,WSN,113,443,405,104,70,22,1,12,44,50,30,1,52,5,2,1,9,4,1,0.25817,0.068222,0.118473,0.575845,0.316296,0.406229,0.316418,0.722525,0.148059,3.10696,0.269419,-0.61613,-0.0866935,53.0213,2.34789,102.176,-0.702824,-0.876664,0.4177228212356567,5.17923903465271,2.15037,188.7700042724609,3.79894,-0.657575,0.603802,19610
116,Thairo Estrada,SFG,135,538,491,127,88,22,2,14,67,56,33,0,94,10,3,2,10,17,5,0.258552,0.0607518,0.175664,0.345841,0.315713,0.400723,0.314483,0.716436,0.142171,5.65581,0.292383,-0.0495404,0.838344,63.5518,2.02402,103.539,0.788803,-3.24256,2.966663122177124,-0.1141328811645507,2.14626,174.08999633789062,2.09036,-0.176258,0.819648,16426
117,Riley Greene,DET,117,504,451,114,78,21,4,11,58,51,44,1,136,4,4,1,10,5,2,0.252294,0.0881246,0.269272,0.32727,0.323069,0.390478,0.313947,0.713546,0.138183,4.72484,0.334165,0.65604,-0.551892,59.3092,1.68138,105.829,0.104148,-0.802144,3.409885473549366,1.005792498588562,2.14586,999.0,6.56296,-1.38497,0.340058,25976
118,Rowdy Tellez,MIL,136,555,492,120,65,24,1,30,68,81,52,5,112,6,4,0,12,2,1,0.243361,0.0939354,0.202603,0.463642,0.321413,0.477229,0.342179,0.798642,0.233868,2.33524,0.253922,-1.29746,-0.433394,77.7384,14.291,120.802,-1.73086,0.437307,11.679228067398071,-10.275506168603895,2.10403,179.22999572753906,3.14358,-1.29581,1.08434,15679
119,Isaac Paredes,TBR,112,446,388,92,56,19,1,17,53,54,49,0,76,5,4,1,11,1,1,0.237807,0.109418,0.171048,0.639694,0.327304,0.419532,0.327618,0.746836,0.181725,2.60651,0.252888,-0.230672,-0.457412,57.3953,6.33724,112.661,-0.688083,1.27633,5.776823818683624,-0.5073800086975098,2.08578,343.7699890136719,2.75423,-0.581869,0.300567,20036
120,Tyler Stephenson,CIN,121,471,420,112,76,22,1,13,55,58,39,1,107,7,4,0,10,2,0,0.266447,0.0835854,0.226346,0.369281,0.335879,0.417543,0.330244,0.753423,0.151096,2.88782,0.324318,-0.228279,-0.342939,61.515,7.66565,106.086,-0.571217,0.603024,2.7589406967163086,1.2573243975639343,2.08234,141.58999633789062,2.32657,-0.0517546,0.601635,17988
121,Mitch Haniger,SFG,126,549,489,123,74,22,2,24,73,73,48,2,132,7,4,1,12,1,1,0.251438,0.0871746,0.240465,0.362526,0.324612,0.453917,0.337202,0.778529,0.202479,2.93216,0.292609,-0.550464,-0.555661,74.7889,11.977,119.316,-1.10612,-1.87455,11.027888536453249,-9.434193015098572,2.05263,176.67999267578125,4.41185,1.00239,0.749683,14274
122,Brandon Crawford,SFG,118,474,423,104,69,21,2,13,53,55,41,2,100,6,4,1,10,4,2,0.246147,0.0856702,0.211973,0.404156,0.31851,0.39475,0.312151,0.71326,0.148602,3.88438,0.29098,-0.391053,-0.393381,55.1397,0.905877,101.92,-0.784434,-1.83502,0.2570466995239258,3.63471519947052,2.03645,430.7699890136719,3.44379,0.771898,0.175909,5343
123,Gabriel Moreno,ARI,88,319,292,80,58,15,1,6,36,37,20,0,52,4,2,1,8,2,1,0.275097,0.0632077,0.162225,0.389629,0.328348,0.395307,0.318018,0.723655,0.12021,3.5488,0.315187,0.10402,-0.308998,38.5845,2.09609,102.974,-0.204977,3.52643,0.8977373838424683,7.58643913269043,2.01606,999.0,2.95096,0.801491,1.11729,22664
124,RamÃ³n Laureano,OAK,130,546,486,112,67,25,1,18,64,59,42,0,143,13,3,1,9,14,5,0.230021,0.0767418,0.262951,0.291848,0.306286,0.400635,0.31117,0.706921,0.170614,5.01332,0.285377,0.840082,0.316807,63.0217,0.617414,107.84,1.15689,0.938295,5.971569657325745,-4.164897501468658,2.01135,222.17999267578125,4.11048,-0.901917,0.875982,17128
125,Andrew Benintendi,CHW,125,527,468,125,88,23,2,12,64,56,48,1,88,3,4,3,8,9,4,0.267918,0.0912929,0.167742,0.544248,0.337746,0.404876,0.326522,0.742622,0.136958,4.2559,0.304177,0.0355823,-0.261176,67.3423,7.02732,111.9,-0.225594,0.607208,6.952537357807159,-5.198860287666321,1.99448,220.17999267578125,2.43537,0.33032,0.58431,17901
126,Jake McCarthy,ARI,140,561,505,133,90,26,6,11,69,59,43,0,129,7,3,3,7,30,7,0.262518,0.0760807,0.229115,0.332063,0.327112,0.402164,0.320295,0.729276,0.139646,7.00534,0.32968,-0.64958,2.83625,68.8883,4.70233,104.531,2.18667,0.327869,5.141578197479248,-5.032924085855484,1.99083,120.41000366210938,1.66281,-0.754006,1.78282,21622
127,Randy Arozarena,TBR,144,615,550,142,88,31,3,20,78,75,48,2,153,12,4,1,13,27,9,0.257829,0.0780015,0.248984,0.313279,0.328585,0.434695,0.332318,0.76328,0.176866,5.77039,0.318899,-1.47117,1.02884,81.4257,11.0346,115.925,-0.442325,-4.36803,10.76827359199524,-12.007846355438232,1.98264,36.81999969482422,1.85158,-1.14792,1.1779,19290
128,Bryson Stott,PHI,127,503,454,112,74,23,2,13,58,51,41,1,105,2,3,2,6,11,3,0.246863,0.0820486,0.208758,0.393032,0.311083,0.39202,0.30852,0.703103,0.145157,5.03107,0.292547,-0.10039,0.48626,57.0312,-0.489893,96.8246,0.38587,0.849019,-1.47000253200531,2.91835755109787,1.92595,999.0,2.2455,0.534415,0.585284,26294
129,Ryan McMahon,COL,142,590,524,129,80,26,2,21,74,74,57,1,154,5,4,1,10,7,3,0.246818,0.0971707,0.261255,0.371938,0.324528,0.426579,0.32813,0.751108,0.179761,4.28811,0.306586,0.240369,-0.255427,76.1354,8.61991,96.7586,-0.0150583,-1.4957,-2.238666349090636,0.7020454406738281,1.92076,222.22999572753903,2.80097,0.264726,0.481436,15112
130,Brendan Donovan,STL,119,484,419,111,80,22,1,6,58,47,51,1,80,10,3,1,11,4,2,0.264138,0.104974,0.165123,0.635733,0.354443,0.370908,0.324395,0.725351,0.106769,3.82194,0.31025,-0.149038,-0.475664,61.0286,5.63554,110.423,-0.624703,-1.23199,5.149338781833649,-2.7390425205230717,1.9157,999.0,3.41972,-0.978802,0.767677,24679
131,RamÃ³n UrÃ­as,BAL,111,439,396,98,64,19,1,13,48,49,33,1,102,6,2,1,8,2,1,0.247828,0.0746625,0.232221,0.321514,0.313616,0.402439,0.314138,0.716056,0.154612,3.10511,0.299849,-0.152755,-0.399875,51.7989,1.53324,104.963,-0.55263,1.2052,1.902426540851593,2.3472180366516118,1.91351,385.0899963378906,2.76406,-1.14294,0.347602,18795
132,Josh Bell,CLE,142,595,518,137,90,25,2,20,75,77,68,3,103,5,5,0,17,0,0,0.265066,0.113733,0.173857,0.654177,0.352163,0.438956,0.345005,0.79112,0.17389,2.38343,0.293501,-1.52673,-0.678936,84.7597,16.6724,126.342,-2.20567,-3.11766,15.445160627365112,-16.1984121799469,1.90846,182.4499969482422,1.29919,-0.0382218,0.796041,13145
133,Chris Taylor,LAD,130,525,463,108,65,24,3,15,63,58,50,1,163,6,3,2,6,10,2,0.233486,0.0959721,0.310583,0.309006,0.315296,0.397839,0.313354,0.713135,0.164353,5.54275,0.322577,-0.0292997,0.559241,61.5673,1.50512,102.756,0.529942,-0.691956,2.185239195823669,-1.2638837099075315,1.8995,316.8599853515625,3.6454,0.816269,0.563344,13757
134,Shea Langeliers,OAK,125,490,446,100,60,22,2,17,47,56,35,1,143,4,4,1,9,2,1,0.224787,0.0711406,0.291631,0.24394,0.284089,0.393006,0.295074,0.677096,0.16822,3.02162,0.287908,-0.0452653,-0.389428,50.3102,-5.70767,96.481,-0.434694,0.909083,-2.3746452033519745,4.8500500321388245,1.89514,999.0,2.83862,-0.937467,0.540564,25816
135,Yasmani Grandal,CHW,96,374,312,69,45,11,0,13,39,40,56,0,83,3,3,1,9,1,0,0.221725,0.148504,0.222276,0.668108,0.341397,0.38118,0.323225,0.722577,0.159455,2.02634,0.258131,-2.24576,-0.282152,46.7938,4.00536,109.61,-2.52791,-2.52981,1.584437370300293,4.043170690536499,1.87517,293.82000732421875,3.45081,0.479256,0.404282,11368
136,Jesse Winker,MIL,120,508,430,108,66,22,1,19,63,59,68,1,94,6,3,1,10,1,0,0.25062,0.134094,0.184049,0.728578,0.359191,0.436802,0.350066,0.795993,0.186182,2.44056,0.277342,-2.07556,-0.405846,74.4455,16.2855,126.192,-2.4814,-3.41639,12.996626615524292,-12.58939790725708,1.83634,273.3599853515625,2.35641,0.146177,0.420165,13590
137,Logan O'Hoppe,LAA,76,285,252,61,38,11,1,10,32,33,27,1,56,4,2,1,3,2,1,0.241088,0.0943697,0.195942,0.481621,0.321051,0.414182,0.321767,0.735233,0.173093,3.33439,0.269385,-0.119889,-0.242956,35.3767,2.72574,108.268,-0.362845,0.133331,2.293797105550766,5.991867959499359,1.82308,999.0,2.72956,-0.774665,0.805481,24729
