,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
103,Anthony Rizzo,NYY,131,563,482,113,68,20,1,25,71,70,59,4,99,19,4,0,11,7,3,0.235531,0.103955,0.176455,0.589132,0.339815,0.435292,0.338704,0.775107,0.199762,3.79183,0.245721,,-0.312198,77.4211,12.9631,122.839,-0.312198,0.19,14.17547881603241,-10.017857134342194,2.31814,159.9499969482422,,,,3473
104,Enrique HernÃ¡ndez,BOS,125,536,479,114,69,27,2,17,62,62,46,0,103,6,4,1,9,2,1,0.238451,0.0864332,0.191948,0.450295,0.310869,0.409507,0.315522,0.720376,0.171056,3.10231,0.266831,,-0.414039,63.751,2.45861,100.052,-0.414039,-0.18,-0.3826181627810001,5.371791660785675,2.31304,380.5,,,,10472
105,Christian Walker,ARI,154,654,579,144,86,30,2,26,78,88,61,2,138,7,5,1,11,2,1,0.249002,0.0937047,0.211163,0.443754,0.325716,0.442965,0.333577,0.768681,0.193963,2.85004,0.280624,,-0.551225,87.1813,12.3799,113.609,-0.551225,2.05,9.792259395122528,-9.932780504226685,2.29203,140.5,,,,13419
106,JosÃ© Abreu,HOU,152,663,592,157,101,32,1,22,82,82,53,2,133,12,5,1,16,1,0,0.264824,0.0792705,0.199978,0.396396,0.334723,0.436173,0.335845,0.770896,0.171349,2.38717,0.303802,,-0.664925,89.5773,13.7451,120.618,-0.664925,-1.86,14.722115874290466,-14.037567496299744,2.28551,91.0,,,,15676
107,Mike Yastrzemski,SFG,130,553,484,108,60,26,3,19,64,62,59,2,139,6,4,1,7,4,1,0.222186,0.105829,0.251547,0.420714,0.311934,0.40256,0.313366,0.714494,0.180373,4.1742,0.269363,,-0.220358,64.8983,1.59145,103.275,-0.220358,-0.25,1.886092647910118,1.2546294927597046,2.28207,359.8599853515625,,,,14854
108,Brendan Donovan,STL,125,535,465,120,88,24,2,6,60,47,55,2,90,10,4,1,13,5,2,0.257898,0.103324,0.168082,0.614721,0.346946,0.356388,0.31503,0.703334,0.09849,4.04109,0.306242,,-0.376161,63.3874,2.24369,106.174,-0.376161,1.57,3.459804594516754,-0.0082827806472778,2.248,999.0,,,,24679
109,Rowdy Tellez,MIL,128,546,483,118,64,24,0,30,67,81,52,5,113,7,4,0,10,1,0,0.243922,0.0950173,0.206695,0.459697,0.32351,0.481217,0.344254,0.804727,0.237294,1.764,0.254512,,-0.468574,77.4773,14.9783,122.22,-0.468574,-0.56,13.641942858695984,-10.63657432794571,2.24295,179.22999572753906,,,,15679
110,Nathaniel Lowe,TEX,146,617,549,144,96,26,2,20,74,71,60,3,143,4,4,0,14,4,1,0.262965,0.0973523,0.231445,0.420629,0.338474,0.428712,0.334887,0.767186,0.165747,3.40488,0.31872,,-0.366719,82.9108,12.3243,119.311,-0.366719,-0.08,13.047816783189774,-11.345432355999948,2.23925,108.9499969482422,,,,19566
111,Miguel Vargas,LAD,107,460,419,115,74,26,2,13,58,56,34,2,82,4,3,1,7,5,2,0.273781,0.0729958,0.178775,0.408312,0.331391,0.438409,0.33384,0.7698,0.164628,4.46177,0.311101,,-0.0208739,61.4467,8.80804,117.254,-0.0208739,-1.6,9.207441471517086,-3.41635799407959,2.23136,999.0,,,,20178
112,J.D. Martinez,LAD,138,593,531,141,86,31,1,24,75,81,51,3,141,4,5,1,10,0,0,0.266102,0.0868548,0.238671,0.36391,0.333376,0.461709,0.3429,0.795084,0.195606,2.06876,0.317445,,-0.576158,83.4014,15.6092,123.447,-0.576158,-0.08,15.574275016784668,-14.251238897442818,2.22954,211.58999633789065,,,,6184
113,Lars Nootbaar,STL,107,458,401,96,61,17,2,16,57,52,52,2,100,3,3,1,9,5,2,0.239717,0.112487,0.217529,0.517111,0.328274,0.412099,0.324107,0.740373,0.172382,4.28835,0.278626,,-0.0608996,57.6358,5.22687,112.379,-0.0608996,2.76,6.530775237828493,-0.6925814151763916,2.22922,191.32000732421875,,,,21454
114,Myles Straw,CLE,123,523,468,122,96,22,3,1,60,39,48,0,85,2,3,2,10,20,5,0.260368,0.0917353,0.162455,0.564681,0.329778,0.328134,0.295669,0.657911,0.067766,5.90087,0.31311,,1.43319,54.0121,-5.85246,91.5263,1.43319,6.2,-3.558998227119446,8.098147869110107,2.22411,401.2699890136719,,,,17620
115,Starling Marte,NYM,138,599,544,146,105,25,3,13,79,59,37,1,115,13,3,1,13,27,8,0.267866,0.0620407,0.192617,0.322094,0.328381,0.394913,0.318536,0.723294,0.127047,6.14294,0.317564,,1.57007,72.699,4.18244,111.031,1.57007,-2.66,9.249480724334717,-8.425582647323608,2.19947,82.05000305175781,,,,9241
116,Mitch Haniger,SFG,133,567,503,127,78,25,2,22,69,72,51,2,132,9,5,1,11,1,0,0.252479,0.089689,0.233513,0.384085,0.329017,0.441773,0.335127,0.77079,0.189294,2.68751,0.29699,,-0.519509,76.3274,11.4379,118.149,-0.519509,-1.78,11.44630205631256,-9.739575624465942,2.18031,176.67999267578125,,,,14274
117,Omar NarvÃ¡ez,NYM,87,349,309,67,50,11,1,6,32,33,33,1,74,4,2,1,6,0,0,0.218083,0.093212,0.212368,0.438917,0.298913,0.312709,0.275158,0.611623,0.0946268,1.89967,0.266669,,-0.357038,30.3601,-9.59828,81.3822,-0.357038,10.84,-7.915909767150879,16.93330478668213,2.17906,425.3200073242188,,,,13338
118,Max Stassi,LAA,78,306,271,57,37,10,0,9,32,31,28,0,91,4,2,1,6,0,0,0.20876,0.0928973,0.296202,0.313628,0.291922,0.349298,0.286386,0.64122,0.140538,1.84804,0.274287,,-0.286418,29.3427,-5.68191,83.3005,-0.286418,11.01,-6.042447000741959,17.028518676757812,2.17591,548.0499877929688,,,,10059
119,Dylan Carlson,STL,125,535,474,117,75,27,3,12,61,56,49,2,112,7,4,1,9,4,1,0.247233,0.09085,0.210335,0.43193,0.323701,0.391096,0.314241,0.714797,0.143864,4.35577,0.298018,,-0.227993,63.0524,1.90863,105.635,-0.227993,-2.05,3.2729138284921646,-0.5218213796615601,2.17445,313.67999267578125,,,,20126
120,Josh Bell,CLE,139,592,514,135,89,25,2,19,72,74,69,3,101,4,5,0,15,0,0,0.263215,0.115943,0.170638,0.679468,0.352043,0.429953,0.341731,0.781997,0.166738,2.27102,0.291636,,-0.652308,82.7888,15.0473,124.032,-0.652308,-0.73,15.368462681770325,-13.500600337982178,2.17358,182.4499969482422,,,,13145
121,Ryan Jeffers,MIN,65,253,228,50,31,10,0,9,27,29,21,0,72,3,1,1,4,0,0,0.221273,0.0822972,0.285553,0.288203,0.293585,0.388855,0.300225,0.68244,0.167581,2.35717,0.279595,,-0.217627,27.0546,-1.91558,96.3028,-0.217627,8.78,-1.271706834435463,13.79543161392212,2.16062,510.3200073242188,,,,24618
122,Riley Greene,DET,141,584,522,127,86,24,4,13,65,55,54,1,157,6,3,0,12,7,2,0.244149,0.0915944,0.269231,0.340208,0.31949,0.381747,0.309379,0.701237,0.137598,4.85475,0.322489,,0.00675838,66.6548,-0.170233,102.605,0.00675838,-2.03,1.7201273934915662,0.145925760269165,2.14663,999.0,,,,25976
123,Trevor Story,BOS,151,647,580,139,80,30,3,26,86,78,54,3,179,7,4,1,7,18,5,0.239703,0.0836661,0.277284,0.301734,0.310323,0.43522,0.322695,0.745543,0.195517,5.57811,0.298775,,1.03654,80.6858,6.65736,105.114,1.03654,-1.68,4.76236617565155,-4.9856990575790405,2.13753,103.13999938964844,,,,12564
124,Brandon Crawford,SFG,123,526,459,110,72,22,1,15,58,59,46,3,114,6,4,0,11,3,2,0.240045,0.0876842,0.217363,0.4034,0.31535,0.390231,0.308787,0.705581,0.150186,3.46533,0.286056,,-0.464525,59.7408,-0.40067,100.145,-0.464525,-2.79,-0.3759448826313019,2.9044442176818848,2.12017,430.7699890136719,,,,5343
125,Jake McCarthy,ARI,138,585,530,136,92,27,6,10,75,53,41,1,133,8,3,2,10,28,5,0.257493,0.0706772,0.227403,0.310801,0.318742,0.39235,0.312113,0.711092,0.134857,7.47163,0.323256,,3.11751,68.0279,1.10032,98.9387,3.11751,3.33,2.395763635635376,-1.9564924240112305,2.11009,120.41000366210938,,,,21622
126,Ezequiel Tovar,COL,122,520,481,128,86,27,3,13,63,55,26,1,95,4,4,5,9,12,2,0.26695,0.0507316,0.182769,0.277572,0.308636,0.414043,0.313491,0.722678,0.147093,5.74357,0.307198,,1.20133,61.0456,1.5473,86.7526,1.20133,3.65,-6.807263374328613,9.298148155212402,2.09639,999.0,,,,24064
127,Michael Conforto,SFG,128,546,468,116,74,25,2,15,65,60,65,3,117,9,4,0,10,2,1,0.248462,0.11833,0.21386,0.553306,0.348598,0.409876,0.333941,0.758475,0.161415,3.21061,0.296805,,-0.438658,73.0199,10.5044,117.338,-0.438658,-0.91,10.574276208877563,-9.13628500699997,2.07889,239.72999572753903,,,,16376
128,Josh Donaldson,NYY,102,438,382,88,53,18,0,17,51,52,48,1,113,5,3,0,8,1,0,0.22902,0.109391,0.257921,0.424127,0.320255,0.409773,0.320755,0.730028,0.180752,2.28037,0.276697,,-0.406844,53.9672,3.83323,110.173,-0.406844,0.88,4.612157255411148,1.0548970699310305,2.05849,411.2300109863281,,,,5038
129,RamÃ³n Laureano,OAK,139,574,511,119,72,25,2,20,67,66,44,0,149,14,4,2,9,14,4,0.233155,0.0765102,0.259047,0.295352,0.308798,0.405855,0.313936,0.714654,0.1727,4.97183,0.286999,,0.539055,67.6008,1.91166,109.792,0.539055,-0.13,6.868915796279907,-5.567481875419617,2.05419,222.17999267578125,,,,17128
130,Trent Grisham,SDP,123,532,462,100,61,20,3,17,66,54,58,2,143,6,3,3,8,12,3,0.217419,0.109261,0.268088,0.407557,0.31106,0.380806,0.305812,0.691866,0.163387,5.59022,0.274181,,0.896444,59.1698,-1.66205,100.176,0.896444,-1.26,1.0050534009933472,0.6381480693817139,2.04851,315.17999267578125,,,,18564
131,J.P. Crawford,SEA,143,603,532,126,95,24,2,5,59,45,58,1,92,7,4,1,13,5,2,0.236935,0.0958245,0.153338,0.624925,0.317401,0.320715,0.287722,0.638116,0.0837804,3.63456,0.27504,,-0.30787,58.3887,-10.543,90.8766,-0.30787,0.06,-6.496927231550217,6.680370386689901,2.03146,431.1799926757813,,,,15491
132,Mitch Garver,TEX,102,416,365,83,47,17,1,18,49,52,43,0,113,5,3,0,6,2,1,0.226524,0.103765,0.271599,0.382053,0.314595,0.422836,0.322915,0.73743,0.196312,2.82571,0.274063,,-0.317101,51.9728,4.35489,110.863,-0.317101,3.4,4.773259490728378,1.2762494087219238,2.0252,405.0499877929688,,,,15161
133,Ryan McMahon,COL,138,589,522,129,80,27,2,20,73,70,59,2,151,5,4,0,10,6,2,0.246263,0.0994338,0.256843,0.387139,0.325508,0.421787,0.326657,0.747295,0.175524,3.91835,0.305595,,-0.274298,75.351,7.9196,95.7521,-0.274298,0.46,-3.184707075357437,2.5896296203136444,2.01702,222.22999572753903,,,,15112
134,Tyler Stephenson,CIN,128,512,457,121,83,24,1,13,57,57,42,1,117,8,4,1,11,0,0,0.264735,0.0829731,0.228408,0.363268,0.334587,0.406694,0.325866,0.741281,0.141959,2.19233,0.326124,,-0.535307,65.1422,6.55868,103.095,-0.535307,0.0,1.306722342967987,0.6913579702377319,2.01644,141.58999633789062,,,,17988
135,Javier BÃ¡ez,DET,141,584,543,135,88,26,3,18,67,64,30,1,152,7,4,1,11,12,4,0.248862,0.0506942,0.260383,0.19469,0.294132,0.407802,0.304626,0.701934,0.15894,5.36471,0.31143,,0.4285,64.4491,-2.37596,99.2513,0.4285,-5.95,-0.0638537406921386,0.5777778625488281,2.00466,168.13999938964844,,,,12979
136,Steven Kwan,CLE,141,599,534,145,110,26,5,4,69,53,53,2,61,5,4,2,12,12,3,0.272252,0.0890408,0.101823,0.874471,0.342037,0.362471,0.312916,0.704507,0.0902189,5.18212,0.298557,,0.432505,70.0381,1.50887,103.698,0.432505,2.63,2.9261545538902283,-2.8973517417907715,2.00347,999.0,,,,24610
137,Isaac Paredes,TBR,112,476,418,98,62,20,1,15,51,55,47,0,84,6,4,1,9,1,0,0.233122,0.0992146,0.175664,0.564798,0.316681,0.3952,0.313953,0.711881,0.162079,2.23573,0.253935,,-0.45675,56.0102,1.59005,109.646,-0.45675,0.99,4.709078311920166,-0.7884936332702637,2.00024,343.7699890136719,,,,20036
138,Kris Bryant,COL,126,541,472,129,79,29,3,18,73,66,54,1,105,11,4,1,9,5,2,0.274224,0.0994738,0.195033,0.510036,0.358839,0.464023,0.357917,0.822862,0.189799,4.42675,0.315636,,-0.316247,82.5791,20.7008,117.118,-0.316247,-1.98,10.44646742939949,-9.608205318450928,1.99626,140.0500030517578,,,,15429
139,Eloy JimÃ©nez,CHW,143,603,546,144,90,27,1,26,74,79,48,1,138,5,4,1,14,0,0,0.263009,0.079267,0.229253,0.345762,0.325922,0.456008,0.338655,0.781929,0.192999,1.58625,0.305329,,-0.587069,82.8534,13.8532,121.453,-0.587069,-0.13,13.980405032634737,-14.17321002483368,1.99395,77.7300033569336,,,,17484
140,Andrew McCutchen,PIT,125,539,471,116,72,25,2,17,67,61,59,0,118,5,4,1,9,8,2,0.246598,0.108834,0.21953,0.495758,0.333951,0.418668,0.330518,0.752619,0.17207,4.57851,0.291138,,0.145464,70.5526,8.89475,114.675,0.145464,-0.2,9.194377526640892,-7.91604919731617,1.98488,422.5,,,,9847
141,Josh Rojas,ARI,120,509,447,113,76,24,3,9,61,47,53,2,104,3,4,2,9,14,4,0.252482,0.104073,0.204892,0.507941,0.332693,0.380324,0.314773,0.713017,0.127842,5.43453,0.308468,,0.521708,60.3008,2.03438,100.757,0.521708,-1.74,0.9698160588741302,0.7625024318695068,1.97875,213.58999633789065,,,,19734
142,Ty France,SEA,149,630,563,146,101,27,1,17,67,69,42,2,104,20,4,1,15,0,0,0.258487,0.0664896,0.164748,0.403583,0.330213,0.399255,0.321646,0.729468,0.140769,1.67444,0.288196,,-0.669404,78.0208,5.95578,114.816,-0.669404,0.39,9.83826220035553,-11.21143090724945,1.95949,170.27000427246094,,,,17982
143,Joey Bart,SFG,100,392,357,78,50,14,1,12,41,41,27,0,133,6,2,1,7,1,0,0.217983,0.0687968,0.338553,0.203208,0.283095,0.365608,0.286606,0.648703,0.147625,3.09515,0.307959,,-0.284402,37.6678,-7.21224,84.9846,-0.284402,4.76,-7.131542205810547,12.476049423217772,1.9452,345.7300109863281,,,,21524
144,Elvis Andrus,,122,525,479,120,84,23,1,11,59,52,31,0,90,4,3,1,11,12,5,0.249972,0.0592561,0.170752,0.347031,0.29987,0.371766,0.295443,0.671635,0.121794,4.59688,0.285409,,-0.00924348,54.0909,-5.96542,90.3179,-0.00924348,1.45,-5.824498640373349,7.098148107528687,1.93632,367.3599853515625,,,,8709
145,Salvador Perez,KCR,141,554,509,128,76,24,0,27,60,84,27,2,132,9,5,1,9,0,0,0.250516,0.0495156,0.239093,0.207098,0.29826,0.459025,0.325304,0.757285,0.208509,1.50047,0.283278,,-0.452988,70.1745,6.8429,109.31,-0.452988,-8.19,5.349638432264328,-4.813562870025635,1.90501,68.41000366210938,,,,7304
146,Nick Castellanos,PHI,141,604,554,149,93,32,2,22,74,79,39,2,134,6,4,1,10,4,1,0.268429,0.0651934,0.221615,0.294175,0.321041,0.452921,0.334126,0.773962,0.184492,3.64763,0.314711,,-0.307797,80.7793,11.6968,114.327,-0.307797,-3.7,9.748441994190216,-12.228629350662231,1.87001,131.27000427246094,,,,11737
147,Jesse Winker,MIL,115,491,418,104,67,20,1,17,60,56,63,2,87,7,3,0,10,0,0,0.250091,0.128828,0.177209,0.72698,0.355637,0.4245,0.343593,0.780137,0.174409,1.90127,0.276153,,-0.560705,69.3736,13.2035,121.768,-0.560705,-1.81,11.862975120544434,-10.582046031951904,1.86671,273.3599853515625,,,,13590
148,Giancarlo Stanton,NYY,125,536,470,111,63,17,0,30,68,78,58,3,157,4,3,0,10,0,0,0.235588,0.107524,0.293242,0.366673,0.32223,0.465472,0.339832,0.787702,0.229884,1.20931,0.280948,,-0.504813,74.0779,12.8031,123.635,-0.504813,-0.02,13.747531235218048,-13.02204467728734,1.86486,153.67999267578125,,,,4949
149,Manny PiÃ±a,OAK,78,297,265,58,38,11,0,9,27,33,23,1,66,4,2,1,5,0,0,0.219595,0.0761792,0.221451,0.344,0.289863,0.36118,0.287722,0.651043,0.141585,1.89774,0.257056,,-0.262222,28.7452,-5.19062,91.2922,-0.262222,7.14,-3.1703451573848724,11.352962970733644,1.84977,725.5,,,,2829
150,CJ Abrams,WSN,130,542,508,126,88,26,4,8,57,46,21,1,104,8,3,2,10,15,4,0.247145,0.0382796,0.191077,0.200337,0.285912,0.35966,0.282777,0.645572,0.112515,5.85438,0.293894,,1.06403,50.4266,-11.6213,79.1828,1.06403,5.38,-12.060098648071287,11.398518562316896,1.84402,999.0,,,,25768
151,Ryan Mountcastle,BAL,141,598,544,140,87,27,2,24,70,78,44,3,150,5,5,1,9,4,1,0.256423,0.073256,0.250661,0.292251,0.314904,0.443128,0.32733,0.758033,0.186705,3.50546,0.30855,,-0.275324,76.8158,8.35992,114.273,-0.275324,0.34,9.339991360902786,-10.889778286218643,1.83559,160.22999572753906,,,,18373
152,Vinnie Pasquantino,KCR,130,542,478,129,82,30,2,16,62,66,53,4,73,5,5,0,11,2,1,0.270475,0.0980063,0.13487,0.726673,0.346984,0.439522,0.341358,0.786506,0.169047,2.83341,0.288413,,-0.46479,75.6151,13.6121,120.639,-0.46479,-0.13,12.12885645031929,-11.96642005443573,1.827,999.0,,,,27676
