,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
468,Owen Miller,MIL,13,55,51,13,9,3,0,1,6,5,3,0,11,1,0,0,1,0,0,0.250376,0.0618711,0.20726,0.298519,0.303422,0.366981,0.295148,0.670403,0.116606,3.96157,0.303887,,-0.0341751,5.6874,-0.641618,88.6561,-0.0341751,-0.21,-0.7636653371155262,0.0708641856908798,0.122438,643.72998046875,,,,24655
469,Eguy Rosario,SDP,13,56,51,12,8,3,0,1,6,5,4,0,13,0,0,0,1,2,0,0.231136,0.06735,0.233473,0.288471,0.288426,0.350528,0.281429,0.638954,0.119392,5.35728,0.288449,,0.139845,5.14411,-1.25924,83.5103,0.139845,-0.01,-0.9330070465803146,0.1906172689050436,0.119523,999.0,,,,19964
470,Matt Mervis,CHC,118,501,457,107,67,24,2,15,51,57,35,2,114,5,3,1,8,1,0,0.235028,0.0690515,0.227372,0.303693,0.294696,0.392808,0.299544,0.687505,0.157781,3.15014,0.279564,,-0.305311,53.2017,-4.05695,92.4848,-0.305311,0.0,-4.67756450176239,-11.00869846343994,0.118787,999.0,,,,sa3015051
471,Luis GonzÃ¡lez,SFG,34,145,130,30,20,6,1,2,16,12,13,0,34,1,1,0,2,3,1,0.23075,0.0867124,0.230667,0.375921,0.301868,0.350409,0.289003,0.652277,0.119659,5.72089,0.289954,,0.189595,14.2241,-2.39397,86.6225,0.189595,-0.61,-2.069186717271805,-1.6843680143356323,0.118371,999.0,,,,20332
472,Miles Mastrobuoni,CHC,10,41,37,9,7,2,0,0,4,3,3,0,8,0,0,0,1,1,0,0.250939,0.079724,0.206238,0.386564,0.311634,0.347458,0.292243,0.659091,0.0965185,4.52056,0.31112,,0.012893,4.13415,-0.572041,87.4951,0.012893,0.15,-0.5850638682022691,0.3043209910392761,0.115656,999.0,,,,20017
473,Cal Stevenson,OAK,13,53,47,11,8,2,0,1,5,4,5,0,12,0,0,1,1,1,0,0.227177,0.0991479,0.223443,0.443727,0.306387,0.322593,0.282708,0.62898,0.0954157,4.99273,0.289105,,0.0731595,4.9632,-1.14742,87.7539,0.0731595,0.46,-0.6632681488990784,0.0587654411792755,0.114906,999.0,,,,22411
474,Addison Barger,TOR,11,49,45,10,6,2,0,1,5,6,3,0,15,1,0,0,1,0,0,0.223461,0.0622679,0.306695,0.203029,0.278665,0.382327,0.287914,0.660992,0.158867,3.71163,0.297288,,-0.00496365,4.71366,-0.842421,86.8593,-0.00496365,0.0,-0.723476008977741,0.2667548358440399,0.114235,999.0,,,,sa3006910
475,Carlos PÃ©rez,CHW,28,107,100,23,16,5,0,2,9,10,5,0,12,1,1,0,2,0,0,0.225603,0.0484355,0.112751,0.429579,0.267478,0.329918,0.26254,0.597397,0.104315,1.93575,0.238088,,-0.0809151,8.20677,-4.00267,67.7394,-0.0809151,-0.52,-3.957197062671185,1.640493869781494,0.113163,999.0,,,,20805
476,Justyn-Henry Malloy,DET,34,141,126,30,20,6,0,3,14,13,13,0,35,1,1,0,2,1,0,0.235885,0.0910787,0.245793,0.37055,0.310617,0.36198,0.29833,0.672597,0.126095,3.19614,0.29985,,-0.0740037,14.8513,-1.27887,94.8078,-0.0740037,0.0,-0.8982103615999222,-2.5534980297088623,0.108443,999.0,,,,sa3017073
477,Freddy Fermin,KCR,13,49,45,10,7,2,0,1,4,5,3,0,10,0,0,0,1,0,0,0.224721,0.0684311,0.202943,0.337194,0.282011,0.340259,0.275233,0.62227,0.115539,2.31097,0.265751,,-0.0358638,4.29326,-1.35344,73.9755,-0.0358638,-0.06,-1.4820538237690926,0.9430864490568638,0.108244,999.0,,,,21840
478,Matt Reynolds,CIN,49,205,184,42,30,9,1,3,20,17,18,0,57,2,1,1,4,2,1,0.228255,0.0876107,0.276234,0.317161,0.300563,0.32795,0.281346,0.628513,0.0996948,3.66365,0.312738,,-0.135158,18.8476,-4.63055,72.6651,-0.135158,-0.01,-6.655965700745583,0.7461727764457464,0.10353,749.1400146484375,,,,13788
479,Ceddanne Rafaela,BOS,19,84,78,19,12,4,1,2,9,8,3,0,19,1,1,0,1,2,0,0.237881,0.0410823,0.22717,0.180844,0.274693,0.376029,0.282912,0.650723,0.138149,6.11698,0.288946,,0.180042,7.77201,-1.78005,77.0401,0.180042,0.0,-1.9782733023166656,0.2932098507881164,0.101911,999.0,,,,sa3005581
480,Bubba Thompson,TEX,81,343,318,72,51,13,3,5,39,24,17,1,101,3,2,3,4,18,3,0.22644,0.0490619,0.295729,0.165901,0.271475,0.335775,0.266783,0.60725,0.109335,7.24686,0.31273,,2.00661,27.5143,-11.7005,71.251,2.00661,1.84,-9.0881929397583,-0.9099999666213988,0.0949519,361.5899963378906,,,,22261
481,Will Benson,CLE,24,103,90,18,11,4,1,3,12,10,11,1,32,1,1,0,1,2,0,0.204507,0.110453,0.308965,0.357495,0.299965,0.353341,0.290026,0.653306,0.148833,5.29039,0.280862,,0.124033,10.1973,-1.61808,87.5445,0.124033,-0.02,-1.324259988963604,-1.081728357821703,0.0922852,999.0,,,,21853
482,Sam Hilliard,ATL,23,98,88,18,11,3,0,3,11,10,9,0,33,1,0,0,1,2,1,0.200969,0.0890409,0.34095,0.261156,0.276459,0.359907,0.2804,0.636366,0.158938,5.13987,0.278502,,0.0882564,8.91019,-2.28072,76.6086,0.0882564,0.87,-2.5715095549821854,0.1601234674453735,0.0919274,724.5499877929688,,,,17954
483,David Hamilton,BOS,19,84,76,17,11,4,1,1,10,6,6,0,20,1,0,0,1,4,0,0.219648,0.07039,0.240343,0.292873,0.278909,0.337287,0.271797,0.616196,0.117639,7.50522,0.280064,,0.530555,7.03466,-2.5174,69.1963,0.530555,0.0,-2.365105509757996,0.5691720843315125,0.0902697,999.0,,,,sa3014434
484,Jose Herrera,ARI,13,50,45,10,7,2,0,1,4,4,4,0,11,0,0,0,1,0,0,0.216471,0.0853844,0.227486,0.375338,0.28729,0.300147,0.263969,0.587437,0.0836769,2.52013,0.276006,,-0.0402611,3.91291,-1.82374,66.0321,-0.0402611,0.18,-2.0201812274754047,1.1830864548683169,0.0890194,999.0,,,,17040
485,Jed Lowrie,,6,28,25,6,4,1,0,1,3,3,3,0,6,0,0,0,0,0,0,0.236788,0.0906298,0.212017,0.427465,0.307272,0.390128,0.305914,0.697399,0.15334,2.4963,0.277161,,-0.0237706,3.11776,-0.0852426,97.5889,-0.0237706,-0.06,-0.1010045930743217,0.0325925908982753,0.0889551,999.0,,,,4418
486,Niko Goodrum,,10,42,37,8,5,2,0,1,5,4,4,0,13,0,0,0,1,1,0,0.218506,0.0889751,0.322422,0.275958,0.292509,0.363797,0.289817,0.656306,0.145291,5.87873,0.307518,,0.0705991,4.11502,-0.661006,81.9127,0.0705991,-0.07,-0.779538556933403,0.2900822982192039,0.088027,999.0,,,,12092
487,Charlie Blackmon,COL,128,548,495,130,88,25,5,12,64,57,40,3,99,8,3,2,11,3,1,0.262338,0.073333,0.18106,0.40502,0.325267,0.403651,0.318245,0.728919,0.141313,4.2403,0.304643,,-0.35464,66.3706,3.69909,90.0022,-0.35464,-0.34,-6.721095412969589,-10.866644710302351,0.086065,288.67999267578125,,,,7859
488,Payton Henry,MIL,6,26,23,5,3,1,0,1,2,2,2,0,8,0,0,0,1,0,0,0.209997,0.0684147,0.323447,0.211517,0.278451,0.320305,0.267514,0.598756,0.110309,2.03889,0.300035,,-0.0230459,2.07664,-0.861831,69.768,-0.0230459,0.41,-0.925674594938755,0.8729629516601562,0.0850844,999.0,,,,22164
489,Jake Alu,WSN,76,319,295,71,48,16,1,6,31,30,19,1,68,3,2,0,6,4,1,0.241856,0.0586547,0.214656,0.273249,0.291121,0.363593,0.286561,0.654714,0.121737,4.34499,0.294425,,0.199506,30.5836,-5.86955,81.7691,0.199506,0.0,-6.552970185875893,-3.344764471054077,0.0849442,999.0,,,,sa3010009
490,Andre Lipcius,DET,8,34,30,7,5,2,0,0,3,3,3,0,6,0,0,0,1,0,0,0.240176,0.0838733,0.187128,0.448214,0.306809,0.350655,0.291065,0.657463,0.110479,3.93607,0.28648,,-0.00376256,3.34226,-0.498256,89.6812,-0.00376256,0.0,-0.3937660285737365,0.1234567835927009,0.0837279,999.0,,,,sa3010401
491,Richie Palacios,CLE,11,48,43,11,7,2,0,1,5,4,4,0,10,0,0,0,1,1,0,0.241477,0.0804344,0.202211,0.397775,0.30813,0.344635,0.289258,0.652765,0.103158,5.25792,0.296935,,0.0449673,4.72931,-0.784537,87.0021,0.0449673,0.33,-0.6603340394794941,-0.082257479429245,0.0829864,999.0,,,,24589
492,Rafael Ortega,,11,49,43,10,6,2,0,1,5,4,5,0,10,0,0,0,1,1,0,0.220329,0.0999493,0.207724,0.481163,0.30122,0.341813,0.286343,0.643033,0.121484,4.95058,0.262993,,0.0554462,4.66509,-0.905351,85.8883,0.0554462,0.44,-0.7181523106992245,-0.0692592859268188,0.0799326,696.0900268554688,,,,10323
493,Matthew Batten,SDP,16,70,64,14,11,2,0,1,7,5,5,0,18,0,0,0,1,2,0,0.220805,0.0742992,0.260794,0.284896,0.282764,0.306715,0.264141,0.58948,0.0859104,5.24086,0.293504,,0.165248,5.46912,-2.53507,71.6937,0.165248,0.29,-2.1368374973535538,0.5369135588407516,0.0788532,999.0,,,,20157
494,Joey Wiemer,MIL,28,118,107,23,15,5,0,3,12,12,9,1,34,1,1,0,2,2,0,0.217389,0.0733432,0.292553,0.250701,0.281149,0.361392,0.281313,0.642541,0.144003,4.74598,0.284898,,0.1676,10.7935,-2.65567,79.1997,0.1676,0.0,-2.674802914261818,-0.5555555820465088,0.07558,999.0,,,,sa3014531
495,Liover Peguero,PIT,11,48,45,10,8,2,0,1,5,4,2,0,11,0,0,0,1,1,0,0.234735,0.0519065,0.238144,0.217963,0.278851,0.336464,0.270332,0.615315,0.101729,5.49644,0.298669,,0.123286,3.99704,-1.50639,71.6588,0.123286,0.18,-1.4615116640925407,0.5437566041946411,0.0733584,999.0,,,,24273
496,David Fletcher,LAA,81,349,326,80,65,14,2,0,34,24,17,0,34,2,2,2,8,5,2,0.246664,0.0497202,0.0978447,0.508154,0.287266,0.298456,0.261334,0.585722,0.051792,4.39458,0.273856,,-0.037077,26.5054,-13.4249,65.6216,-0.037077,0.79,-13.546451594680548,3.1399999260902405,0.0729745,571.9099731445312,,,,17992
497,Jeter Downs,WSN,15,61,55,11,7,3,0,2,6,6,4,0,19,1,0,0,1,2,0,0.199457,0.0731635,0.30657,0.238652,0.267041,0.349362,0.271969,0.616403,0.149905,5.28179,0.261905,,0.162549,5.14907,-1.83132,71.7958,0.162549,0.08,-1.8378375470638275,0.4658024460077286,0.0712079,999.0,,,,22202
498,Chadwick Tromp,ATL,8,32,30,6,4,1,0,1,3,3,2,0,8,0,0,0,1,0,0,0.217764,0.050055,0.250366,0.199928,0.263279,0.347634,0.268383,0.610913,0.12987,1.9619,0.266374,,-0.0248626,2.60448,-1.0497,68.3947,-0.0248626,0.18,-1.1983284913003445,0.797283947467804,0.0705821,999.0,,,,16953
499,Jake Cave,PHI,10,42,38,9,6,2,0,1,5,4,3,0,12,1,0,0,1,0,0,0.229948,0.0739737,0.299274,0.247177,0.296607,0.376714,0.295335,0.673321,0.146765,4.46042,0.310822,,-0.0109371,4.28748,-0.476829,87.8127,-0.0109371,0.13,-0.6009065313264728,-0.127201646566391,0.0704768,746.6400146484375,,,,14477
500,David Bote,CHC,6,27,25,6,4,1,0,1,3,3,2,0,8,0,0,0,1,0,0,0.225821,0.0740996,0.274087,0.270351,0.293992,0.373111,0.294288,0.667102,0.14729,3.47521,0.288562,,-0.0191927,2.80065,-0.336814,88.8925,-0.0191927,0.01,-0.3732835594564676,0.1025925893336534,0.0683339,999.0,,,,14593
501,Ronaldo HernÃ¡ndez,BOS,5,19,18,4,3,1,0,0,2,2,1,0,4,0,0,0,0,0,0,0.235071,0.0410267,0.225276,0.182118,0.272447,0.371641,0.28052,0.644088,0.136571,3.34802,0.281939,,-0.0075632,1.72205,-0.438533,75.3516,-0.0075632,0.23,-0.5316555197350681,0.5769907087087631,0.0678301,999.0,,,,sa881850
502,Jordan Diaz,OAK,31,127,119,30,22,6,0,2,11,13,6,0,21,1,1,0,3,0,0,0.253112,0.0458166,0.164267,0.278915,0.291447,0.358089,0.28494,0.649535,0.104977,2.36832,0.290026,,-0.104168,12.0126,-2.50008,89.3296,-0.104168,0.07,-1.628136195242405,-1.7680441662669182,0.0670574,999.0,,,,22650
503,Leury Garcia,CHW,47,199,184,44,34,7,1,2,20,16,11,0,42,2,1,1,5,2,1,0.241191,0.0530835,0.213402,0.248749,0.287741,0.331155,0.273962,0.618895,0.0899641,4.37063,0.298685,,-0.00440546,17.0878,-5.65088,75.7994,-0.00440546,-0.26,-5.419911342207342,-0.2868632916361093,0.064579,748.3599853515625,,,,5913
504,Spencer Horwitz,TOR,15,62,56,13,9,3,0,1,6,6,6,0,13,1,0,0,1,0,0,0.234957,0.0916636,0.202375,0.45294,0.310007,0.349419,0.293145,0.659427,0.114463,3.15328,0.28463,,-0.0311598,6.31994,-0.823595,90.5508,-0.0311598,0.0,-0.6954436097294092,-0.6944444179534912,0.0625951,999.0,,,,sa1115496
505,Livan Soto,LAA,6,28,25,6,4,1,0,0,3,2,2,0,6,0,0,0,0,0,0,0.232317,0.0714715,0.220056,0.324788,0.290083,0.326988,0.274357,0.61707,0.0946713,4.65522,0.28968,,0.00791175,2.40934,-0.785081,74.8118,0.00791175,0.21,-0.783929337747395,0.4877777546644211,0.0621543,999.0,,,,22471
506,Danny Mendick,NYM,15,63,58,13,9,2,0,1,6,5,4,0,15,1,0,0,1,0,0,0.219084,0.0707373,0.231482,0.305584,0.280994,0.309023,0.264349,0.590017,0.0899396,3.25639,0.276586,,-0.048324,4.96749,-2.2872,73.9945,-0.048324,0.15,-1.9652514643967152,0.4170940220355987,0.0611749,749.1799926757812,,,,18889
507,Jacob Amaya,MIA,5,21,19,4,3,1,0,0,2,2,2,0,5,0,0,0,0,0,0,0.230855,0.0827907,0.22964,0.360524,0.297541,0.349552,0.286955,0.647093,0.118698,3.63308,0.28637,,-0.00780682,2.01395,-0.378714,85.2079,-0.00780682,0.0,-0.3674177364446223,0.2314814776182174,0.0595142,999.0,,,,sa3005081
508,Michael Siani,CIN,34,144,131,29,21,5,1,2,15,12,10,0,31,1,1,1,3,5,1,0.22222,0.0709173,0.212919,0.333071,0.283748,0.327399,0.27183,0.611148,0.10518,5.88086,0.269932,,0.539115,12.1072,-4.32753,66.1608,0.539115,0.96,-5.111592769622803,0.8459366336464882,0.0589474,999.0,,,,22557
509,Alec Burleson,STL,19,83,78,19,14,3,0,2,8,9,5,0,16,0,1,0,2,0,0,0.2455,0.0555531,0.191232,0.2905,0.289933,0.365767,0.287532,0.655701,0.120267,2.76579,0.284925,,-0.0642312,8.0589,-1.47,87.3801,-0.0642312,-0.11,-1.286083847284317,-0.9896296113729476,0.054918,999.0,,,,27615
510,Alejo Lopez,CIN,16,68,63,16,13,3,0,0,7,6,4,0,10,1,0,0,2,1,0,0.260114,0.0632199,0.140597,0.449654,0.314037,0.336903,0.28892,0.65094,0.0767888,3.83905,0.29822,,-0.0375319,6.69416,-1.13189,77.8417,-0.0375319,-0.02,-1.7995040826499462,0.0211522616446018,0.0546251,999.0,,,,21127
511,Willi Castro,,8,35,32,8,5,1,0,1,4,3,2,0,8,1,0,0,1,1,0,0.241941,0.0524888,0.223785,0.23455,0.291774,0.361549,0.286745,0.653323,0.119608,5.74067,0.297861,,0.0520159,3.32809,-0.632674,86.7904,0.0520159,-0.08,-0.4628753140568733,-0.1211522631347179,0.0542987,738.72998046875,,,,17338
512,Wenceel Perez,DET,5,20,18,5,3,1,0,0,2,2,1,0,4,0,0,0,0,0,0,0.244934,0.067741,0.177795,0.381006,0.298797,0.364306,0.290392,0.663103,0.119372,5.71194,0.286098,,0.0401394,1.99459,-0.30972,89.2064,0.0401394,0.0,-0.2046284899115562,0.0771604925394058,0.053882,999.0,,,,sa3003326
513,Eli White,ATL,10,42,38,8,5,2,0,1,5,4,3,0,13,1,0,0,1,1,0,0.21582,0.076775,0.311688,0.24632,0.285212,0.347032,0.280866,0.632244,0.131211,6.22377,0.298635,,0.101042,3.83419,-0.961918,76.9273,0.101042,0.58,-1.0233230665326118,0.1170370280742645,0.0527493,745.8499755859375,,,,19346
514,Travis Swaggerty,PIT,15,62,56,12,9,2,0,1,6,5,5,0,17,0,0,0,1,1,0,0.221494,0.0839501,0.26812,0.313107,0.2913,0.33372,0.27842,0.625021,0.112227,5.43902,0.293887,,0.115915,5.53648,-1.53937,77.1866,0.115915,0.35,-1.5242585465312004,-0.0666666626930236,0.0511692,999.0,,,,24491
515,Rafael Marchan,PHI,5,19,17,4,3,1,0,0,2,2,1,0,3,0,0,0,0,0,0,0.238324,0.0608675,0.145141,0.419367,0.291802,0.336852,0.27815,0.628654,0.0985281,3.29017,0.269219,,-0.0117881,1.68236,-0.472922,76.0673,-0.0117881,0.0,-0.5358923599123955,0.3858024775981903,0.0507074,999.0,,,,21646
516,Edouard Julien,MIN,3,14,12,3,2,1,0,0,2,1,2,0,4,0,0,0,0,0,0,0.229514,0.11604,0.302277,0.383885,0.325145,0.35395,0.303043,0.679095,0.124436,4.9031,0.326395,,0.0162257,1.51055,-0.0737535,98.2913,0.0162257,0.0,-0.0104148052632808,0.0462962947785854,0.0500152,999.0,,,,sa3014445
517,Jared Triolo,PIT,5,21,19,5,3,1,0,0,2,2,2,0,4,0,0,0,0,0,0,0.247372,0.0736133,0.20905,0.352133,0.305884,0.356671,0.291851,0.662555,0.109299,4.84372,0.30475,,0.0250409,2.06549,-0.293124,86.3666,0.0250409,0.0,-0.3016846682876348,0.0771604925394058,0.0491626,999.0,,,,sa3010272
518,David Dahl,SDP,15,63,58,13,9,3,0,1,6,6,4,0,16,0,0,0,1,0,0,0.230489,0.0621776,0.254871,0.243957,0.282416,0.358406,0.281658,0.640822,0.127917,3.89876,0.292726,,-0.0274609,5.79856,-1.40521,83.6665,-0.0274609,0.26,-1.2229898925870657,-0.4341566562652588,0.0481611,999.0,,,,13744
519,Tyler Wade,OAK,10,40,36,8,6,1,0,0,4,2,3,0,10,0,0,1,1,2,0,0.217115,0.0761831,0.241462,0.315507,0.282917,0.300135,0.261174,0.583053,0.0830199,7.14649,0.286223,,0.257796,3.03702,-1.54595,72.5576,0.257796,-0.1,-0.9799061715602876,0.1572016403079033,0.0474013,750.5900268554688,,,,15730
520,Austin Allen,MIA,3,13,12,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0.214299,0.0619701,0.27512,0.225247,0.2709,0.339517,0.269194,0.610417,0.125218,1.74657,0.27807,,-0.0105278,1.04623,-0.410147,73.7101,-0.0105278,0.19,-0.3995582154020667,0.4214814752340317,0.0472147,999.0,,,,18083
521,Roman Quinn,,3,14,12,3,2,0,0,0,2,1,1,0,4,0,0,0,0,1,0,0.212602,0.08491,0.321059,0.264468,0.289267,0.336214,0.279063,0.625482,0.123613,7.2336,0.305288,,0.0656708,1.2397,-0.335688,79.808,0.0656708,0.2,-0.2473784387111663,0.2462962977588176,0.0458737,999.0,,,,13546
522,Matt Thaiss,LAA,3,13,12,2,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0.212755,0.0936093,0.242419,0.386147,0.290967,0.336591,0.279025,0.627559,0.123836,2.76883,0.262847,,-0.0102759,1.1667,-0.316425,78.1056,-0.0102759,0.1,-0.3298397725448012,0.3314814791083336,0.0434666,735.27001953125,,,,19318
523,Joe McCarthy,,16,69,61,13,8,3,0,2,7,6,6,0,18,1,0,0,1,1,0,0.213174,0.0918601,0.260887,0.352107,0.294621,0.346319,0.285184,0.64094,0.133145,3.98826,0.272372,,0.0251171,6.50512,-1.33782,84.2365,0.0251171,0.16,-1.1915716920047998,-0.5807407200336456,0.0428588,999.0,,,,18399
524,Jackson Frazier,,47,203,180,38,23,8,1,6,22,20,19,0,65,3,1,0,3,2,1,0.209336,0.0918805,0.31789,0.289032,0.292816,0.353942,0.288284,0.646759,0.144606,3.91675,0.289727,,-0.0848657,19.7606,-3.46119,85.3464,-0.0848657,-0.58,-3.487993642687797,-2.755925953388214,0.0414125,999.0,,,,15983
525,Dalton Guthrie,PHI,13,56,51,12,8,2,0,1,6,5,3,0,13,1,0,0,1,1,0,0.231,0.0545864,0.23214,0.235144,0.280851,0.343609,0.274754,0.62446,0.112609,4.94142,0.288608,,0.0628845,4.80872,-1.5437,73.746,0.0628845,0.39,-1.631666138768196,0.1585185080766677,0.0412255,999.0,,,,21293
526,Adam Engel,SDP,53,231,213,48,31,10,1,5,26,20,12,0,66,4,1,0,3,8,2,0.223813,0.0528072,0.284935,0.185331,0.278616,0.351466,0.278105,0.630083,0.127654,6.28118,0.298893,,0.557466,20.6181,-5.80663,78.2778,0.557466,-0.46,-5.183090269565582,-1.9789594113826752,0.0411503,744.9099731445312,,,,15082
527,Jonathan Villar,,32,140,127,29,21,5,1,3,16,12,10,0,37,1,1,0,3,5,2,0.225728,0.0732969,0.262777,0.278932,0.286567,0.334892,0.276421,0.621459,0.109164,5.69412,0.294213,,0.224572,12.3086,-3.70643,77.1087,0.224572,-1.24,-3.441809594631195,-0.7461728751659393,0.0409676,709.4500122070312,,,,10071
528,Otto Lopez,TOR,3,14,13,3,2,1,0,0,2,1,1,0,2,0,0,0,0,0,0,0.257976,0.0681087,0.178703,0.381127,0.314435,0.355906,0.295064,0.670341,0.0979296,5.34271,0.307555,,0.0262611,1.42559,-0.161859,91.9054,0.0262611,-0.01,-0.1001958865672349,0.0362962950021028,0.0396304,999.0,,,,19608
529,Kyle Lewis,ARI,76,324,291,67,44,12,0,10,34,37,28,0,92,2,2,0,6,1,0,0.228823,0.085991,0.283179,0.303663,0.298804,0.376542,0.297804,0.675346,0.147719,2.49078,0.295129,,-0.265095,33.9379,-3.06916,89.1583,-0.265095,-1.54,-4.341753244400024,-6.156496047973633,0.0389736,557.4500122070312,,,,19508
530,Michael Hermosillo,NYY,5,21,19,4,2,1,0,1,2,2,2,0,7,1,0,0,0,0,0,0.210057,0.0782885,0.319136,0.245314,0.292466,0.349965,0.286909,0.642431,0.139908,5.18106,0.292387,,0.0146385,2.00871,-0.378624,86.2877,0.0146385,0.04,-0.3075200486928224,0.0142798330634832,0.0389,999.0,,,,16285
531,Colton Welker,SFG,3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0.249997,0.0731984,0.217447,0.336627,0.30923,0.373682,0.298764,0.682912,0.123685,2.66474,0.305443,,-0.0086813,1.46197,-0.1207,93.2948,-0.0086813,-0.03,-0.1165064331144094,0.0162962954491376,0.0382859,748.4199829101562,,,,19961
532,Estevan Florial,NYY,19,83,75,15,10,3,0,2,9,7,7,0,29,0,0,0,1,3,1,0.202843,0.0877086,0.35024,0.250424,0.276528,0.327184,0.268079,0.603712,0.124342,5.61864,0.302159,,0.188529,6.78607,-2.76327,72.9997,0.188529,0.71,-2.3488757461309437,0.0258436203002929,0.0348466,740.5900268554688,,,,19151
533,Mickey Moniak,LAA,45,195,181,39,24,8,1,5,21,19,11,1,58,1,1,0,3,3,1,0.216313,0.0580388,0.297771,0.194911,0.265785,0.363566,0.273919,0.629351,0.147253,5.0568,0.284514,,0.085663,16.7974,-5.56359,74.5026,0.085663,1.28,-5.5252493023872375,-0.3759828805923462,0.033136,745.3599853515625,,,,19956
534,Bryan Lavastida,CLE,3,13,12,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0.232458,0.0713648,0.226345,0.315293,0.294421,0.337302,0.280083,0.631723,0.104844,4.32074,0.290454,,0.00532254,1.16151,-0.30135,80.5277,0.00532254,-0.05,-0.2750058262608945,0.1814814768731594,0.0328828,999.0,,,,24765
535,Troy Johnston,MIA,5,21,19,4,3,1,0,0,2,2,2,0,5,0,0,0,0,0,0,0.23087,0.0797669,0.226753,0.351779,0.29915,0.344465,0.285386,0.643615,0.113594,2.76733,0.287351,,-0.0146288,1.95461,-0.398,84.7771,-0.0146288,0.0,-0.3785173008218407,0.0,0.0328086,999.0,,,,sa3010899
536,Anthony Bemboom,BAL,5,19,17,3,2,1,0,0,2,2,1,0,5,0,0,0,0,0,0,0.196632,0.0788746,0.265793,0.296752,0.266241,0.298687,0.253394,0.564929,0.102056,2.97454,0.256553,,-0.0117433,1.2999,-0.835827,62.0965,-0.0117433,0.13,-0.808403798379004,0.5158024728298187,0.0316225,999.0,,,,13854
537,P.J. Higgins,,5,19,17,4,3,1,0,0,2,1,2,0,4,0,0,0,0,0,0,0.222361,0.0830353,0.237409,0.349757,0.293193,0.312885,0.27248,0.606078,0.0905242,2.66487,0.285904,,-0.0168524,1.578,-0.550995,73.9866,-0.0168524,-0.09,-0.5795711725950241,0.2519167363643646,0.031253,739.8200073242188,,,,18433
538,Chris Owings,,21,91,83,17,11,4,0,2,9,8,7,0,27,1,1,0,1,2,1,0.209453,0.0718662,0.300702,0.238995,0.271248,0.332705,0.267679,0.603953,0.123252,5.22228,0.284264,,0.10082,7.36858,-3.04118,71.0379,0.10082,-0.09,-2.9143343195319176,0.234074056148529,0.0310313,999.0,,,,10030
539,Darick Hall,PHI,57,243,219,48,27,11,1,10,27,31,18,1,68,5,2,0,4,1,0,0.220426,0.0729991,0.279679,0.26101,0.290656,0.410223,0.30426,0.700879,0.189796,3.13823,0.269772,,-0.143628,26.7331,-1.05872,93.9135,-0.143628,-0.01,-1.8623360693454745,-6.012178668752313,0.03027,999.0,,,,19717
540,Buddy Kennedy,ARI,3,14,12,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0.24295,0.0791575,0.242853,0.325948,0.306335,0.359494,0.293842,0.665829,0.116544,4.56105,0.311108,,-0.000281519,1.40083,-0.173935,86.4501,-0.000281519,-0.01,-0.2170887051324825,0.0362962950021028,0.0295813,999.0,,,,22505
541,Braden Shewmake,ATL,6,28,26,6,4,1,0,0,3,3,2,0,7,0,0,0,0,0,0,0.225678,0.0570109,0.237501,0.240045,0.273598,0.343132,0.271107,0.616729,0.117454,4.7045,0.28245,,0.0136363,2.33942,-0.85798,70.2571,0.0136363,0.0,-0.9526417003944516,0.277777761220932,0.0277458,999.0,,,,sa3010332
542,Pedro Leon,HOU,6,28,25,5,3,1,0,1,3,2,2,0,9,0,0,0,0,1,0,0.196794,0.0884282,0.335452,0.263609,0.28042,0.318227,0.268331,0.598647,0.121433,6.35548,0.285489,,0.122392,2.29878,-0.928125,72.974,0.122392,0.0,-0.7358615174889565,0.0925925895571708,0.0266564,999.0,,,,sa3014838
543,Garrett Hampson,,3,14,12,3,2,0,0,0,2,1,1,0,4,0,0,0,0,1,0,0.229839,0.0726384,0.268363,0.270672,0.28971,0.346547,0.281659,0.636258,0.116709,6.55352,0.303239,,0.0512456,1.26248,-0.305929,82.2297,0.0512456,-0.13,-0.2319422774016857,0.0088888853788375,0.0249479,697.5900268554688,,,,19262
544,Jose Barrero,CIN,26,109,101,21,14,4,0,3,11,11,6,0,39,2,1,0,1,2,1,0.208855,0.0526701,0.353125,0.149154,0.26149,0.345605,0.267186,0.607095,0.13675,4.75071,0.301783,,0.0331738,8.82063,-3.70104,62.9864,0.0331738,0.01,-4.6760013327002525,1.213703641667962,0.0226243,625.6799926757812,,,,23378
