Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR,ADP,InterSD,InterSK,IntraSD,playerid
Juan Soto,WSN,153,663,521,163,30,3,36,113,106,135,101,4,11,5,0.312,0.454,0.587,1.041,0.437,174,7.6,4.2,2.61,0.43,0.98,20123
Fernando Tatis Jr.,SDP,141,610,536,153,30,2,43,109,105,65,161,6,27,7,0.286,0.367,0.593,0.96,0.4,154,6.6,1.9,5.72,-0.9,0.58,19709
Mike Trout,LAA,134,578,468,132,25,3,36,96,94,96,137,10,7,2,0.281,0.41,0.579,0.99,0.412,164,6.2,14.6,2.93,-1.01,0.69,10155
José Ramírez,CLE,148,635,552,150,35,4,35,101,100,72,91,6,25,6,0.271,0.358,0.538,0.897,0.377,141,5.9,3.7,2.81,0.41,0.8,13510
Mookie Betts,LAD,147,658,566,159,34,3,31,112,87,79,100,8,14,5,0.28,0.373,0.514,0.887,0.376,138,5.8,15.4,3.46,-0.68,0.65,13611
Vladimir Guerrero Jr.,TOR,152,,570,175,32,2,41,108,109,74,101,6,3,2,0.306,0.39,0.585,0.975,0.409,159,5.6,5.9,4.4,0.15,1.43,19611
Trea Turner,LAD,147,651,595,180,34,5,26,109,85,47,111,5,32,7,0.303,0.357,0.506,0.863,0.367,132,5.6,1.5,3.85,0.54,1.45,16252
Ronald Acuña Jr.,ATL,131,583,495,139,26,2,36,105,87,74,146,10,22,7,0.281,0.383,0.562,0.945,0.398,147,5.6,9.6,3.45,0.14,0.6,18401
Aaron Judge,NYY,145,627,543,150,25,1,39,98,97,77,166,5,5,2,0.276,0.369,0.538,0.907,0.382,142,5.4,36,2.11,-1.17,0.95,15640
Bryce Harper,PHI,150,646,528,146,32,2,37,103,101,106,145,6,14,4,0.277,0.4,0.556,0.957,0.4,150,5.2,9.5,3.37,0.9,0.46,11579
Carlos Correa,,140,615,540,148,30,1,25,86,87,65,120,5,1,0,0.274,0.355,0.474,0.829,0.354,128,5,101.3,1.96,-0.85,0.84,14162
Rafael Devers,BOS,150,649,585,164,38,2,38,101,106,55,137,6,5,3,0.281,0.348,0.548,0.896,0.376,136,4.8,14.4,2.49,-0.36,1.03,17350
Bo Bichette,TOR,150,648,599,175,36,2,27,104,91,41,127,5,21,5,0.292,0.341,0.497,0.837,0.356,123,4.8,5.4,2.47,0.4,0.71,19612
Marcus Semien,TEX,150,666,594,154,32,2,30,95,83,66,126,3,12,4,0.259,0.335,0.473,0.808,0.346,121,4.7,39.4,2.86,-0.51,0.54,12533
Kyle Tucker,HOU,149,613,550,154,34,4,32,89,95,55,111,4,17,4,0.28,0.346,0.53,0.877,0.369,138,4.7,12.3,2.12,1.02,0.24,18345
Freddie Freeman,,146,665,571,169,34,2,31,104,95,85,108,7,6,3,0.295,0.391,0.525,0.916,0.387,140,4.6,20.2,2.51,0.05,0.95,5361
Alex Bregman,HOU,141,611,520,140,31,1,24,85,84,78,79,7,2,1,0.268,0.368,0.474,0.842,0.362,133,4.6,87.2,2.89,-1.1,0.67,17678
Xander Bogaerts,BOS,149,640,567,162,36,1,26,94,89,64,117,4,7,2,0.286,0.36,0.493,0.853,0.363,127,4.6,45.5,3.41,0.83,0.7,12161
Will Smith,LAD,128,514,434,114,22,1,29,75,83,61,107,11,2,1,0.263,0.364,0.519,0.883,0.374,136,4.6,57,2.42,-0.53,0.65,19197
Luis Robert,CHW,140,600,547,156,32,3,28,86,84,39,143,9,19,5,0.286,0.341,0.51,0.851,0.36,128,4.6,16.8,3.39,-1.23,0.51,20043
Manny Machado,SDP,152,649,575,159,29,2,32,90,102,62,105,3,11,3,0.276,0.345,0.501,0.846,0.356,125,4.5,22.2,2.02,0.82,0.51,11493
Wander Franco,TBR,144,622,565,165,33,8,18,90,80,48,74,5,8,4,0.292,0.35,0.471,0.821,0.351,121,4.5,55.8,3.08,-1.56,0.97,23667
Matt Olson,OAK,150,639,547,140,27,1,38,89,100,79,133,9,3,1,0.256,0.356,0.514,0.87,0.368,139,4.5,43.1,2.01,-1.01,1.18,14344
Corey Seager,TEX,132,566,503,145,31,2,24,81,83,54,93,5,2,1,0.288,0.36,0.505,0.865,0.367,135,4.4,77.4,3.75,-0.16,0.87,13624
Byron Buxton,MIN,122,498,460,124,30,3,29,82,73,28,122,7,16,4,0.27,0.319,0.537,0.856,0.359,129,4.4,55.4,5.38,-0.96,0.44,14161
Anthony Rendon,LAA,134,577,496,135,30,1,23,77,82,69,87,7,1,1,0.271,0.366,0.477,0.843,0.361,130,4.3,106.3,4.38,0.02,0.67,12861
Brandon Lowe,TBR,141,595,521,133,27,2,34,91,92,63,164,8,6,2,0.255,0.342,0.511,0.853,0.361,128,4.3,74.2,2.57,0.24,0.87,18882
Yordan Alvarez,HOU,144,615,543,153,32,1,39,92,108,61,145,8,1,1,0.281,0.361,0.558,0.919,0.386,149,4.2,28.4,2.16,-0.47,1.28,19556
Francisco Lindor,NYM,147,646,568,145,28,2,26,89,82,64,109,6,14,5,0.256,0.335,0.451,0.787,0.337,112,4.2,54,2.41,-0.95,0.57,12916
George Springer,TOR,134,591,514,136,24,2,35,97,84,66,125,8,6,2,0.264,0.354,0.522,0.876,0.371,133,4.2,59.6,2.8,-1.6,0.8,12856
Bryan Reynolds,PIT,150,631,552,157,32,6,25,85,85,69,128,7,5,2,0.285,0.37,0.499,0.869,0.37,133,4.1,92.7,1.88,1.07,0.72,19326
Ozzie Albies,ATL,148,646,593,161,36,6,28,99,88,44,119,5,17,5,0.272,0.326,0.495,0.821,0.347,114,4.1,18.1,2.28,0.77,0.43,16556
Yasmani Grandal,CHW,126,512,412,97,17,1,26,71,72,90,123,4,1,1,0.236,0.374,0.468,0.842,0.363,129,4.1,99.1,2.42,2.34,0.71,11368
Shohei Ohtani,LAA,143,600,516,134,25,5,38,99,94,78,172,4,22,7,0.259,0.36,0.547,0.907,0.38,143,3.9,9.3,6.07,-0.17,0.92,19755
Matt Chapman,OAK,146,614,533,120,24,3,30,78,79,68,185,6,2,1,0.224,0.316,0.447,0.764,0.328,111,3.9,188.5,2.53,0.12,1.27,16505
Jose Altuve,HOU,140,630,565,156,29,2,25,100,77,56,92,5,6,3,0.277,0.345,0.468,0.813,0.348,124,3.9,73.1,2,-0.19,0.73,5417
Jonathan India,CIN,147,636,543,142,31,2,22,98,72,71,143,18,12,3,0.261,0.363,0.451,0.814,0.353,116,3.8,87.8,3.62,-0.88,0.71,21523
Ketel Marte,ARI,143,615,557,163,35,4,22,84,78,47,90,5,5,2,0.292,0.351,0.49,0.842,0.358,122,3.8,79,2.69,-0.94,0.91,13613
Salvador Perez,KCR,139,584,544,144,25,1,35,74,98,25,139,10,1,1,0.264,0.307,0.502,0.809,0.34,114,3.7,32.8,1.94,0.11,1.12,7304
Nolan Arenado,STL,152,647,582,150,29,2,31,82,97,52,94,4,2,1,0.258,0.319,0.477,0.796,0.333,109,3.7,67.4,1.99,-0.47,0.98,9777
J.T. Realmuto,PHI,143,591,530,139,27,3,22,78,80,48,138,10,12,3,0.262,0.333,0.452,0.785,0.336,108,3.6,51.2,2.09,-0.37,0.29,11739
Joey Gallo,NYY,143,596,490,102,18,1,38,88,89,97,209,7,5,1,0.209,0.347,0.486,0.833,0.356,124,3.6,172.4,3.1,-0.12,1.9,14128
Paul Goldschmidt,STL,150,659,576,159,29,2,30,95,88,75,138,4,8,2,0.276,0.361,0.491,0.852,0.36,127,3.5,47.9,3.92,-1.88,0.51,9218
Pete Alonso,NYM,152,650,567,146,27,2,40,90,106,65,144,14,2,1,0.258,0.347,0.524,0.872,0.368,133,3.4,44.9,2.4,-0.58,1.35,19251
Yoán Moncada,CHW,144,618,536,139,30,3,19,83,70,71,164,7,4,2,0.26,0.352,0.432,0.784,0.34,114,3.3,155.3,1.42,0.61,0.44,17232
Cedric Mullins,BAL,149,644,573,149,30,5,23,86,61,51,122,7,27,7,0.261,0.326,0.45,0.776,0.333,109,3.3,32.8,2.73,0.48,1.44,17929
Willy Adames,MIL,144,593,531,135,28,2,25,81,73,58,167,2,6,3,0.255,0.33,0.459,0.789,0.339,110,3.3,127.4,2.69,-0.03,0.37,15986
Josh Donaldson,MIN,134,564,475,117,25,1,28,77,75,78,126,6,1,1,0.247,0.356,0.478,0.834,0.358,128,3.3,192.9,2.76,-0.63,0.76,5038
Jorge Polanco,MIN,147,638,579,155,32,3,26,90,83,47,111,5,9,4,0.268,0.326,0.467,0.792,0.338,114,3.3,76.8,2.13,1.21,0.3,13152
Ke'Bryan Hayes,PIT,140,602,544,145,31,4,15,78,62,51,126,4,12,3,0.266,0.332,0.421,0.752,0.326,104,3.2,139.9,3.27,-1.69,0.66,18577
Max Muncy,LAD,125,525,440,110,20,1,30,80,83,74,117,8,2,1,0.25,0.366,0.509,0.875,0.373,136,3.2,148.9,3.55,0.83,0.81,13301
Jeimer Candelario,DET,144,609,537,138,33,3,20,73,70,64,135,6,1,1,0.257,0.342,0.441,0.783,0.339,115,3.2,240.4,2.18,0.14,0.4,13621
Tim Anderson,CHW,141,623,591,174,32,2,21,99,69,26,133,4,19,6,0.295,0.327,0.46,0.787,0.337,112,3.2,33,2.38,0.09,1.17,15172
Jesse Winker,CIN,135,567,488,140,28,1,28,85,77,67,98,10,2,1,0.286,0.382,0.521,0.903,0.385,137,3.2,106.6,2.47,-1.09,0.86,13590
Jake Cronenworth,SDP,142,598,533,145,31,5,17,82,69,52,89,8,6,3,0.273,0.345,0.444,0.788,0.34,114,3.2,120.9,1.63,0.76,0.56,18036
Austin Riley,ATL,148,620,558,152,29,2,31,85,95,48,160,9,0,1,0.272,0.336,0.497,0.833,0.353,118,3.1,50.1,1.98,-0.41,1,18360
Starling Marte,NYM,138,604,543,151,28,3,17,90,66,42,112,14,37,8,0.278,0.344,0.432,0.776,0.336,111,3.1,28,6.45,0.87,2.14,9241
Trevor Story,,141,633,566,145,32,4,28,91,81,55,156,8,22,6,0.256,0.329,0.475,0.805,0.343,101,3.1,38.9,2.18,-0.69,0.99,12564
Trent Grisham,SDP,137,578,502,123,26,4,19,79,65,64,132,6,15,4,0.245,0.335,0.424,0.759,0.329,107,3,143,2.27,0.16,0.84,18564
Rhys Hoskins,PHI,132,574,483,116,26,1,34,85,86,80,135,8,3,2,0.241,0.357,0.51,0.867,0.369,130,3,131.2,5.49,0.34,1.09,16472
Cody Bellinger,LAD,143,581,510,124,25,3,28,80,82,64,129,3,10,3,0.243,0.329,0.467,0.796,0.337,112,3,97.7,4.4,-1.88,0.73,15998
Christian Yelich,MIL,137,584,495,131,25,3,22,87,73,81,141,5,13,4,0.265,0.373,0.461,0.834,0.36,123,3,102.1,2.35,0.08,0.43,11477
Harrison Bader,STL,139,517,460,113,23,2,19,64,58,43,128,10,12,4,0.245,0.321,0.426,0.747,0.322,102,2.9,231.5,4.66,-0.7,0.65,18030
Justin Turner,LAD,130,549,481,134,25,1,23,77,78,51,89,12,2,1,0.278,0.359,0.474,0.833,0.357,125,2.9,151.8,3.45,-0.32,0.65,5235
Tyler Stephenson,CIN,130,479,421,113,23,1,13,61,56,47,98,7,0,0,0.27,0.351,0.423,0.774,0.337,105,2.9,137.4,3.59,-0.37,0.64,17988
Kris Bryant,,130,583,506,130,29,2,23,83,73,63,134,12,7,2,0.257,0.352,0.458,0.81,0.349,120,2.9,97.7,2.91,0.95,0.31,15429
Ramón Laureano,OAK,119,500,447,113,24,2,20,68,60,37,129,12,13,4,0.254,0.324,0.451,0.776,0.333,115,2.9,232.6,3.8,-1.07,0.62,17128
Javier Báez,DET,144,590,551,140,27,3,28,81,83,28,177,7,16,5,0.254,0.297,0.463,0.759,0.32,102,2.8,60.6,4.47,0.49,0.66,12979
Tyler O'Neill,STL,139,545,491,126,23,2,31,81,82,41,167,9,13,3,0.256,0.323,0.5,0.823,0.349,120,2.8,48,3.86,0.21,0.52,15711
DJ LeMahieu,NYY,145,647,580,163,27,2,14,87,64,58,87,4,4,2,0.281,0.348,0.406,0.754,0.329,107,2.8,113.6,2.19,0.58,1,9874
Whit Merrifield,KCR,148,658,608,171,36,4,12,89,65,38,97,5,30,7,0.282,0.326,0.413,0.739,0.319,100,2.7,31.5,2.73,-0.18,1.85,11281
Enrique Hernández,BOS,140,581,514,128,30,3,22,81,69,54,112,7,2,1,0.248,0.326,0.449,0.775,0.332,106,2.7,221.4,4.33,-0.13,0.56,10472
Kyle Schwarber,,130,567,484,119,21,1,34,83,83,75,151,6,2,1,0.245,0.352,0.504,0.856,0.363,127,2.7,120.8,2.15,0.89,1.02,16478
Dansby Swanson,ATL,150,635,572,144,30,2,25,81,79,52,158,5,10,3,0.251,0.317,0.443,0.76,0.324,99,2.7,121.5,2.71,-0.07,0.48,18314
Brandon Nimmo,NYM,123,522,435,114,23,4,14,73,49,73,111,10,7,3,0.262,0.38,0.426,0.806,0.354,123,2.7,320.1,4.3,-0.12,0.65,12927
Willson Contreras,CHC,130,524,453,111,21,1,22,69,67,52,140,15,5,2,0.245,0.339,0.444,0.784,0.339,113,2.7,110.2,2.18,0.07,0.33,11609
Brandon Crawford,SFG,130,530,471,121,25,2,17,67,68,49,108,5,5,3,0.258,0.332,0.433,0.764,0.326,105,2.6,216.8,3.25,0.68,0.17,5343
Luis Urías,MIL,141,550,482,121,24,2,19,71,66,56,115,10,5,2,0.251,0.34,0.427,0.767,0.333,106,2.6,156.3,3.6,-0.87,0.13,16622
Michael Conforto,,135,580,496,127,26,1,23,76,76,71,127,11,3,2,0.255,0.359,0.453,0.812,0.351,121,2.6,202.4,1.85,0.08,0.41,16376
Sean Murphy,OAK,113,425,374,85,18,1,18,49,52,42,109,7,0,0,0.226,0.315,0.421,0.735,0.319,106,2.5,247.9,2.11,-0.04,0.43,19352
Gleyber Torres,NYY,140,578,514,135,25,1,20,70,69,56,115,4,11,5,0.263,0.337,0.432,0.769,0.333,109,2.5,151.2,3.49,0.42,0.38,16997
Max Kepler,MIN,132,553,483,113,25,3,24,74,69,59,103,7,8,2,0.233,0.323,0.448,0.771,0.33,109,2.5,288.1,1.33,1.02,0.73,12144
Brandon Belt,SFG,123,507,434,108,22,2,26,73,69,65,123,5,3,2,0.25,0.353,0.493,0.846,0.36,128,2.5,226.5,3.13,0.58,0.47,10264
Alex Verdugo,BOS,144,607,548,158,35,2,15,82,66,50,98,5,6,2,0.287,0.349,0.443,0.791,0.341,112,2.5,160.1,1.53,0.3,0.98,17027
Adley Rutschman,BAL,101,411,361,91,18,1,14,48,48,44,77,4,2,1,0.253,0.338,0.426,0.764,0.33,108,2.5,184.9,5.75,0.62,0.51,sa3011643
Mitch Garver,MIN,105,408,355,85,18,1,20,54,55,44,118,5,1,1,0.238,0.329,0.464,0.793,0.34,116,2.5,174.6,4.47,0.59,0.4,15161
Mitch Haniger,SEA,142,636,565,140,26,2,31,89,86,56,156,9,3,1,0.248,0.323,0.467,0.791,0.338,119,2.5,107.6,2.97,-0.24,0.98,14274
Amed Rosario,CLE,140,582,546,152,27,6,13,75,61,30,117,3,15,4,0.278,0.318,0.419,0.737,0.317,100,2.5,167,2.97,-1.3,1.05,15518
J.P. Crawford,SEA,148,638,567,144,30,2,10,78,56,59,113,6,8,3,0.254,0.328,0.365,0.693,0.306,97,2.5,388,1.24,-0.96,0.75,15491
Kolten Wong,MIL,131,553,492,131,27,3,12,75,55,42,89,13,14,5,0.267,0.337,0.41,0.747,0.323,100,2.5,191.8,2.9,0.85,0.93,12532
Ty France,SEA,142,590,526,143,28,1,19,73,73,42,108,18,0,0,0.272,0.345,0.439,0.783,0.339,120,2.5,146.7,2.71,0.09,0.66,17982
Luis Arraez,MIN,134,554,498,149,27,4,5,70,50,47,53,2,3,2,0.3,0.359,0.396,0.755,0.33,109,2.5,313.3,3.56,-0.88,1.64,18568
Bobby Witt Jr.,KCR,125,536,489,126,27,3,20,68,69,37,123,5,17,5,0.257,0.314,0.447,0.761,0.325,104,2.4,95.8,4.89,-0.24,0.82,sa3011225
Jean Segura,PHI,134,580,530,149,27,3,15,77,62,39,85,7,9,3,0.281,0.336,0.425,0.761,0.329,103,2.4,201.4,2.43,0.79,0.81,5933
Chris Taylor,LAD,139,557,490,124,27,4,19,79,72,56,155,6,11,3,0.254,0.336,0.442,0.778,0.336,111,2.4,133.5,2.59,0.27,0.41,13757
Oneil Cruz,PIT,117,476,438,114,22,4,17,60,59,35,123,3,12,4,0.26,0.317,0.446,0.764,0.327,104,2.4,214.6,3.55,-0.17,0.67,21711
Nick Castellanos,,142,637,581,163,38,3,31,93,95,45,141,7,3,2,0.28,0.337,0.517,0.853,0.36,120,2.3,61.8,2.62,-0.36,0.92,11737
Tommy Edman,STL,141,609,562,150,31,4,12,81,57,35,95,7,23,5,0.268,0.317,0.402,0.719,0.311,95,2.3,85.3,2.29,-0.79,1.45,19470
Miguel Rojas,MIA,130,541,495,133,26,2,9,64,50,38,72,6,12,4,0.268,0.326,0.381,0.707,0.308,95,2.3,413.6,2.37,1.23,1.03,7802
Jared Walsh,LAA,142,585,525,138,29,2,29,79,91,48,149,6,2,1,0.262,0.328,0.492,0.82,0.347,120,2.3,116.8,2.46,0.15,0.83,18607
Giancarlo Stanton,NYY,137,580,509,133,22,0,34,78,93,63,161,5,1,0,0.262,0.347,0.51,0.857,0.359,126,2.3,95.7,3.03,0.82,1.04,4949
Jacob Stallings,MIA,113,423,375,91,18,1,9,41,43,40,92,4,0,0,0.243,0.32,0.365,0.685,0.302,91,2.2,395.7,2.71,0.37,0.54,13723
Myles Straw,CLE,143,568,504,133,24,2,4,74,42,58,110,3,31,6,0.264,0.341,0.343,0.684,0.306,92,2.2,131.3,2.99,-0.35,2.36,17620
Dylan Carlson,STL,147,620,549,141,30,4,20,78,71,56,149,9,5,2,0.256,0.331,0.434,0.765,0.329,107,2.2,179.2,4.11,0.46,0.27,20126
José Abreu,CHW,149,646,575,153,30,2,31,87,103,49,141,15,1,1,0.267,0.337,0.486,0.823,0.348,119,2.2,75.5,2.49,0.25,1.11,15676
Teoscar Hernández,TOR,142,601,550,147,28,2,33,88,97,43,163,6,11,4,0.267,0.325,0.507,0.832,0.352,120,2.2,30.5,3.12,1.13,0.51,13066
Eloy Jiménez,CHW,142,588,544,148,29,1,31,74,92,38,143,4,1,0,0.271,0.321,0.501,0.822,0.348,119,2.2,62.8,3.14,-0.46,0.97,17484
Ian Happ,CHC,142,564,489,117,23,2,26,72,73,67,161,5,9,3,0.24,0.337,0.455,0.792,0.34,114,2.2,202,3.37,0.15,0.64,17919
Mike Yastrzemski,SFG,131,535,473,115,26,3,23,71,69,52,134,7,4,2,0.242,0.325,0.459,0.784,0.335,111,2.1,284.3,2.45,0.18,0.45,14854
Avisaíl García,MIA,137,565,512,135,22,1,23,71,76,39,133,10,8,3,0.264,0.327,0.445,0.772,0.33,110,2.1,174.2,3.44,0.39,0.17,5760
Anthony Rizzo,,133,583,502,129,23,2,23,76,74,59,89,17,5,2,0.256,0.351,0.449,0.8,0.343,116,2.1,193.2,1.73,0.12,0.25,3473
Randy Arozarena,TBR,142,600,528,137,28,3,23,85,71,53,159,15,19,8,0.26,0.342,0.452,0.794,0.342,115,2.1,62.2,3.26,0.24,0.8,19290
Daulton Varsho,ARI,114,434,391,99,20,3,17,59,55,37,93,4,10,2,0.253,0.324,0.449,0.773,0.331,105,2.1,94.2,4.63,0.61,0.58,19918
Abraham Toro,SEA,119,477,425,105,21,2,14,56,55,40,81,9,7,3,0.248,0.324,0.408,0.733,0.319,106,2.1,271.5,3.75,-1.64,0.39,19844
Adam Frazier,SEA,141,589,535,142,28,3,8,71,48,42,74,8,7,4,0.266,0.328,0.375,0.702,0.308,99,2.1,354.8,2.34,-0.04,0.9,15223
J.D. Martinez,BOS,144,624,557,153,34,2,29,85,94,58,146,4,1,1,0.274,0.343,0.5,0.843,0.355,122,2,88.6,2.18,-1.68,0.94,6184
Carson Kelly,ARI,107,406,354,85,16,1,15,46,51,43,85,5,0,0,0.241,0.329,0.418,0.747,0.324,100,2,267.4,2.01,0.74,0.39,13620
Michael Brantley,HOU,117,506,460,134,27,2,12,66,55,39,59,5,2,1,0.291,0.352,0.434,0.786,0.339,118,2,244.2,2.72,0.08,1.16,4106
Keibert Ruiz,WSN,115,449,411,111,21,1,17,51,59,31,52,5,0,0,0.27,0.328,0.447,0.776,0.333,106,2,142.3,2.91,-1.02,0.71,19610
Mike Zunino,TBR,103,372,335,68,13,1,23,48,56,30,133,6,0,0,0.203,0.281,0.456,0.737,0.313,96,2,247.1,3.16,-0.74,0.9,13265
Ryan McMahon,COL,145,588,522,133,28,2,25,77,81,57,156,4,5,2,0.254,0.331,0.459,0.789,0.338,98,2,159.3,2.95,0.55,0.46,15112
Danny Jansen,TOR,98,352,309,73,15,1,15,47,46,34,72,5,0,0,0.235,0.319,0.438,0.757,0.326,103,2,362.1,3.43,-0.18,0.4,16535
Nicky Lopez,KCR,137,542,485,130,22,4,3,65,42,43,77,4,17,4,0.267,0.331,0.348,0.679,0.301,88,2,246.8,2.28,-0.09,1.54,19339
Andrew Benintendi,KCR,132,558,498,134,28,3,17,69,70,48,108,5,10,5,0.27,0.337,0.444,0.781,0.332,109,1.9,193.1,3.04,0.58,0.47,17901
Tommy Pham,,121,512,441,112,21,2,16,67,54,64,113,5,14,5,0.253,0.353,0.419,0.773,0.338,113,1.9,266.1,3.94,-0.26,0.81,2967
Joey Votto,CIN,139,591,503,128,24,2,29,81,84,81,133,4,1,1,0.255,0.361,0.484,0.845,0.357,118,1.9,137.5,2.74,-1.03,0.81,4314
Jesús Sánchez,MIA,133,540,491,125,20,4,23,64,73,42,142,5,3,1,0.255,0.319,0.455,0.774,0.331,110,1.9,222.2,2.27,-1.16,0.41,19913
Josh Bell,WSN,145,605,527,140,26,2,30,82,94,69,117,4,0,0,0.266,0.351,0.491,0.842,0.357,122,1.9,128.4,2.45,-0.3,0.95,13145
Nick Madrigal,CHC,123,484,449,132,21,5,4,54,44,26,35,7,9,4,0.295,0.342,0.39,0.732,0.319,100,1.9,309.2,3.95,0.4,1.61,20521
Marcell Ozuna,ATL,118,505,450,119,20,1,25,66,76,50,109,3,2,1,0.265,0.341,0.478,0.82,0.35,116,1.9,186.9,5.15,-0.71,0.56,10324
Jeff McNeil,NYM,129,515,463,128,26,2,12,61,56,36,69,12,4,2,0.276,0.342,0.419,0.761,0.33,108,1.9,322.7,1.8,-0.64,0.8,15362
Eduardo Escobar,NYM,141,587,535,130,25,4,24,69,79,45,120,3,2,1,0.243,0.303,0.438,0.74,0.315,98,1.9,195,2.34,-0.43,0.69,6153
AJ Pollock,LAD,112,440,401,108,22,1,21,58,66,30,89,6,7,2,0.27,0.328,0.49,0.818,0.347,118,1.9,217.9,2.16,-1.15,0.51,9256
Max Stassi,LAA,103,386,340,77,13,1,15,45,45,35,113,7,0,0,0.226,0.307,0.403,0.71,0.308,94,1.9,305.4,2.31,0.24,0.39,10059
Nathaniel Lowe,TEX,144,596,517,134,25,2,19,74,72,72,150,4,6,1,0.258,0.351,0.425,0.777,0.338,116,1.8,242.1,1.51,-0.54,0.18,19566
Jazz Chisholm Jr.,MIA,132,558,505,121,21,5,21,76,61,43,161,6,23,7,0.239,0.306,0.422,0.728,0.313,99,1.8,77.8,4.85,0.83,1.43,20454
Franmil Reyes,CLE,144,593,529,134,23,1,36,77,97,54,177,3,3,1,0.254,0.324,0.503,0.827,0.348,121,1.8,120.4,3.6,-0.79,1.08,14566
Nico Hoerner,CHC,117,441,396,108,21,2,5,47,42,34,69,6,10,4,0.272,0.336,0.369,0.705,0.309,94,1.8,450,3.11,-0.68,1.3,21479
Kyle Lewis,SEA,122,516,457,111,19,1,20,61,60,53,145,2,6,2,0.243,0.323,0.422,0.745,0.323,109,1.8,318.5,3.36,0.59,0.32,19508
Mark Canha,NYM,137,575,482,115,22,3,18,78,63,71,127,17,9,2,0.238,0.352,0.407,0.759,0.334,110,1.8,280.8,3.63,-0.78,0.63,11445
Jonathan Schoop,DET,141,598,553,146,27,2,22,73,74,31,124,9,2,1,0.263,0.309,0.438,0.747,0.32,102,1.8,203.1,1.3,-0.68,0.45,11265
Isiah Kiner-Falefa,TEX,127,533,495,132,22,3,6,58,44,27,75,8,14,5,0.267,0.314,0.364,0.678,0.297,88,1.7,332.8,2.7,-0.44,1.3,16512
Christian Vázquez,BOS,117,451,415,106,20,1,10,49,47,30,83,2,6,3,0.255,0.308,0.384,0.692,0.301,85,1.7,202.3,4.43,0.35,0.69,9774
Brian Anderson,MIA,119,484,427,106,20,1,16,53,57,45,119,10,5,1,0.247,0.331,0.41,0.742,0.324,105,1.7,440.3,2.77,0.05,0.36,18289
Ryan Mountcastle,BAL,145,612,560,147,28,2,31,78,88,40,155,5,4,2,0.263,0.314,0.483,0.797,0.337,112,1.7,116.5,1.36,0.11,0.68,18373
Robbie Grossman,DET,136,574,489,118,23,3,17,73,57,75,123,6,16,4,0.241,0.347,0.401,0.748,0.329,108,1.7,188.9,1.75,-0.66,0.99,5254
César Hernández,WSN,134,582,522,135,24,2,14,73,58,53,117,5,3,1,0.258,0.331,0.395,0.726,0.317,95,1.7,394.3,3.26,-0.31,0.4,10556
Hunter Renfroe,MIL,138,555,500,120,24,1,32,77,86,47,142,4,2,1,0.24,0.306,0.485,0.791,0.334,107,1.7,162.9,2.89,0.22,1.06,15464
Austin Hays,BAL,132,552,508,130,26,3,21,71,68,32,112,7,6,3,0.257,0.308,0.445,0.753,0.322,102,1.7,238.8,2.1,-1.18,0.08,19363
Alejandro Kirk,TOR,89,331,293,79,17,0,13,41,46,32,45,4,1,0,0.268,0.345,0.459,0.804,0.345,116,1.7,239,3.74,-0.11,0.87,22581
Omar Narváez,MIL,113,430,379,96,16,0,12,48,47,42,87,5,0,0,0.252,0.333,0.394,0.727,0.318,96,1.6,245.3,2.21,-0.4,0.48,13338
Brandon Marsh,LAA,118,465,415,103,20,3,10,56,44,43,141,4,11,3,0.249,0.323,0.384,0.707,0.309,95,1.6,393.6,4.73,1.43,0.89,20202
C.J. Cron,COL,135,547,482,129,26,1,29,72,87,50,122,12,1,0,0.268,0.349,0.509,0.858,0.365,115,1.6,125.7,3.51,-1.35,0.83,12546
Nelson Cruz,,121,533,472,123,21,1,28,71,82,49,126,8,1,1,0.261,0.338,0.488,0.825,0.349,120,1.6,175.2,4.51,-0.98,0.7,2434
Edmundo Sosa,STL,109,390,354,93,15,3,8,45,39,22,79,11,8,2,0.263,0.324,0.391,0.715,0.312,95,1.6,440,2.11,0.4,1.05,17022
Ramón Urías,BAL,119,447,400,101,22,1,12,50,49,38,109,8,3,2,0.252,0.328,0.399,0.727,0.318,99,1.6,486,1.97,-0.06,0.47,18795
Aaron Hicks,NYY,107,434,368,84,16,2,16,55,50,59,97,4,3,2,0.228,0.338,0.411,0.749,0.326,105,1.6,499.1,3.95,-0.92,0.33,5297
Akil Baddoo,DET,138,557,496,122,23,7,18,73,61,54,144,2,20,5,0.245,0.321,0.427,0.748,0.322,104,1.6,157,3.03,0.33,1.18,22168
Luke Voit,NYY,120,489,430,108,17,1,26,65,72,48,135,9,0,0,0.25,0.337,0.478,0.815,0.349,120,1.6,258.9,2.29,-1.62,0.62,14811
Yandy Díaz,TBR,112,461,399,108,19,1,12,56,52,57,74,3,1,1,0.27,0.363,0.411,0.774,0.339,114,1.6,399.2,3.29,-0.44,0.71,16578
Brendan Rodgers,COL,127,532,495,137,28,3,18,67,66,28,110,8,2,1,0.278,0.325,0.457,0.782,0.335,96,1.6,163.4,3.14,-0.01,0.71,17907
Andrés Giménez,CLE,117,420,383,94,19,2,12,49,41,21,100,10,18,5,0.246,0.299,0.402,0.701,0.302,90,1.6,278.7,2.78,-0.61,1.44,19950
